arm,query_id,doc_id,difficulty,gold_pages,predicted_pages_top3,hit3,strict_correct,quote_support,failure_mode,extracted_answer,cited_pages,cited_spans,context_chars_used,latency_ms,table_query,violations
two_stage,Q_2022_AE_P1,Grampian-2021-2022,MOD,[12],"[12, 32]",1,0,0,did_not_identify_gold,,[],[],3629,5788.297,0,parse_or_generation_error
two_stage,Q_2022_IJB_02,Grampian-2021-2022,LEX,[19],"[19, 20, 140]",1,1,1,strict_correct,£51.392 million,[19],"[""increasing the retained reserves carried forward to \u00a351.392 million (2020/21 \u00a318.236 million).""]",2309,3957.038,0,
two_stage,Q_2022_GOPES_01,Grampian-2021-2022,STR,[54],"[37, 38, 54]",1,0,0,did_not_identify_gold,,[],[],4051,5509.237,0,parse_or_generation_error
two_stage,Q_2022_FIN_08,Grampian-2021-2022,LEX,[23],[71],0,0,0,did_not_identify_gold,2.7%,[71],"[""Median (Total pay & benefits) | 33.0 | 32.2 | 2.7%""]",2274,3560.64,0,
two_stage,Q_2022_FIN_P2,Grampian-2021-2022,MOD,[23],"[23, 71, 76]",1,0,0,did_not_identify_gold,,[],[],4100,5648.298,0,parse_or_generation_error
two_stage,Q_2023_FIN_15,Grampian-2022-2023,LEX,[25],"[21, 24, 25]",1,1,1,strict_correct,3.97,[25],"[""Test & Protect 3.97""]",3107,3478.113,0,
two_stage,Q_2023_FIN_14,Grampian-2022-2023,LEX,[25],"[24, 25, 78]",1,0,0,did_not_identify_gold,,[],[],3717,5988.812,0,parse_or_generation_error
two_stage,Q_2023_FIN_P2,Grampian-2022-2023,MOD,[25],"[25, 67]",1,0,0,did_not_identify_gold,,[],[],3510,5881.574,0,evidence_span_not_in_context
two_stage,Q_2023_FIN_02,Grampian-2022-2023,LEX,[23],"[23, 24]",1,1,1,strict_correct,"1,291,879",[23],"[""Core Revenue Resource Limit 1,292,491 1,291,879 612""]",3632,4425.106,0,
two_stage,Q_2023_FIN_16,Grampian-2022-2023,LEX,[25],"[24, 77]",0,0,0,did_not_identify_gold,£23.1 million,[24],"[""Expenditure of \u00a323.1 million was incurred on non-delegated Board services. The main areas incurring additional costs were in additional Personal Protective equipment, vaccinations programmes, testing and contact tracing and staffing and other costs to support infection control measures.""]",3578,4318.815,0,
two_stage,Q_2023_FIN_07,Grampian-2022-2023,STR,[25],"[20, 78]",0,0,0,did_not_identify_gold,,[],[],3711,3691.619,0,
two_stage,Q_2023_FIN_10,Grampian-2022-2023,LEX,[25],"[67, 75]",0,0,0,did_not_identify_gold,,[],[],1659,2247.394,0,
two_stage,Q_2023_IJB_07,Grampian-2022-2023,LEX,[25],"[21, 22]",0,0,0,did_not_identify_gold,,[],[],993,1555.271,0,
two_stage,Q_2023_FIN_09,Grampian-2022-2023,LEX,[25],"[20, 24, 25]",1,0,0,did_not_identify_gold,Expenditure of £23.1 million was incurred on non-delegated Board services.,[24],"[""The impact of the pandemic was less severe on services in 2022/23 than in 2021/22 but significant costs were still incurred across a range of services, including the COVID vaccination programme and the provision of sustainability payments to social care providers. Expenditure of \u00a323.1 million was incurred on non-delegated Board services.""]",3539,5672.894,0,
two_stage,Q_2023_FIN_04,Grampian-2022-2023,MOD,[23],"[23, 148]",1,1,1,strict_correct,"1,546,903",[23],"[""Cash Requirement 1,546,903 1,546,903 -""]",2868,3797.103,0,
two_stage,Q_2024_DEL_01,Grampian-2023-2024,LEX,"[6, 53]","[6, 53]",1,1,1,strict_correct,August 2023,[53],"[""The Delivery Plan 2023 \u2013 2026 was endorsed by the Board in August 2023, approved by""]",3546,3851.386,0,
two_stage,Q_2024_ESC_03,Grampian-2023-2024,MOD,[4],"[4, 21, 59]",1,0,0,did_not_identify_gold,,[],[],3589,5221.821,0,parse_or_generation_error
two_stage,Q_2024_FIN_12,Grampian-2023-2024,MOD,[23],"[23, 154]",1,0,0,did_not_identify_gold,,[],[],3905,6648.987,0,parse_or_generation_error
two_stage,Q_2024_FIN_14,Grampian-2023-2024,STR,[118],"[26, 27, 31]",0,0,0,did_not_identify_gold,,[],[],3728,3502.26,1,
two_stage,Q_2024_DEL_03,Grampian-2023-2024,LEX,[6],"[6, 53]",1,1,1,strict_correct,1. Strengthen colleague and citizen engagement to improve health (People) 2. Create the conditions for sustainable change (Places) 3. Improve preventative and timely access to care (Pathways),[6],"[""The agreed objectives over the period August 2023 to March 2026 were: 1. Strengthen colleague and citizen engagement to improve health (People) 2. Create the conditions for sustainable change (Places) 3. Improve preventative and timely access to care (Pathways)""]",3546,5304.101,0,
two_stage,Q_2024_GOV_04,Grampian-2023-2024,LEX,[33],"[33, 131]",1,1,1,strict_correct,14 days,[33],"[""- In 2023/24, the average credit taken was 14 days (2022/23 15 days).""]",3726,4681.472,0,
two_stage,Q_2024_FIN_06,Grampian-2023-2024,STR,[26],"[26, 27]",1,0,1,saw_gold_but_answer_incorrect,97,[26],"[""Non-Core Revenue Resource Limit 1,489,048 1,488,951 97""]",3709,4240.677,0,
two_stage,Q_2024_IJB_03,Grampian-2023-2024,LEX,[25],"[24, 25]",1,0,0,did_not_identify_gold,,[],[],1167,4499.56,0,parse_or_generation_error
two_stage,Q_2024_FIN_01,Grampian-2023-2024,LEX,[26],"[26, 27]",1,0,0,did_not_identify_gold,"48,416",[26],"[""Core Revenue Resource Limit 48,416 48,416 0""]",3082,3867.663,0,
two_stage,Q_2024_FIN_02,Grampian-2023-2024,STR,"[26, 118]","[26, 27]",1,0,0,did_not_identify_gold,0,[26],"[""Core Revenue Resource Limit 48,416 48,416 0""]",3082,3655.043,1,
two_stage,Q_2025_FIN_02,Grampian-2024-2025,MOD,[28],"[28, 29]",1,1,1,strict_correct,"1,559,032",[28],"[""Core Revenue Resource Limit 1,559,285 1,559,032 253""]",3134,4089.262,0,
two_stage,Q_2025_FIN_P3,Grampian-2024-2025,STR,[29],"[29, 62]",1,0,0,did_not_identify_gold,,[],[],3681,5676.028,0,parse_or_generation_error
two_stage,Q_2025_FIN_06,Grampian-2024-2025,STR,[29],"[28, 29]",1,1,1,strict_correct,4.17%,[29],"[""Underlying Deficit against Core Revenue Resource Limit -64,947 4.17%""]",3134,3890.007,0,
two_stage,Q_2025_FIN_09,Grampian-2024-2025,LEX,[31],"[24, 31, 33]",1,1,1,strict_correct,£116 million,[31],"[""Net expenditure for the year was \u00a31,681 million (2023/24 \u00a31,565 million), an increase of \u00a3116 million from the prior year.""]",3587,4613.701,0,
two_stage,Q_2025_FIN_10,Grampian-2024-2025,STR,[28],"[28, 33]",1,1,1,strict_correct,"86,909",[28],"[""Core Capital Resource Limit 86,909 86,909 -""]",3148,3996.612,0,
two_stage,Q_2025_AE_P1,Grampian-2024-2025,MOD,[14],"[14, 18, 93]",1,0,0,did_not_identify_gold,,[],[],3058,5875.321,0,parse_or_generation_error
two_stage,Q_2025_PLAN_01,Grampian-2024-2025,STR,[30],"[30, 79]",1,0,0,did_not_identify_gold,,[],[],4319,5529.22,0,evidence_span_not_in_context
two_stage,Q_2025_STR_01,Grampian-2024-2025,LEX,[7],"[7, 62, 72]",1,0,0,did_not_identify_gold,,[],[],3938,5082.679,0,evidence_span_not_in_context
two_stage,Q_2025_IJB_04,Grampian-2024-2025,LEX,[27],"[26, 27]",1,1,1,strict_correct,£4.143 million,[27],"[""Moray IJB reported a deficit for the year of \u00a34.143 million (2023/24 deficit \u00a32.659 million).""]",1277,3055.845,0,
two_stage,Q_2025_DEL_03,Grampian-2024-2025,LEX,[11],"[11, 13, 16]",1,0,0,did_not_identify_gold,,[],[],3395,4486.783,0,evidence_span_not_in_context
