query_id,topic,year,sequence,k,answer_type,doc_id,expected_section,expected_pages,failure_stage,leakage_count_top_k,leakage_rate_top_k,leakage_doc_ids_top_k,page_recall_at_k,page_precision_at_k,page_mrr_at_k,chunk_hit_at_k,chunk_precision_at_k,chunk_mrr_at_k,top_pages,top_chunk_ids,top_doc_ids
Q_2024_FIN_05,FIN,2024,5,5,number,,,[26],hit,0,0.0,[],1.0,0.3333333333333333,1.0,1.0,0.4,1.0,"[26, 27, 129]","['Grampian-2023-2024:p0026_001', 'Grampian-2023-2024:p0026_000', 'Grampian-2023-2024:p0027_000', 'Grampian-2023-2024:table_p0129', 'Grampian-2023-2024:p0027_001']","['Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024']"
Q_2024_FIN_05,FIN,2024,5,10,number,,,[26],hit,0,0.0,[],1.0,0.14285714285714285,1.0,1.0,0.2,1.0,"[26, 27, 129, 31, 99, 85, 72]","['Grampian-2023-2024:p0026_001', 'Grampian-2023-2024:p0026_000', 'Grampian-2023-2024:p0027_000', 'Grampian-2023-2024:table_p0129', 'Grampian-2023-2024:p0027_001']","['Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024']"
Q_2024_FIN_06,FIN,2024,6,1,number,,,[29],missed_top_ranked,0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,[85],['Grampian-2023-2024:p0085_001'],['Grampian-2023-2024']
Q_2024_FIN_06,FIN,2024,6,3,number,,,[29],missed_top_ranked,0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,"[85, 31, 134]","['Grampian-2023-2024:p0085_001', 'Grampian-2023-2024:p0031_001', 'Grampian-2023-2024:table_p0134']","['Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024']"
Q_2024_FIN_06,FIN,2024,6,5,number,,,[29],missed_top_ranked,0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,"[85, 31, 134, 23, 154]","['Grampian-2023-2024:p0085_001', 'Grampian-2023-2024:p0031_001', 'Grampian-2023-2024:table_p0134', 'Grampian-2023-2024:p0023_000', 'Grampian-2023-2024:p0154_002']","['Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024']"
Q_2024_FIN_06,FIN,2024,6,10,number,,,[29],missed_top_ranked,0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,"[85, 31, 134, 23, 154, 129, 118, 155]","['Grampian-2023-2024:p0085_001', 'Grampian-2023-2024:p0031_001', 'Grampian-2023-2024:table_p0134', 'Grampian-2023-2024:p0023_000', 'Grampian-2023-2024:p0154_002']","['Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024']"
Q_2024_FIN_07,FIN,2024,7,1,number,,,[29],hit,0,0.0,[],1.0,1.0,1.0,1.0,1.0,1.0,[29],['Grampian-2023-2024:p0029_000'],['Grampian-2023-2024']
Q_2024_FIN_07,FIN,2024,7,3,number,,,[29],hit,0,0.0,[],1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,"[29, 31, 120]","['Grampian-2023-2024:p0029_000', 'Grampian-2023-2024:p0031_000', 'Grampian-2023-2024:table_p0120']","['Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024']"
Q_2024_FIN_07,FIN,2024,7,5,number,,,[29],hit,0,0.0,[],1.0,0.2,1.0,1.0,0.2,1.0,"[29, 31, 120, 22, 158]","['Grampian-2023-2024:p0029_000', 'Grampian-2023-2024:p0031_000', 'Grampian-2023-2024:table_p0120', 'Grampian-2023-2024:p0022_002', 'Grampian-2023-2024:table_p0158']","['Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024']"
Q_2024_FIN_07,FIN,2024,7,10,number,,,[29],hit,0,0.0,[],1.0,0.1,1.0,1.0,0.1,1.0,"[29, 31, 120, 22, 158, 30, 43, 73, 155, 96]","['Grampian-2023-2024:p0029_000', 'Grampian-2023-2024:p0031_000', 'Grampian-2023-2024:table_p0120', 'Grampian-2023-2024:p0022_002', 'Grampian-2023-2024:table_p0158']","['Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024']"
Q_2024_FIN_P2,FIN,2024,P2,1,number,,,[29],missed_top_ranked,0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,[23],['Grampian-2023-2024:p0023_000'],['Grampian-2023-2024']
Q_2024_FIN_P2,FIN,2024,P2,3,number,,,[29],hit,0,0.0,[],1.0,0.3333333333333333,0.5,1.0,0.3333333333333333,0.5,"[23, 29, 147]","['Grampian-2023-2024:p0023_000', 'Grampian-2023-2024:p0029_001', 'Grampian-2023-2024:p0147_002']","['Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024']"
Q_2024_FIN_P2,FIN,2024,P2,5,number,,,[29],hit,0,0.0,[],1.0,0.25,0.5,1.0,0.2,0.5,"[23, 29, 147, 34]","['Grampian-2023-2024:p0023_000', 'Grampian-2023-2024:p0029_001', 'Grampian-2023-2024:p0147_002', 'Grampian-2023-2024:p0147_001', 'Grampian-2023-2024:p0034_001']","['Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024']"
Q_2024_FIN_P2,FIN,2024,P2,10,number,,,[29],hit,0,0.0,[],1.0,0.125,0.5,1.0,0.1,0.5,"[23, 29, 147, 34, 8, 31, 46, 22]","['Grampian-2023-2024:p0023_000', 'Grampian-2023-2024:p0029_001', 'Grampian-2023-2024:p0147_002', 'Grampian-2023-2024:p0147_001', 'Grampian-2023-2024:p0034_001']","['Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024']"
Q_2024_SAV_01,SAV,2024,1,1,number,,,[29],missed_top_ranked,0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,[28],['Grampian-2023-2024:p0028_001'],['Grampian-2023-2024']
Q_2024_SAV_01,SAV,2024,1,3,number,,,[29],missed_top_ranked,0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,"[28, 4]","['Grampian-2023-2024:p0028_001', 'Grampian-2023-2024:p0028_000', 'Grampian-2023-2024:p0004_000']","['Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024']"
Q_2024_SAV_01,SAV,2024,1,5,number,,,[29],missed_top_ranked,0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,"[28, 4, 43, 11]","['Grampian-2023-2024:p0028_001', 'Grampian-2023-2024:p0028_000', 'Grampian-2023-2024:p0004_000', 'Grampian-2023-2024:p0043_000', 'Grampian-2023-2024:p0011_000']","['Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024']"
Q_2024_SAV_01,SAV,2024,1,10,number,,,[29],hit,0,0.0,[],1.0,0.1111111111111111,0.1111111111111111,1.0,0.1,0.1,"[28, 4, 43, 11, 34, 85, 33, 87, 29]","['Grampian-2023-2024:p0028_001', 'Grampian-2023-2024:p0028_000', 'Grampian-2023-2024:p0004_000', 'Grampian-2023-2024:p0043_000', 'Grampian-2023-2024:p0011_000']","['Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024']"
Q_2024_SAV_02,SAV,2024,2,1,number,,,[29],hit,0,0.0,[],1.0,1.0,1.0,1.0,1.0,1.0,[29],['Grampian-2023-2024:p0029_000'],['Grampian-2023-2024']
Q_2024_SAV_02,SAV,2024,2,3,number,,,[29],hit,0,0.0,[],1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,"[29, 28, 4]","['Grampian-2023-2024:p0029_000', 'Grampian-2023-2024:p0028_001', 'Grampian-2023-2024:p0004_000']","['Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024']"
Q_2024_SAV_02,SAV,2024,2,5,number,,,[29],hit,0,0.0,[],1.0,0.25,1.0,1.0,0.2,1.0,"[29, 28, 4, 27]","['Grampian-2023-2024:p0029_000', 'Grampian-2023-2024:p0028_001', 'Grampian-2023-2024:p0004_000', 'Grampian-2023-2024:p0027_000', 'Grampian-2023-2024:p0028_000']","['Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024']"
Q_2024_SAV_02,SAV,2024,2,10,number,,,[29],hit,0,0.0,[],1.0,0.125,1.0,1.0,0.1,1.0,"[29, 28, 4, 27, 8, 66, 112, 131]","['Grampian-2023-2024:p0029_000', 'Grampian-2023-2024:p0028_001', 'Grampian-2023-2024:p0004_000', 'Grampian-2023-2024:p0027_000', 'Grampian-2023-2024:p0028_000']","['Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024']"
Q_2024_SAV_03,SAV,2024,3,1,number,,,[29],hit,0,0.0,[],1.0,1.0,1.0,1.0,1.0,1.0,[29],['Grampian-2023-2024:p0029_000'],['Grampian-2023-2024']
Q_2024_SAV_03,SAV,2024,3,3,number,,,[29],hit,0,0.0,[],1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,"[29, 28, 4]","['Grampian-2023-2024:p0029_000', 'Grampian-2023-2024:p0028_001', 'Grampian-2023-2024:p0004_000']","['Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024']"
Q_2024_SAV_03,SAV,2024,3,5,number,,,[29],hit,0,0.0,[],1.0,0.25,1.0,1.0,0.2,1.0,"[29, 28, 4, 27]","['Grampian-2023-2024:p0029_000', 'Grampian-2023-2024:p0028_001', 'Grampian-2023-2024:p0004_000', 'Grampian-2023-2024:p0028_000', 'Grampian-2023-2024:p0027_000']","['Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024']"
Q_2024_SAV_03,SAV,2024,3,10,number,,,[29],hit,0,0.0,[],1.0,0.125,1.0,1.0,0.1,1.0,"[29, 28, 4, 27, 69, 8, 131, 66]","['Grampian-2023-2024:p0029_000', 'Grampian-2023-2024:p0028_001', 'Grampian-2023-2024:p0004_000', 'Grampian-2023-2024:p0028_000', 'Grampian-2023-2024:p0027_000']","['Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024']"
Q_2024_SAV_P1,SAV,2024,P1,1,number,,,[29],missed_top_ranked,0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,[28],['Grampian-2023-2024:p0028_001'],['Grampian-2023-2024']
Q_2024_SAV_P1,SAV,2024,P1,3,number,,,[29],missed_top_ranked,0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,"[28, 4]","['Grampian-2023-2024:p0028_001', 'Grampian-2023-2024:p0004_001', 'Grampian-2023-2024:p0028_000']","['Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024']"
Q_2024_SAV_P1,SAV,2024,P1,5,number,,,[29],missed_top_ranked,0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,"[28, 4, 66, 147]","['Grampian-2023-2024:p0028_001', 'Grampian-2023-2024:p0004_001', 'Grampian-2023-2024:p0028_000', 'Grampian-2023-2024:p0066_000', 'Grampian-2023-2024:p0147_002']","['Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024']"
Q_2024_SAV_P1,SAV,2024,P1,10,number,,,[29],hit,0,0.0,[],1.0,0.1111111111111111,0.1111111111111111,1.0,0.1,0.1,"[28, 4, 66, 147, 27, 14, 31, 34, 29]","['Grampian-2023-2024:p0028_001', 'Grampian-2023-2024:p0004_001', 'Grampian-2023-2024:p0028_000', 'Grampian-2023-2024:p0066_000', 'Grampian-2023-2024:p0147_002']","['Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024']"
Q_2024_IJB_01,IJB,2024,1,1,number,,,[24],hit,0,0.0,[],1.0,1.0,1.0,1.0,1.0,1.0,[24],['Grampian-2023-2024:p0024_001'],['Grampian-2023-2024']
Q_2024_IJB_01,IJB,2024,1,3,number,,,[24],hit,0,0.0,[],1.0,0.5,1.0,1.0,0.6666666666666666,1.0,"[24, 25]","['Grampian-2023-2024:p0024_001', 'Grampian-2023-2024:p0024_002', 'Grampian-2023-2024:p0025_000']","['Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024']"
Q_2024_IJB_01,IJB,2024,1,5,number,,,[24],hit,0,0.0,[],1.0,0.25,1.0,1.0,0.4,1.0,"[24, 25, 154, 22]","['Grampian-2023-2024:p0024_001', 'Grampian-2023-2024:p0024_002', 'Grampian-2023-2024:p0025_000', 'Grampian-2023-2024:p0154_000', 'Grampian-2023-2024:p0022_001']","['Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024']"
Q_2024_IJB_01,IJB,2024,1,10,number,,,[24],hit,0,0.0,[],1.0,0.1111111111111111,1.0,1.0,0.2,1.0,"[24, 25, 154, 22, 157, 70, 30, 97, 47]","['Grampian-2023-2024:p0024_001', 'Grampian-2023-2024:p0024_002', 'Grampian-2023-2024:p0025_000', 'Grampian-2023-2024:p0154_000', 'Grampian-2023-2024:p0022_001']","['Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024']"
Q_2024_IJB_02,IJB,2024,2,1,number,,,[24],hit,0,0.0,[],1.0,1.0,1.0,1.0,1.0,1.0,[24],['Grampian-2023-2024:p0024_001'],['Grampian-2023-2024']
Q_2024_IJB_02,IJB,2024,2,3,number,,,[24],hit,0,0.0,[],1.0,0.5,1.0,1.0,0.6666666666666666,1.0,"[24, 30]","['Grampian-2023-2024:p0024_001', 'Grampian-2023-2024:p0024_002', 'Grampian-2023-2024:p0030_000']","['Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024']"
Q_2024_IJB_02,IJB,2024,2,5,number,,,[24],hit,0,0.0,[],1.0,0.5,1.0,1.0,0.6,1.0,"[24, 30]","['Grampian-2023-2024:p0024_001', 'Grampian-2023-2024:p0024_002', 'Grampian-2023-2024:p0030_000', 'Grampian-2023-2024:p0024_000', 'Grampian-2023-2024:p0030_001']","['Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024']"
Q_2024_IJB_02,IJB,2024,2,10,number,,,[24],hit,0,0.0,[],1.0,0.14285714285714285,1.0,1.0,0.3,1.0,"[24, 30, 25, 154, 97, 22, 157]","['Grampian-2023-2024:p0024_001', 'Grampian-2023-2024:p0024_002', 'Grampian-2023-2024:p0030_000', 'Grampian-2023-2024:p0024_000', 'Grampian-2023-2024:p0030_001']","['Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024']"
Q_2024_IJB_03,IJB,2024,3,1,number,,,[24],hit,0,0.0,[],1.0,1.0,1.0,1.0,1.0,1.0,[24],['Grampian-2023-2024:p0024_002'],['Grampian-2023-2024']
Q_2024_IJB_03,IJB,2024,3,3,number,,,[24],hit,0,0.0,[],1.0,0.5,1.0,1.0,0.6666666666666666,1.0,"[24, 25]","['Grampian-2023-2024:p0024_002', 'Grampian-2023-2024:p0024_001', 'Grampian-2023-2024:p0025_000']","['Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024']"
Q_2024_IJB_03,IJB,2024,3,5,number,,,[24],hit,0,0.0,[],1.0,0.25,1.0,1.0,0.4,1.0,"[24, 25, 70, 22]","['Grampian-2023-2024:p0024_002', 'Grampian-2023-2024:p0024_001', 'Grampian-2023-2024:p0025_000', 'Grampian-2023-2024:p0070_000', 'Grampian-2023-2024:p0022_001']","['Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024']"
Q_2024_IJB_03,IJB,2024,3,10,number,,,[24],hit,0,0.0,[],1.0,0.125,1.0,1.0,0.3,1.0,"[24, 25, 70, 22, 154, 27, 147, 30]","['Grampian-2023-2024:p0024_002', 'Grampian-2023-2024:p0024_001', 'Grampian-2023-2024:p0025_000', 'Grampian-2023-2024:p0070_000', 'Grampian-2023-2024:p0022_001']","['Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024']"
Q_2024_IJB_04,IJB,2024,4,1,number,,,[25],hit,0,0.0,[],1.0,1.0,1.0,1.0,1.0,1.0,[25],['Grampian-2023-2024:p0025_000'],['Grampian-2023-2024']
Q_2024_IJB_04,IJB,2024,4,3,number,,,[25],hit,0,0.0,[],1.0,0.5,1.0,1.0,0.3333333333333333,1.0,"[25, 24]","['Grampian-2023-2024:p0025_000', 'Grampian-2023-2024:p0024_001', 'Grampian-2023-2024:p0024_002']","['Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024']"
Q_2024_IJB_04,IJB,2024,4,5,number,,,[25],hit,0,0.0,[],1.0,0.3333333333333333,1.0,1.0,0.2,1.0,"[25, 24, 70]","['Grampian-2023-2024:p0025_000', 'Grampian-2023-2024:p0024_001', 'Grampian-2023-2024:p0024_002', 'Grampian-2023-2024:p0070_000', 'Grampian-2023-2024:p0024_000']","['Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024']"
Q_2024_IJB_04,IJB,2024,4,10,number,,,[25],hit,0,0.0,[],1.0,0.125,1.0,1.0,0.1,1.0,"[25, 24, 70, 22, 27, 154, 147, 30]","['Grampian-2023-2024:p0025_000', 'Grampian-2023-2024:p0024_001', 'Grampian-2023-2024:p0024_002', 'Grampian-2023-2024:p0070_000', 'Grampian-2023-2024:p0024_000']","['Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024']"
Q_2024_IJB_P1,IJB,2024,P1,1,number,,,[24],missed_top_ranked,0,0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,[154],['Grampian-2023-2024:p0154_000'],['Grampian-2023-2024']
Q_2024_IJB_P1,IJB,2024,P1,3,number,,,[24],hit,0,0.0,[],1.0,0.5,0.5,1.0,0.6666666666666666,0.5,"[154, 24]","['Grampian-2023-2024:p0154_000', 'Grampian-2023-2024:p0024_001', 'Grampian-2023-2024:p0024_002']","['Grampian-2023-2024', 'Grampian-2023-2024', 'Grampian-2023-2024']"
