query_id,k,answer_type,num_variants,expected_pages,recall_at_k,precision_at_k,mrr_at_k,top_pages
Q_2022_IJB_03,5,number,2,[20],1.0,0.3333333333333333,1.0,"[20, 140, 19]"
Q_2022_IJB_03,10,number,2,[20],1.0,0.14285714285714285,1.0,"[20, 140, 19, 22, 97, 146, 40]"
Q_2022_IJB_04,1,number,2,[20],1.0,1.0,1.0,[20]
Q_2022_IJB_04,3,number,2,[20],1.0,0.5,1.0,"[20, 19]"
Q_2022_IJB_04,5,number,2,[20],1.0,0.25,1.0,"[20, 19, 24, 140]"
Q_2022_IJB_04,10,number,2,[20],1.0,0.14285714285714285,1.0,"[20, 19, 24, 140, 146, 97, 40]"
Q_2022_IJB_05,1,number,2,[20],1.0,1.0,1.0,[20]
Q_2022_IJB_05,3,number,2,[20],1.0,0.5,1.0,"[20, 22]"
Q_2022_IJB_05,5,number,2,[20],1.0,0.3333333333333333,1.0,"[20, 22, 19]"
Q_2022_IJB_05,10,number,2,[20],1.0,0.125,1.0,"[20, 22, 19, 24, 23, 6, 122, 97]"
Q_2022_IJB_06,1,number,2,[20],1.0,1.0,1.0,[20]
Q_2022_IJB_06,3,number,2,[20],1.0,0.5,1.0,"[20, 24]"
Q_2022_IJB_06,5,number,2,[20],1.0,0.25,1.0,"[20, 24, 19, 140]"
Q_2022_IJB_06,10,number,2,[20],1.0,0.125,1.0,"[20, 24, 19, 140, 6, 97, 146, 22]"
Q_2022_IJB_P1,1,text,2,[19],1.0,1.0,1.0,[19]
Q_2022_IJB_P1,3,text,2,[19],1.0,0.5,1.0,"[19, 20]"
Q_2022_IJB_P1,5,text,2,[19],1.0,0.3333333333333333,1.0,"[19, 20, 24]"
Q_2022_IJB_P1,10,text,2,[19],1.0,0.14285714285714285,1.0,"[19, 20, 24, 22, 140, 146, 97]"
Q_2022_AE_01,1,number,1,[12],1.0,1.0,1.0,[12]
Q_2022_AE_01,3,number,1,[12],1.0,0.5,1.0,"[12, 15]"
Q_2022_AE_01,5,number,1,[12],1.0,0.25,1.0,"[12, 15, 31, 38]"
Q_2022_AE_01,10,number,1,[12],1.0,0.125,1.0,"[12, 15, 31, 38, 74, 46, 34, 37]"
Q_2022_AE_02,1,number,1,[12],1.0,1.0,1.0,[12]
Q_2022_AE_02,3,number,1,[12],1.0,0.5,1.0,"[12, 33]"
Q_2022_AE_02,5,number,1,[12],1.0,0.25,1.0,"[12, 33, 15, 31]"
Q_2022_AE_02,10,number,1,[12],1.0,0.1111111111111111,1.0,"[12, 33, 15, 31, 35, 34, 32, 39, 14]"
Q_2022_AE_03,1,number,1,[12],1.0,1.0,1.0,[12]
Q_2022_AE_03,3,number,1,[12],1.0,0.5,1.0,"[12, 33]"
Q_2022_AE_03,5,number,1,[12],1.0,0.25,1.0,"[12, 33, 35, 13]"
Q_2022_AE_03,10,number,1,[12],1.0,0.125,1.0,"[12, 33, 35, 13, 34, 31, 15, 32]"
Q_2022_AE_04,1,number,1,[12],1.0,1.0,1.0,[12]
Q_2022_AE_04,3,number,1,[12],1.0,0.5,1.0,"[12, 33]"
Q_2022_AE_04,5,number,1,[12],1.0,0.25,1.0,"[12, 33, 13, 35]"
Q_2022_AE_04,10,number,1,[12],1.0,0.125,1.0,"[12, 33, 13, 35, 34, 31, 32, 15]"
Q_2022_AE_P1,1,number,1,[12],1.0,1.0,1.0,[12]
Q_2022_AE_P1,3,number,1,[12],1.0,0.5,1.0,"[12, 33]"
Q_2022_AE_P1,5,number,1,[12],1.0,0.25,1.0,"[12, 33, 8, 82]"
Q_2022_AE_P1,10,number,1,[12],1.0,0.1111111111111111,1.0,"[12, 33, 8, 82, 16, 17, 15, 19, 22]"
Q_2022_STR_01,1,text,1,[16],0.0,0.0,0.0,[142]
Q_2022_STR_01,3,text,1,[16],0.0,0.0,0.0,"[142, 15, 40]"
Q_2022_STR_01,5,text,1,[16],0.0,0.0,0.0,"[142, 15, 40, 46, 51]"
Q_2022_STR_01,10,text,1,[16],1.0,0.1111111111111111,0.125,"[142, 15, 40, 46, 51, 135, 4, 16, 9]"
Q_2022_STR_02,1,text,1,[16],1.0,1.0,1.0,[16]
Q_2022_STR_02,3,text,1,[16],1.0,0.3333333333333333,1.0,"[16, 15, 57]"
Q_2022_STR_02,5,text,1,[16],1.0,0.25,1.0,"[16, 15, 57, 9]"
Q_2022_STR_02,10,text,1,[16],1.0,0.125,1.0,"[16, 15, 57, 9, 46, 6, 58, 7]"
Q_2022_STR_P1,1,text,1,[16],0.0,0.0,0.0,[15]
Q_2022_STR_P1,3,text,1,[16],1.0,0.3333333333333333,0.5,"[15, 16, 142]"
Q_2022_STR_P1,5,text,1,[16],1.0,0.2,0.5,"[15, 16, 142, 57, 46]"
Q_2022_STR_P1,10,text,1,[16],1.0,0.125,0.5,"[15, 16, 142, 57, 46, 7, 135, 9]"
Q_2022_GOV_01,1,text,1,[21],1.0,1.0,1.0,[21]
Q_2022_GOV_01,3,text,1,[21],1.0,0.5,1.0,"[21, 22]"
Q_2022_GOV_01,5,text,1,[21],1.0,0.25,1.0,"[21, 22, 81, 135]"
Q_2022_GOV_01,10,text,1,[21],1.0,0.125,1.0,"[21, 22, 81, 135, 25, 139, 144, 143]"
Q_2022_GOV_02,1,number,1,[21],1.0,1.0,1.0,[21]
Q_2022_GOV_02,3,number,1,[21],1.0,0.5,1.0,"[21, 17]"
Q_2022_GOV_02,5,number,1,[21],1.0,0.3333333333333333,1.0,"[21, 17, 22]"
Q_2022_GOV_02,10,number,1,[21],1.0,0.125,1.0,"[21, 17, 22, 113, 24, 20, 18, 135]"
Q_2022_CAP_01,1,number,1,[25],0.0,0.0,0.0,[21]
Q_2022_CAP_01,3,number,1,[25],1.0,0.3333333333333333,0.5,"[21, 25, 81]"
Q_2022_CAP_01,5,number,1,[25],1.0,0.2,0.5,"[21, 25, 81, 135, 22]"
Q_2022_CAP_01,10,number,1,[25],1.0,0.1,0.5,"[21, 25, 81, 135, 22, 139, 82, 18, 15, 140]"
Q_2022_CAP_02,1,number,1,[25],1.0,1.0,1.0,[25]
Q_2022_CAP_02,3,number,1,[25],1.0,0.3333333333333333,1.0,"[25, 32, 82]"
Q_2022_CAP_02,5,number,1,[25],1.0,0.25,1.0,"[25, 32, 82, 132]"
Q_2022_CAP_02,10,number,1,[25],1.0,0.14285714285714285,1.0,"[25, 32, 82, 132, 18, 22, 26]"
Q_2022_CAP_03,1,number,1,[25],0.0,0.0,0.0,[22]
Q_2022_CAP_03,3,number,1,[25],0.0,0.0,0.0,"[22, 82, 81]"
Q_2022_CAP_03,5,number,1,[25],0.0,0.0,0.0,"[22, 82, 81, 24]"
Q_2022_CAP_03,10,number,1,[25],1.0,0.125,0.2,"[22, 82, 81, 24, 25, 21, 61, 43]"
Q_2022_COV_01,1,number,1,[22],0.0,0.0,0.0,[21]
Q_2022_COV_01,3,number,1,[22],1.0,0.3333333333333333,0.5,"[21, 22, 18]"
Q_2022_COV_01,5,number,1,[22],1.0,0.25,0.5,"[21, 22, 18, 25]"
Q_2022_COV_01,10,number,1,[22],1.0,0.14285714285714285,0.5,"[21, 22, 18, 25, 26, 23, 27]"
Q_2022_GOPES_01,1,text,1,[54],0.0,0.0,0.0,[37]
Q_2022_GOPES_01,3,text,1,[54],0.0,0.0,0.0,"[37, 60, 38]"
Q_2022_GOPES_01,5,text,1,[54],1.0,0.25,0.25,"[37, 60, 38, 54]"
Q_2022_GOPES_01,10,text,1,[54],1.0,0.16666666666666666,0.25,"[37, 60, 38, 54, 56, 57]"
Q_2022_FIN_08,1,number,3,[23],0.0,0.0,0.0,[135]
Q_2022_FIN_08,3,number,3,[23],1.0,0.3333333333333333,0.5,"[135, 23, 72]"
Q_2022_FIN_08,5,number,3,[23],1.0,0.2,0.5,"[135, 23, 72, 22, 71]"
Q_2022_FIN_08,10,number,3,[23],1.0,0.125,0.5,"[135, 23, 72, 22, 71, 78, 73, 82]"
Q_2022_FIN_P2,1,text,3,[23],1.0,1.0,1.0,[23]
Q_2022_FIN_P2,3,text,3,[23],1.0,0.3333333333333333,1.0,"[23, 135, 22]"
Q_2022_FIN_P2,5,text,3,[23],1.0,0.2,1.0,"[23, 135, 22, 78, 71]"
Q_2022_FIN_P2,10,text,3,[23],1.0,0.1111111111111111,1.0,"[23, 135, 22, 78, 71, 72, 81, 73, 76]"
Q_2022_IJB_P2,1,number,2,[23],0.0,0.0,0.0,[24]
Q_2022_IJB_P2,3,number,2,[23],0.0,0.0,0.0,"[24, 22, 19]"
Q_2022_IJB_P2,5,number,2,[23],0.0,0.0,0.0,"[24, 22, 19, 20, 140]"
Q_2022_IJB_P2,10,number,2,[23],1.0,0.16666666666666666,0.16666666666666666,"[24, 22, 19, 20, 140, 23]"
Q_2022_STR_03,1,number,1,[16],0.0,0.0,0.0,[90]
Q_2022_STR_03,3,number,1,[16],1.0,0.3333333333333333,0.3333333333333333,"[90, 91, 16]"
Q_2022_STR_03,5,number,1,[16],1.0,0.2,0.3333333333333333,"[90, 91, 16, 29, 117]"
Q_2022_STR_03,10,number,1,[16],1.0,0.1,0.3333333333333333,"[90, 91, 16, 29, 117, 88, 19, 89, 32, 112]"
Q_2022_AE_P2,1,number,1,[12],1.0,1.0,1.0,[12]
Q_2022_AE_P2,3,number,1,[12],1.0,0.5,1.0,"[12, 39]"
Q_2022_AE_P2,5,number,1,[12],1.0,0.25,1.0,"[12, 39, 21, 19]"
Q_2022_AE_P2,10,number,1,[12],1.0,0.14285714285714285,1.0,"[12, 39, 21, 19, 70, 16, 27]"
Q_2022_GOV_P1,1,text,1,[31],0.0,0.0,0.0,[15]
Q_2022_GOV_P1,3,text,1,[31],0.0,0.0,0.0,"[15, 7, 12]"
Q_2022_GOV_P1,5,text,1,[31],1.0,0.25,0.25,"[15, 7, 12, 31]"
Q_2022_GOV_P1,10,text,1,[31],1.0,0.125,0.25,"[15, 7, 12, 31, 8, 52, 9, 5]"
Q_2022_CAP_P1,1,number,1,[25],1.0,1.0,1.0,[25]
Q_2022_CAP_P1,3,number,1,[25],1.0,0.5,1.0,"[25, 17]"
Q_2022_CAP_P1,5,number,1,[25],1.0,0.25,1.0,"[25, 17, 114, 22]"
Q_2022_CAP_P1,10,number,1,[25],1.0,0.125,1.0,"[25, 17, 114, 22, 140, 21, 98, 64]"
Q_2022_FIN_09,1,number,1,[23],0.0,0.0,0.0,[17]
Q_2022_FIN_09,3,number,1,[23],1.0,0.3333333333333333,0.3333333333333333,"[17, 18, 23]"
Q_2022_FIN_09,5,number,1,[23],1.0,0.25,0.3333333333333333,"[17, 18, 23, 8]"
Q_2022_FIN_09,10,number,1,[23],1.0,0.125,0.3333333333333333,"[17, 18, 23, 8, 20, 15, 22, 16]"
Q_2022_SAV_P2,1,text,1,[22],1.0,1.0,1.0,[22]
Q_2022_SAV_P2,3,text,1,[22],1.0,0.5,1.0,"[22, 71]"
Q_2022_SAV_P2,5,text,1,[22],1.0,0.5,1.0,"[22, 71]"
Q_2022_SAV_P2,10,text,1,[22],1.0,0.16666666666666666,1.0,"[22, 71, 19, 24, 8, 21]"
Q_2022_STR_04,1,number,1,[15],1.0,1.0,1.0,[15]
Q_2022_STR_04,3,number,1,[15],1.0,0.3333333333333333,1.0,"[15, 46, 16]"
Q_2022_STR_04,5,number,1,[15],1.0,0.3333333333333333,1.0,"[15, 46, 16]"
Q_2022_STR_04,10,number,1,[15],1.0,0.125,1.0,"[15, 46, 16, 6, 4, 57, 28, 49]"
Q_2022_IJB_07,1,number,2,[19],1.0,1.0,1.0,[19]
Q_2022_IJB_07,3,number,2,[19],1.0,0.5,1.0,"[19, 20]"
Q_2022_IJB_07,5,number,2,[19],1.0,0.25,1.0,"[19, 20, 140, 97]"
Q_2022_IJB_07,10,number,2,[19],1.0,0.16666666666666666,1.0,"[19, 20, 140, 97, 146, 24]"
Q_2022_GOV_03,1,number,1,[17],1.0,1.0,1.0,[17]
Q_2022_GOV_03,3,number,1,[17],1.0,0.5,1.0,"[17, 140]"
Q_2022_GOV_03,5,number,1,[17],1.0,0.25,1.0,"[17, 140, 104, 40]"
Q_2022_GOV_03,10,number,1,[17],1.0,0.125,1.0,"[17, 140, 104, 40, 81, 25, 41, 146]"
Q_2022_STR_P2,1,text,1,[12],0.0,0.0,0.0,[15]
Q_2022_STR_P2,3,text,1,[12],0.0,0.0,0.0,"[15, 4, 46]"
Q_2022_STR_P2,5,text,1,[12],0.0,0.0,0.0,"[15, 4, 46, 74, 16]"
Q_2022_STR_P2,10,text,1,[12],0.0,0.0,0.0,"[15, 4, 46, 74, 16, 57, 6, 28, 54]"
Q_2022_FIN_12_P1,1,number,1,[24],0.0,0.0,0.0,[21]
Q_2022_FIN_12_P1,3,number,1,[24],0.0,0.0,0.0,"[21, 135, 17]"
Q_2022_FIN_12_P1,5,number,1,[24],0.0,0.0,0.0,"[21, 135, 17, 81, 18]"
Q_2022_FIN_12_P1,10,number,1,[24],0.0,0.0,0.0,"[21, 135, 17, 81, 18, 140, 25, 22]"
Q_2022_GOV_05,1,number,1,[25],0.0,0.0,0.0,[27]
Q_2022_GOV_05,3,number,1,[25],0.0,0.0,0.0,"[27, 21]"
Q_2022_GOV_05,5,number,1,[25],0.0,0.0,0.0,"[27, 21, 81]"
Q_2022_GOV_05,10,number,1,[25],0.0,0.0,0.0,"[27, 21, 81, 135, 82, 139, 140]"
