max_context_chunks,max_context_chars,doc_id,query_id,difficulty,answer_type,generation_status,generation_model,latency_ms,context_chunks_used,context_chars_used,context_truncated,citations_valid,answer_correct,answer_status,generated_answer_empty
3,9000,Grampian-2023-2024,Q_2024_AE_04,MOD,number,insufficient_evidence,qwen2.5:7b-instruct,2879.987,3,3314,True,0,False,incorrect,True
3,9000,Grampian-2023-2024,Q_2024_IJB_08,STR,number,insufficient_evidence,qwen2.5:7b-instruct,1540.633,3,1400,True,0,False,incorrect,True
3,9000,Grampian-2024-2025,Q_2025_FIN_07,LEX,number,insufficient_evidence,qwen2.5:7b-instruct,2312.404,3,3410,True,0,False,incorrect,True
3,9000,Grampian-2024-2025,Q_2025_SAV_P1,MOD,text,ok,qwen2.5:7b-instruct,4566.175,3,3853,True,1,False,partial,False
3,9000,Grampian-2024-2025,Q_2025_FIN_01,STR,number,insufficient_evidence,qwen2.5:7b-instruct,2538.743,3,3423,True,0,False,incorrect,True
3,12000,Grampian-2020-2021,Q_2021_STR_04,LEX,text,ok,qwen2.5:7b-instruct,3571.335,3,3437,True,1,True,correct,False
3,12000,Grampian-2020-2021,Q_2021_FIN_02,MOD,number,insufficient_evidence,qwen2.5:7b-instruct,3355.847,3,4358,True,0,False,incorrect,True
3,12000,Grampian-2020-2021,Q_2021_FIN_P2,STR,text,ok,qwen2.5:7b-instruct,4635.4,3,4290,True,1,False,partial,False
3,12000,Grampian-2021-2022,Q_2022_FIN_04,LEX,number,ok,qwen2.5:7b-instruct,4615.941,3,4298,True,1,True,correct,False
3,12000,Grampian-2021-2022,Q_2022_SAV_03,MOD,number,ok,qwen2.5:7b-instruct,4082.388,3,4283,True,1,True,correct,False
3,12000,Grampian-2021-2022,Q_2022_IJB_01,STR,number,insufficient_evidence,qwen2.5:7b-instruct,2131.776,3,3183,True,0,False,incorrect,True
3,12000,Grampian-2022-2023,Q_2023_DEL_02,LEX,number,ok,qwen2.5:7b-instruct,3484.402,3,2890,True,1,True,correct,False
3,12000,Grampian-2022-2023,Q_2023_DEL_01,MOD,number,ok,qwen2.5:7b-instruct,2789.829,3,2756,True,1,False,partial,False
3,12000,Grampian-2022-2023,Q_2023_PLAN_02,STR,text,insufficient_evidence,qwen2.5:7b-instruct,2374.408,3,3584,True,0,False,incorrect,True
3,12000,Grampian-2023-2024,Q_2024_SAV_01,LEX,number,ok,qwen2.5:7b-instruct,3840.815,3,4202,True,1,True,correct,False
3,12000,Grampian-2023-2024,Q_2024_AE_04,MOD,number,insufficient_evidence,qwen2.5:7b-instruct,2844.988,3,3314,True,0,False,incorrect,True
3,12000,Grampian-2023-2024,Q_2024_IJB_08,STR,number,insufficient_evidence,qwen2.5:7b-instruct,1515.599,3,1400,True,0,False,incorrect,True
3,12000,Grampian-2024-2025,Q_2025_FIN_07,LEX,number,insufficient_evidence,qwen2.5:7b-instruct,2288.432,3,3410,True,0,False,incorrect,True
3,12000,Grampian-2024-2025,Q_2025_SAV_P1,MOD,text,ok,qwen2.5:7b-instruct,4530.995,3,3853,True,1,False,partial,False
3,12000,Grampian-2024-2025,Q_2025_FIN_01,STR,number,insufficient_evidence,qwen2.5:7b-instruct,2488.987,3,3423,True,0,False,incorrect,True
5,6000,Grampian-2020-2021,Q_2021_STR_04,LEX,text,ok,qwen2.5:7b-instruct,4795.448,5,5633,False,1,True,correct,False
5,6000,Grampian-2020-2021,Q_2021_FIN_02,MOD,number,insufficient_evidence,qwen2.5:7b-instruct,4042.426,4,5688,True,0,False,incorrect,True
5,6000,Grampian-2020-2021,Q_2021_FIN_P2,STR,text,insufficient_evidence,qwen2.5:7b-instruct,3757.3,4,5695,True,0,False,incorrect,True
5,6000,Grampian-2021-2022,Q_2022_FIN_04,LEX,number,ok,qwen2.5:7b-instruct,4783.092,4,5657,True,1,False,partial,False
5,6000,Grampian-2021-2022,Q_2022_SAV_03,MOD,number,ok,qwen2.5:7b-instruct,5262.977,4,5678,True,1,True,correct,False
5,6000,Grampian-2021-2022,Q_2022_IJB_01,STR,number,insufficient_evidence,qwen2.5:7b-instruct,2580.193,4,3815,True,0,False,incorrect,True
5,6000,Grampian-2022-2023,Q_2023_DEL_02,LEX,number,ok,qwen2.5:7b-instruct,4473.878,5,5099,False,1,True,correct,False
5,6000,Grampian-2022-2023,Q_2023_DEL_01,MOD,number,ok,qwen2.5:7b-instruct,4211.057,5,5082,False,1,False,partial,False
5,6000,Grampian-2022-2023,Q_2023_PLAN_02,STR,text,insufficient_evidence,qwen2.5:7b-instruct,2974.922,4,4883,True,0,False,incorrect,True
5,6000,Grampian-2023-2024,Q_2024_SAV_01,LEX,number,ok,qwen2.5:7b-instruct,5150.506,4,5741,True,1,True,correct,False
5,6000,Grampian-2023-2024,Q_2024_AE_04,MOD,number,insufficient_evidence,qwen2.5:7b-instruct,4235.463,5,5379,False,0,False,incorrect,True
5,6000,Grampian-2023-2024,Q_2024_IJB_08,STR,number,ok,qwen2.5:7b-instruct,5960.116,5,3916,False,1,True,correct,False
5,6000,Grampian-2024-2025,Q_2025_FIN_07,LEX,number,insufficient_evidence,qwen2.5:7b-instruct,3210.082,4,4735,True,0,False,incorrect,True
5,6000,Grampian-2024-2025,Q_2025_SAV_P1,MOD,text,ok,qwen2.5:7b-instruct,5218.858,4,5295,True,1,False,partial,False
5,6000,Grampian-2024-2025,Q_2025_FIN_01,STR,number,insufficient_evidence,qwen2.5:7b-instruct,3238.168,4,4859,True,0,False,incorrect,True
5,9000,Grampian-2020-2021,Q_2021_STR_04,LEX,text,ok,qwen2.5:7b-instruct,4797.833,5,5633,False,1,True,correct,False
5,9000,Grampian-2020-2021,Q_2021_FIN_02,MOD,number,insufficient_evidence,qwen2.5:7b-instruct,4809.777,5,7107,False,0,False,incorrect,True
5,9000,Grampian-2020-2021,Q_2021_FIN_P2,STR,text,ok,qwen2.5:7b-instruct,6153.64,5,7094,False,1,False,partial,False
5,9000,Grampian-2021-2022,Q_2022_FIN_04,LEX,number,ok,qwen2.5:7b-instruct,6167.408,5,6531,False,1,True,correct,False
5,9000,Grampian-2021-2022,Q_2022_SAV_03,MOD,number,ok,qwen2.5:7b-instruct,6497.068,5,6957,False,1,True,correct,False
5,9000,Grampian-2021-2022,Q_2022_IJB_01,STR,number,insufficient_evidence,qwen2.5:7b-instruct,5395.363,5,6070,False,0,False,incorrect,True
5,9000,Grampian-2022-2023,Q_2023_DEL_02,LEX,number,ok,qwen2.5:7b-instruct,4650.597,5,5099,False,1,True,correct,False
5,9000,Grampian-2022-2023,Q_2023_DEL_01,MOD,number,ok,qwen2.5:7b-instruct,4388.56,5,5082,False,1,False,partial,False
5,9000,Grampian-2022-2023,Q_2023_PLAN_02,STR,text,insufficient_evidence,qwen2.5:7b-instruct,4150.579,5,6350,False,0,False,incorrect,True
5,9000,Grampian-2023-2024,Q_2024_SAV_01,LEX,number,ok,qwen2.5:7b-instruct,6056.28,5,7128,False,1,True,correct,False
5,9000,Grampian-2023-2024,Q_2024_AE_04,MOD,number,insufficient_evidence,qwen2.5:7b-instruct,4738.07,5,5379,False,0,False,incorrect,True
5,9000,Grampian-2023-2024,Q_2024_IJB_08,STR,number,ok,qwen2.5:7b-instruct,6484.759,5,3916,False,1,True,correct,False
5,9000,Grampian-2024-2025,Q_2025_FIN_07,LEX,number,insufficient_evidence,qwen2.5:7b-instruct,4560.449,5,6150,False,0,False,incorrect,True
5,9000,Grampian-2024-2025,Q_2025_SAV_P1,MOD,text,ok,qwen2.5:7b-instruct,6868.111,5,6770,False,1,False,partial,False
5,9000,Grampian-2024-2025,Q_2025_FIN_01,STR,number,insufficient_evidence,qwen2.5:7b-instruct,4602.588,5,6274,False,0,False,incorrect,True
5,12000,Grampian-2020-2021,Q_2021_STR_04,LEX,text,ok,qwen2.5:7b-instruct,5550.315,5,5633,False,1,True,correct,False
5,12000,Grampian-2020-2021,Q_2021_FIN_02,MOD,number,insufficient_evidence,qwen2.5:7b-instruct,5558.011,5,7107,False,0,False,incorrect,True
5,12000,Grampian-2020-2021,Q_2021_FIN_P2,STR,text,ok,qwen2.5:7b-instruct,6780.013,5,7094,False,1,False,partial,False
5,12000,Grampian-2021-2022,Q_2022_FIN_04,LEX,number,ok,qwen2.5:7b-instruct,6369.638,5,6531,False,1,True,correct,False
5,12000,Grampian-2021-2022,Q_2022_SAV_03,MOD,number,ok,qwen2.5:7b-instruct,7289.352,5,6957,False,1,True,correct,False
5,12000,Grampian-2021-2022,Q_2022_IJB_01,STR,number,insufficient_evidence,qwen2.5:7b-instruct,5882.339,5,6070,False,0,False,incorrect,True
5,12000,Grampian-2022-2023,Q_2023_DEL_02,LEX,number,ok,qwen2.5:7b-instruct,5178.047,5,5099,False,1,True,correct,False
5,12000,Grampian-2022-2023,Q_2023_DEL_01,MOD,number,ok,qwen2.5:7b-instruct,4864.835,5,5082,False,1,False,partial,False
5,12000,Grampian-2022-2023,Q_2023_PLAN_02,STR,text,insufficient_evidence,qwen2.5:7b-instruct,4484.979,5,6350,False,0,False,incorrect,True
5,12000,Grampian-2023-2024,Q_2024_SAV_01,LEX,number,ok,qwen2.5:7b-instruct,6519.631,5,7128,False,1,True,correct,False
5,12000,Grampian-2023-2024,Q_2024_AE_04,MOD,number,insufficient_evidence,qwen2.5:7b-instruct,4990.077,5,5379,False,0,False,incorrect,True
5,12000,Grampian-2023-2024,Q_2024_IJB_08,STR,number,ok,qwen2.5:7b-instruct,6814.695,5,3916,False,1,True,correct,False
5,12000,Grampian-2024-2025,Q_2025_FIN_07,LEX,number,insufficient_evidence,qwen2.5:7b-instruct,4665.401,5,6150,False,0,False,incorrect,True
5,12000,Grampian-2024-2025,Q_2025_SAV_P1,MOD,text,ok,qwen2.5:7b-instruct,6976.309,5,6770,False,1,False,partial,False
5,12000,Grampian-2024-2025,Q_2025_FIN_01,STR,number,insufficient_evidence,qwen2.5:7b-instruct,4772.479,5,6274,False,0,False,incorrect,True
8,6000,Grampian-2020-2021,Q_2021_STR_04,LEX,text,ok,qwen2.5:7b-instruct,5741.22,5,5633,False,1,True,correct,False
8,6000,Grampian-2020-2021,Q_2021_FIN_02,MOD,number,insufficient_evidence,qwen2.5:7b-instruct,4902.17,4,5688,True,0,False,incorrect,True
8,6000,Grampian-2020-2021,Q_2021_FIN_P2,STR,text,ok,qwen2.5:7b-instruct,6258.547,4,5695,True,1,False,partial,False
8,6000,Grampian-2021-2022,Q_2022_FIN_04,LEX,number,ok,qwen2.5:7b-instruct,5835.554,4,5657,True,1,False,partial,False
8,6000,Grampian-2021-2022,Q_2022_SAV_03,MOD,number,ok,qwen2.5:7b-instruct,6210.982,4,5678,True,1,True,correct,False
8,6000,Grampian-2021-2022,Q_2022_IJB_01,STR,number,insufficient_evidence,qwen2.5:7b-instruct,3187.008,4,3815,True,0,False,incorrect,True
8,6000,Grampian-2022-2023,Q_2023_DEL_02,LEX,number,ok,qwen2.5:7b-instruct,5312.794,5,5099,False,1,True,correct,False
8,6000,Grampian-2022-2023,Q_2023_DEL_01,MOD,number,ok,qwen2.5:7b-instruct,5082.501,5,5082,False,1,False,partial,False
8,6000,Grampian-2022-2023,Q_2023_PLAN_02,STR,text,insufficient_evidence,qwen2.5:7b-instruct,3653.685,4,4883,True,0,False,incorrect,True
8,6000,Grampian-2023-2024,Q_2024_SAV_01,LEX,number,ok,qwen2.5:7b-instruct,6263.554,4,5741,True,1,True,correct,False
8,6000,Grampian-2023-2024,Q_2024_AE_04,MOD,number,insufficient_evidence,qwen2.5:7b-instruct,5207.697,5,5379,False,0,False,incorrect,True
8,6000,Grampian-2023-2024,Q_2024_IJB_08,STR,number,ok,qwen2.5:7b-instruct,7428.134,5,3916,False,1,True,correct,False
8,6000,Grampian-2024-2025,Q_2025_FIN_07,LEX,number,insufficient_evidence,qwen2.5:7b-instruct,3956.064,4,4735,True,0,False,incorrect,True
8,6000,Grampian-2024-2025,Q_2025_SAV_P1,MOD,text,ok,qwen2.5:7b-instruct,6361.326,4,5295,True,1,False,partial,False
8,6000,Grampian-2024-2025,Q_2025_FIN_01,STR,number,insufficient_evidence,qwen2.5:7b-instruct,3982.757,4,4859,True,0,False,incorrect,True
8,9000,Grampian-2020-2021,Q_2021_STR_04,LEX,text,ok,qwen2.5:7b-instruct,5785.947,5,5633,False,1,True,correct,False
8,9000,Grampian-2020-2021,Q_2021_FIN_02,MOD,number,insufficient_evidence,qwen2.5:7b-instruct,5954.942,5,7107,False,0,False,incorrect,True
8,9000,Grampian-2020-2021,Q_2021_FIN_P2,STR,text,ok,qwen2.5:7b-instruct,6859.657,5,7094,False,1,False,partial,False
8,9000,Grampian-2021-2022,Q_2022_FIN_04,LEX,number,ok,qwen2.5:7b-instruct,6676.505,5,6531,False,1,True,correct,False
8,9000,Grampian-2021-2022,Q_2022_SAV_03,MOD,number,ok,qwen2.5:7b-instruct,7119.008,5,6957,False,1,True,correct,False
8,9000,Grampian-2021-2022,Q_2022_IJB_01,STR,number,insufficient_evidence,qwen2.5:7b-instruct,5976.896,5,6070,False,0,False,incorrect,True
8,9000,Grampian-2022-2023,Q_2023_DEL_02,LEX,number,ok,qwen2.5:7b-instruct,5032.216,5,5099,False,1,True,correct,False
8,9000,Grampian-2022-2023,Q_2023_DEL_01,MOD,number,ok,qwen2.5:7b-instruct,4708.994,5,5082,False,1,False,partial,False
8,9000,Grampian-2022-2023,Q_2023_PLAN_02,STR,text,insufficient_evidence,qwen2.5:7b-instruct,4507.833,5,6350,False,0,False,incorrect,True
8,9000,Grampian-2023-2024,Q_2024_SAV_01,LEX,number,ok,qwen2.5:7b-instruct,6453.52,5,7128,False,1,True,correct,False
8,9000,Grampian-2023-2024,Q_2024_AE_04,MOD,number,insufficient_evidence,qwen2.5:7b-instruct,4851.169,5,5379,False,0,False,incorrect,True
8,9000,Grampian-2023-2024,Q_2024_IJB_08,STR,number,ok,qwen2.5:7b-instruct,6374.3,5,3916,False,1,True,correct,False
8,9000,Grampian-2024-2025,Q_2025_FIN_07,LEX,number,insufficient_evidence,qwen2.5:7b-instruct,4219.336,5,6150,False,0,False,incorrect,True
8,9000,Grampian-2024-2025,Q_2025_SAV_P1,MOD,text,ok,qwen2.5:7b-instruct,5910.114,5,6770,False,1,False,partial,False
8,9000,Grampian-2024-2025,Q_2025_FIN_01,STR,number,insufficient_evidence,qwen2.5:7b-instruct,4128.004,5,6274,False,0,False,incorrect,True
8,12000,Grampian-2020-2021,Q_2021_STR_04,LEX,text,ok,qwen2.5:7b-instruct,4930.582,5,5633,False,1,True,correct,False
8,12000,Grampian-2020-2021,Q_2021_FIN_02,MOD,number,insufficient_evidence,qwen2.5:7b-instruct,4949.655,5,7107,False,0,False,incorrect,True
8,12000,Grampian-2020-2021,Q_2021_FIN_P2,STR,text,ok,qwen2.5:7b-instruct,6220.311,5,7094,False,1,False,partial,False
8,12000,Grampian-2021-2022,Q_2022_FIN_04,LEX,number,ok,qwen2.5:7b-instruct,6194.39,5,6531,False,1,True,correct,False
8,12000,Grampian-2021-2022,Q_2022_SAV_03,MOD,number,ok,qwen2.5:7b-instruct,6571.228,5,6957,False,1,True,correct,False
8,12000,Grampian-2021-2022,Q_2022_IJB_01,STR,number,insufficient_evidence,qwen2.5:7b-instruct,5420.274,5,6070,False,0,False,incorrect,True
8,12000,Grampian-2022-2023,Q_2023_DEL_02,LEX,number,ok,qwen2.5:7b-instruct,4476.534,5,5099,False,1,True,correct,False
8,12000,Grampian-2022-2023,Q_2023_DEL_01,MOD,number,ok,qwen2.5:7b-instruct,4323.328,5,5082,False,1,False,partial,False
8,12000,Grampian-2022-2023,Q_2023_PLAN_02,STR,text,insufficient_evidence,qwen2.5:7b-instruct,3963.846,5,6350,False,0,False,incorrect,True
8,12000,Grampian-2023-2024,Q_2024_SAV_01,LEX,number,ok,qwen2.5:7b-instruct,5814.04,5,7128,False,1,True,correct,False
8,12000,Grampian-2023-2024,Q_2024_AE_04,MOD,number,insufficient_evidence,qwen2.5:7b-instruct,4514.426,5,5379,False,0,False,incorrect,True
8,12000,Grampian-2023-2024,Q_2024_IJB_08,STR,number,ok,qwen2.5:7b-instruct,6130.313,5,3916,False,1,True,correct,False
8,12000,Grampian-2024-2025,Q_2025_FIN_07,LEX,number,insufficient_evidence,qwen2.5:7b-instruct,4340.154,5,6150,False,0,False,incorrect,True
8,12000,Grampian-2024-2025,Q_2025_SAV_P1,MOD,text,ok,qwen2.5:7b-instruct,5951.557,5,6770,False,1,False,partial,False
8,12000,Grampian-2024-2025,Q_2025_FIN_01,STR,number,insufficient_evidence,qwen2.5:7b-instruct,4411.263,5,6274,False,0,False,incorrect,True
