run,query_id,doc_id,difficulty,answer_type,generation_status,answer_non_empty,exact_match,contains_gt,token_f1
k5_280,Q_2024_SAV_01,Grampian-2023-2024,LEX,number,ok,1,0,0,0.6666666666666666
k5_280,Q_2025_FIN_01,Grampian-2024-2025,STR,number,insufficient_evidence,1,0,0,0.2857142857142857
k5_280,Q_2025_FIN_02,Grampian-2024-2025,MOD,number,insufficient_evidence,1,0,0,0.0
k5_280,Q_2025_FIN_03,Grampian-2024-2025,MOD,number,ok,1,0,0,0.4
k5_280,Q_2025_FIN_04,Grampian-2024-2025,LEX,number,ok,1,0,0,0.6666666666666666
k5_280,Q_2025_FIN_05,Grampian-2024-2025,LEX,number,ok,1,0,0,0.18181818181818182
k5_280,Q_2025_FIN_06,Grampian-2024-2025,STR,number,insufficient_evidence,1,0,0,0.0
k5_280,Q_2025_FIN_07,Grampian-2024-2025,LEX,number,insufficient_evidence,1,0,0,0.0
k5_280,Q_2025_FIN_P1,Grampian-2024-2025,MOD,number,ok,1,0,0,0.5263157894736842
k5_280,Q_2025_FIN_08,Grampian-2024-2025,MOD,number,insufficient_evidence,1,0,0,0.5714285714285715
k5_280,Q_2025_FIN_09,Grampian-2024-2025,LEX,number,ok,1,0,0,0.36363636363636365
k5_280,Q_2025_FIN_P2,Grampian-2024-2025,LEX,number,ok,1,0,0,0.6666666666666666
k5_280,Q_2025_SAV_01,Grampian-2024-2025,STR,number,insufficient_evidence,1,0,0,0.0
k5_280,Q_2025_SAV_02,Grampian-2024-2025,MOD,number,insufficient_evidence,1,0,0,0.3333333333333333
k5_280,Q_2025_SAV_03,Grampian-2024-2025,MOD,number,ok,1,0,1,0.21428571428571425
k5_280,Q_2025_SAV_04,Grampian-2024-2025,LEX,number,insufficient_evidence,1,0,0,0.0
k5_224,Q_2021_FIN_01,Grampian-2020-2021,MOD,number,insufficient_evidence,1,0,0,0.0
k5_224,Q_2021_FIN_02,Grampian-2020-2021,MOD,number,error,1,0,0,0.2857142857142857
k5_224,Q_2021_FIN_03,Grampian-2020-2021,MOD,number,error,1,0,0,0.28571428571428575
k5_224,Q_2021_FIN_P1,Grampian-2020-2021,MOD,number,error,0,0,0,0.0
k5_224,Q_2021_FIN_04,Grampian-2020-2021,MOD,number,insufficient_evidence,1,0,0,0.0
k5_224,Q_2021_FIN_05,Grampian-2020-2021,LEX,number,error,1,0,0,0.2857142857142857
k5_224,Q_2021_FIN_06,Grampian-2020-2021,LEX,number,error,1,0,0,0.13636363636363635
k5_224,Q_2021_FIN_07,Grampian-2020-2021,LEX,number,error,1,0,0,0.28571428571428575
k5_224,Q_2021_FIN_P2,Grampian-2020-2021,STR,text,error,1,0,0,0.0
k5_224,Q_2021_SAV_01,Grampian-2020-2021,MOD,number,error,1,0,0,0.0
k5_224,Q_2021_SAV_02,Grampian-2020-2021,MOD,number,error,1,0,0,0.0
k5_224,Q_2021_SAV_03,Grampian-2020-2021,MOD,number,error,1,0,0,0.09523809523809523
k5_224,Q_2021_SAV_04,Grampian-2020-2021,LEX,number,error,1,0,0,0.0
k5_224,Q_2021_SAV_P1,Grampian-2020-2021,STR,text,ok,1,0,0,0.5454545454545454
k5_224,Q_2021_COV_01,Grampian-2020-2021,MOD,number,error,1,0,0,0.0
k5_224,Q_2022_FIN_01,Grampian-2021-2022,STR,number,error,1,0,0,0.0
k5_224,Q_2022_FIN_02,Grampian-2021-2022,MOD,number,error,1,0,0,0.0
k5_224,Q_2022_FIN_03,Grampian-2021-2022,LEX,number,error,1,0,0,0.3333333333333333
k5_224,Q_2022_FIN_04,Grampian-2021-2022,LEX,number,error,1,0,0,0.13333333333333336
k5_224,Q_2022_FIN_05,Grampian-2021-2022,LEX,number,error,1,0,0,0.2857142857142857
k5_224,Q_2022_FIN_06,Grampian-2021-2022,LEX,number,error,1,0,0,0.13636363636363635
k5_224,Q_2022_FIN_07,Grampian-2021-2022,STR,number,error,1,0,0,0.18181818181818182
k5_224,Q_2022_FIN_P1,Grampian-2021-2022,MOD,number,error,1,0,0,0.0
k5_224,Q_2022_SAV_01,Grampian-2021-2022,MOD,number,error,1,0,0,0.0
k5_224,Q_2022_SAV_02,Grampian-2021-2022,MOD,number,error,1,0,0,0.0
k5_224,Q_2022_SAV_03,Grampian-2021-2022,MOD,number,error,1,0,0,0.09756097560975609
k5_224,Q_2022_SAV_04,Grampian-2021-2022,LEX,number,error,1,0,0,0.0
k5_224,Q_2022_SAV_P1,Grampian-2021-2022,MOD,text,error,1,0,0,0.0
k5_224,Q_2022_IJB_01,Grampian-2021-2022,STR,number,error,1,0,0,0.0
k5_224,Q_2022_IJB_02,Grampian-2021-2022,LEX,number,error,1,0,0,0.0909090909090909
k5_224,Q_2023_FIN_01,Grampian-2022-2023,MOD,number,error,1,0,0,0.0
k5_224,Q_2023_FIN_02,Grampian-2022-2023,LEX,number,error,1,0,0,0.0
k5_224,Q_2023_FIN_03,Grampian-2022-2023,LEX,number,error,1,0,0,0.28571428571428575
k5_224,Q_2023_FIN_04,Grampian-2022-2023,MOD,number,error,1,0,0,0.0
k5_224,Q_2023_FIN_05,Grampian-2022-2023,LEX,number,ok,1,0,0,0.6666666666666666
k5_224,Q_2023_FIN_06,Grampian-2022-2023,LEX,number,error,1,0,0,0.0
k5_224,Q_2023_FIN_07,Grampian-2022-2023,STR,number,error,1,0,0,0.0
k5_224,Q_2023_FIN_08,Grampian-2022-2023,LEX,number,error,1,0,0,0.3529411764705882
k5_224,Q_2023_FIN_P1,Grampian-2022-2023,MOD,text,error,0,0,0,0.0
k5_224,Q_2023_SAV_01,Grampian-2022-2023,MOD,number,error,1,0,0,0.0
k5_224,Q_2023_SAV_02,Grampian-2022-2023,LEX,number,error,1,0,1,0.24000000000000002
k5_224,Q_2023_SAV_03,Grampian-2022-2023,MOD,number,error,1,0,0,0.16
k5_224,Q_2023_SAV_04,Grampian-2022-2023,LEX,number,ok,1,0,1,0.25
k5_224,Q_2023_SAV_P1,Grampian-2022-2023,MOD,text,ok,1,0,1,0.8363636363636363
k5_224,Q_2023_IJB_01,Grampian-2022-2023,STR,number,error,1,0,0,0.0
k5_224,Q_2024_FIN_01,Grampian-2023-2024,LEX,number,ok,1,0,0,0.0
k5_224,Q_2024_FIN_02,Grampian-2023-2024,STR,number,insufficient_evidence,1,0,0,0.15384615384615383
k5_224,Q_2024_FIN_03,Grampian-2023-2024,LEX,number,ok,1,0,0,0.1
k5_224,Q_2024_FIN_04,Grampian-2023-2024,LEX,number,ok,1,0,0,0.4
k5_224,Q_2024_FIN_05,Grampian-2023-2024,LEX,number,insufficient_evidence,1,0,0,0.0
k5_224,Q_2024_FIN_06,Grampian-2023-2024,STR,number,insufficient_evidence,1,0,0,0.0
k5_224,Q_2024_FIN_07,Grampian-2023-2024,LEX,number,ok,1,0,0,0.55
k5_224,Q_2024_FIN_08,Grampian-2023-2024,STR,number,insufficient_evidence,1,0,0,0.0
k5_224,Q_2024_FIN_09,Grampian-2023-2024,LEX,number,insufficient_evidence,1,0,0,0.6666666666666666
k5_224,Q_2024_FIN_10,Grampian-2023-2024,LEX,number,ok,1,1,1,1.0
k5_224,Q_2024_FIN_11,Grampian-2023-2024,MOD,number,insufficient_evidence,1,0,0,0.0
k5_224,Q_2024_FIN_12,Grampian-2023-2024,MOD,number,ok,1,0,0,0.6
k5_224,Q_2024_FIN_13,Grampian-2023-2024,LEX,number,ok,1,0,1,0.5714285714285715
k5_224,Q_2024_FIN_14,Grampian-2023-2024,STR,number,insufficient_evidence,1,0,0,0.25
k5_224,Q_2024_SAV_01,Grampian-2023-2024,LEX,number,ok,1,0,0,0.5499999999999999
k5_224,Q_2025_FIN_01,Grampian-2024-2025,STR,number,insufficient_evidence,1,0,0,0.2857142857142857
k5_224,Q_2025_FIN_02,Grampian-2024-2025,MOD,number,insufficient_evidence,1,0,0,0.0
k5_224,Q_2025_FIN_03,Grampian-2024-2025,MOD,number,ok,1,0,0,0.4
k5_224,Q_2025_FIN_04,Grampian-2024-2025,LEX,number,ok,1,0,0,0.6666666666666666
k5_224,Q_2025_FIN_05,Grampian-2024-2025,LEX,number,ok,1,0,0,0.09523809523809522
k5_224,Q_2025_FIN_06,Grampian-2024-2025,STR,number,insufficient_evidence,1,0,0,0.0
k5_224,Q_2025_FIN_07,Grampian-2024-2025,LEX,number,insufficient_evidence,1,0,0,0.0
k5_224,Q_2025_FIN_P1,Grampian-2024-2025,MOD,number,ok,1,0,0,0.25806451612903225
k5_224,Q_2025_FIN_08,Grampian-2024-2025,MOD,number,insufficient_evidence,1,0,0,0.0
k5_224,Q_2025_FIN_09,Grampian-2024-2025,LEX,number,ok,1,0,0,0.47619047619047616
k5_224,Q_2025_FIN_P2,Grampian-2024-2025,LEX,number,ok,1,0,0,0.6666666666666666
k5_224,Q_2025_SAV_01,Grampian-2024-2025,STR,number,insufficient_evidence,1,0,0,0.0
k5_224,Q_2025_SAV_02,Grampian-2024-2025,MOD,number,insufficient_evidence,1,0,0,0.0
k5_224,Q_2025_SAV_03,Grampian-2024-2025,MOD,number,ok,1,0,1,0.1875
k5_224,Q_2025_SAV_04,Grampian-2024-2025,LEX,number,insufficient_evidence,1,0,0,0.0
k8_280,Q_2021_FIN_01,Grampian-2020-2021,MOD,number,insufficient_evidence,1,0,0,0.0
k8_280,Q_2021_FIN_02,Grampian-2020-2021,MOD,number,insufficient_evidence,1,0,0,0.0
k8_280,Q_2021_FIN_03,Grampian-2020-2021,MOD,number,insufficient_evidence,1,0,0,0.0
k8_280,Q_2021_FIN_P1,Grampian-2020-2021,MOD,number,ok,1,0,0,0.10526315789473682
k8_280,Q_2021_FIN_04,Grampian-2020-2021,MOD,number,ok,1,0,0,0.6666666666666666
k8_280,Q_2021_FIN_05,Grampian-2020-2021,LEX,number,ok,1,0,0,0.2222222222222222
k8_280,Q_2021_FIN_06,Grampian-2020-2021,LEX,number,ok,1,0,0,0.5714285714285715
k8_280,Q_2021_FIN_07,Grampian-2020-2021,LEX,number,ok,1,0,0,0.33333333333333337
k8_280,Q_2021_FIN_P2,Grampian-2020-2021,STR,text,insufficient_evidence,1,0,0,0.0
k8_280,Q_2021_SAV_01,Grampian-2020-2021,MOD,number,ok,1,1,1,1.0
k8_280,Q_2021_SAV_02,Grampian-2020-2021,MOD,number,insufficient_evidence,1,0,0,0.0
k8_280,Q_2021_SAV_03,Grampian-2020-2021,MOD,number,ok,1,0,1,0.14285714285714288
k8_280,Q_2021_SAV_04,Grampian-2020-2021,LEX,number,ok,1,0,1,0.19354838709677416
k8_280,Q_2021_SAV_P1,Grampian-2020-2021,STR,text,ok,1,0,0,0.5957446808510638
k8_280,Q_2021_COV_01,Grampian-2020-2021,MOD,number,insufficient_evidence,1,0,0,0.0
k8_280,Q_2022_FIN_01,Grampian-2021-2022,STR,number,insufficient_evidence,1,0,0,0.2857142857142857
k8_280,Q_2022_FIN_02,Grampian-2021-2022,MOD,number,insufficient_evidence,1,0,0,0.2857142857142857
k8_280,Q_2022_FIN_03,Grampian-2021-2022,LEX,number,ok,1,0,0,0.4
k8_280,Q_2022_FIN_04,Grampian-2021-2022,LEX,number,ok,1,0,0,0.6666666666666666
k8_280,Q_2022_FIN_05,Grampian-2021-2022,LEX,number,ok,1,0,0,0.2
k8_280,Q_2022_FIN_06,Grampian-2021-2022,LEX,number,ok,1,0,0,0.5714285714285715
k8_280,Q_2022_FIN_07,Grampian-2021-2022,STR,number,ok,1,0,0,0.15384615384615385
k8_280,Q_2022_FIN_P1,Grampian-2021-2022,MOD,number,ok,1,0,0,0.06451612903225806
k8_280,Q_2022_SAV_01,Grampian-2021-2022,MOD,number,ok,1,0,1,0.07894736842105263
k8_280,Q_2022_SAV_02,Grampian-2021-2022,MOD,number,insufficient_evidence,1,0,0,0.0
k8_280,Q_2022_SAV_03,Grampian-2021-2022,MOD,number,ok,1,0,1,0.17647058823529413
k8_280,Q_2022_SAV_04,Grampian-2021-2022,LEX,number,ok,1,0,1,0.1875
k8_280,Q_2022_SAV_P1,Grampian-2021-2022,MOD,text,ok,1,0,0,0.41379310344827586
k8_280,Q_2022_IJB_01,Grampian-2021-2022,STR,number,insufficient_evidence,1,0,0,0.0
k8_280,Q_2022_IJB_02,Grampian-2021-2022,LEX,number,insufficient_evidence,1,0,1,0.15789473684210528
k8_280,Q_2023_FIN_01,Grampian-2022-2023,MOD,number,insufficient_evidence,1,0,0,0.0
k8_280,Q_2023_FIN_02,Grampian-2022-2023,LEX,number,ok,1,0,0,0.6666666666666666
k8_280,Q_2023_FIN_03,Grampian-2022-2023,LEX,number,ok,1,0,0,0.1
k8_280,Q_2023_FIN_04,Grampian-2022-2023,MOD,number,insufficient_evidence,1,0,0,0.0
k8_280,Q_2023_FIN_05,Grampian-2022-2023,LEX,number,ok,1,0,0,0.6666666666666666
k8_280,Q_2023_FIN_06,Grampian-2022-2023,LEX,number,ok,1,0,0,0.5714285714285715
k8_280,Q_2023_FIN_07,Grampian-2022-2023,STR,number,insufficient_evidence,1,0,0,0.0
k8_280,Q_2023_FIN_08,Grampian-2022-2023,LEX,number,ok,1,0,0,0.47619047619047616
k8_280,Q_2023_FIN_P1,Grampian-2022-2023,MOD,text,ok,1,0,0,0.16
k8_280,Q_2023_SAV_01,Grampian-2022-2023,MOD,number,ok,1,0,1,0.24000000000000002
k8_280,Q_2023_SAV_02,Grampian-2022-2023,LEX,number,insufficient_evidence,1,0,1,0.24000000000000002
k8_280,Q_2023_SAV_03,Grampian-2022-2023,MOD,number,ok,1,0,1,0.11538461538461538
k8_280,Q_2023_SAV_04,Grampian-2022-2023,LEX,number,ok,1,0,1,0.1875
k8_280,Q_2023_SAV_P1,Grampian-2022-2023,MOD,text,ok,1,0,1,0.8363636363636363
k8_280,Q_2023_IJB_01,Grampian-2022-2023,STR,number,ok,1,0,1,0.15384615384615385
k8_280,Q_2024_FIN_01,Grampian-2023-2024,LEX,number,ok,1,0,0,0.0
k8_280,Q_2024_FIN_02,Grampian-2023-2024,STR,number,insufficient_evidence,1,0,0,0.15384615384615383
k8_280,Q_2024_FIN_03,Grampian-2023-2024,LEX,number,ok,1,0,0,0.09523809523809525
k8_280,Q_2024_FIN_04,Grampian-2023-2024,LEX,number,ok,1,0,0,0.4
k8_280,Q_2024_FIN_05,Grampian-2023-2024,LEX,number,ok,1,0,0,0.28571428571428575
k8_280,Q_2024_FIN_06,Grampian-2023-2024,STR,number,insufficient_evidence,1,0,0,0.0
k8_280,Q_2024_FIN_07,Grampian-2023-2024,LEX,number,ok,1,0,0,0.55
k8_280,Q_2024_FIN_08,Grampian-2023-2024,STR,number,insufficient_evidence,1,0,0,0.0
k8_280,Q_2024_FIN_09,Grampian-2023-2024,LEX,number,insufficient_evidence,1,0,0,0.0
k8_280,Q_2024_FIN_10,Grampian-2023-2024,LEX,number,ok,1,0,1,0.375
k8_280,Q_2024_FIN_11,Grampian-2023-2024,MOD,number,ok,1,0,0,0.07142857142857142
k8_280,Q_2024_FIN_12,Grampian-2023-2024,MOD,number,ok,1,0,0,0.6
k8_280,Q_2024_FIN_13,Grampian-2023-2024,LEX,number,ok,1,0,1,0.5714285714285715
k8_280,Q_2024_FIN_14,Grampian-2023-2024,STR,number,insufficient_evidence,1,0,0,0.25
k8_280,Q_2024_SAV_01,Grampian-2023-2024,LEX,number,ok,1,0,0,0.6666666666666666
k8_280,Q_2025_FIN_01,Grampian-2024-2025,STR,number,insufficient_evidence,1,0,0,0.0
k8_280,Q_2025_FIN_02,Grampian-2024-2025,MOD,number,insufficient_evidence,1,0,0,0.0
k8_280,Q_2025_FIN_03,Grampian-2024-2025,MOD,number,ok,1,0,0,0.4
k8_280,Q_2025_FIN_04,Grampian-2024-2025,LEX,number,ok,1,0,0,0.6666666666666666
k8_280,Q_2025_FIN_05,Grampian-2024-2025,LEX,number,ok,1,0,0,0.18181818181818182
k8_280,Q_2025_FIN_06,Grampian-2024-2025,STR,number,insufficient_evidence,1,0,0,0.0
k8_280,Q_2025_FIN_07,Grampian-2024-2025,LEX,number,insufficient_evidence,1,0,0,0.0
k8_280,Q_2025_FIN_P1,Grampian-2024-2025,MOD,number,ok,1,0,0,0.5263157894736842
k8_280,Q_2025_FIN_08,Grampian-2024-2025,MOD,number,insufficient_evidence,1,0,0,0.5714285714285715
k8_280,Q_2025_FIN_09,Grampian-2024-2025,LEX,number,ok,1,0,0,0.36363636363636365
k8_280,Q_2025_FIN_P2,Grampian-2024-2025,LEX,number,ok,1,0,0,0.6666666666666666
k8_280,Q_2025_SAV_01,Grampian-2024-2025,STR,number,insufficient_evidence,1,0,0,0.0
k8_280,Q_2025_SAV_02,Grampian-2024-2025,MOD,number,insufficient_evidence,1,0,0,0.3333333333333333
k8_280,Q_2025_SAV_03,Grampian-2024-2025,MOD,number,ok,1,0,1,0.21428571428571425
k8_280,Q_2025_SAV_04,Grampian-2024-2025,LEX,number,insufficient_evidence,1,0,0,0.0
k8_224,Q_2021_FIN_01,Grampian-2020-2021,MOD,number,insufficient_evidence,1,0,0,0.0
k8_224,Q_2021_FIN_02,Grampian-2020-2021,MOD,number,insufficient_evidence,1,0,0,0.2857142857142857
k8_224,Q_2021_FIN_03,Grampian-2020-2021,MOD,number,ok,1,0,0,0.25
k8_224,Q_2021_FIN_P1,Grampian-2020-2021,MOD,number,ok,1,0,0,0.10526315789473682
k8_224,Q_2021_FIN_04,Grampian-2020-2021,MOD,number,insufficient_evidence,1,0,0,0.0
k8_224,Q_2021_FIN_05,Grampian-2020-2021,LEX,number,ok,1,0,0,0.2222222222222222
k8_224,Q_2021_FIN_06,Grampian-2020-2021,LEX,number,ok,1,0,0,0.5714285714285715
k8_224,Q_2021_FIN_07,Grampian-2020-2021,LEX,number,ok,1,0,0,0.33333333333333337
k8_224,Q_2021_FIN_P2,Grampian-2020-2021,STR,text,ok,1,0,0,0.43902439024390244
k8_224,Q_2021_SAV_01,Grampian-2020-2021,MOD,number,ok,1,0,1,0.24000000000000002
k8_224,Q_2021_SAV_02,Grampian-2020-2021,MOD,number,insufficient_evidence,1,0,0,0.0
k8_224,Q_2021_SAV_03,Grampian-2020-2021,MOD,number,ok,1,0,1,0.15789473684210528
k8_224,Q_2021_SAV_04,Grampian-2020-2021,LEX,number,insufficient_evidence,1,0,0,0.0
k8_224,Q_2021_SAV_P1,Grampian-2020-2021,STR,text,ok,1,0,0,0.5454545454545454
k8_224,Q_2021_COV_01,Grampian-2020-2021,MOD,number,ok,1,0,1,0.17142857142857143
k8_224,Q_2022_FIN_01,Grampian-2021-2022,STR,number,insufficient_evidence,1,0,0,0.0
k8_224,Q_2022_FIN_02,Grampian-2021-2022,MOD,number,insufficient_evidence,1,0,0,0.0
k8_224,Q_2022_FIN_03,Grampian-2021-2022,LEX,number,ok,1,0,0,0.4
k8_224,Q_2022_FIN_04,Grampian-2021-2022,LEX,number,ok,1,0,0,0.6666666666666666
k8_224,Q_2022_FIN_05,Grampian-2021-2022,LEX,number,ok,1,0,0,0.2222222222222222
k8_224,Q_2022_FIN_06,Grampian-2021-2022,LEX,number,ok,1,0,0,0.5714285714285715
k8_224,Q_2022_FIN_07,Grampian-2021-2022,STR,number,ok,1,0,0,0.1142857142857143
k8_224,Q_2022_FIN_P1,Grampian-2021-2022,MOD,number,insufficient_evidence,1,0,0,0.0
k8_224,Q_2022_SAV_01,Grampian-2021-2022,MOD,number,ok,1,0,1,0.07894736842105263
k8_224,Q_2022_SAV_02,Grampian-2021-2022,MOD,number,insufficient_evidence,1,0,0,0.0
k8_224,Q_2022_SAV_03,Grampian-2021-2022,MOD,number,ok,1,0,1,0.35294117647058826
k8_224,Q_2022_SAV_04,Grampian-2021-2022,LEX,number,ok,1,0,1,0.1875
k8_224,Q_2022_SAV_P1,Grampian-2021-2022,MOD,text,ok,1,0,0,0.41379310344827586
k8_224,Q_2022_IJB_01,Grampian-2021-2022,STR,number,insufficient_evidence,1,0,0,0.0
k8_224,Q_2022_IJB_02,Grampian-2021-2022,LEX,number,insufficient_evidence,1,0,0,0.0909090909090909
k8_224,Q_2023_FIN_01,Grampian-2022-2023,MOD,number,insufficient_evidence,1,0,0,0.0
k8_224,Q_2023_FIN_02,Grampian-2022-2023,LEX,number,ok,1,0,0,0.6666666666666666
k8_224,Q_2023_FIN_03,Grampian-2022-2023,LEX,number,ok,1,0,0,0.4
k8_224,Q_2023_FIN_04,Grampian-2022-2023,MOD,number,insufficient_evidence,1,0,0,0.0
k8_224,Q_2023_FIN_05,Grampian-2022-2023,LEX,number,ok,1,0,0,0.6666666666666666
k8_224,Q_2023_FIN_06,Grampian-2022-2023,LEX,number,ok,1,0,0,0.5714285714285715
k8_224,Q_2023_FIN_07,Grampian-2022-2023,STR,number,insufficient_evidence,1,0,0,0.0
k8_224,Q_2023_FIN_08,Grampian-2022-2023,LEX,number,ok,1,0,0,0.41860465116279066
k8_224,Q_2023_FIN_P1,Grampian-2022-2023,MOD,text,ok,1,0,1,0.625
k8_224,Q_2023_SAV_01,Grampian-2022-2023,MOD,number,ok,1,0,1,0.24000000000000002
k8_224,Q_2023_SAV_02,Grampian-2022-2023,LEX,number,insufficient_evidence,1,0,1,0.24000000000000002
k8_224,Q_2023_SAV_03,Grampian-2022-2023,MOD,number,ok,1,0,1,0.11538461538461538
k8_224,Q_2023_SAV_04,Grampian-2022-2023,LEX,number,ok,1,0,1,0.25
k8_224,Q_2023_SAV_P1,Grampian-2022-2023,MOD,text,ok,1,0,1,0.8363636363636363
k8_224,Q_2023_IJB_01,Grampian-2022-2023,STR,number,ok,1,0,1,0.06185567010309278
