query_id,k,answer_type,num_variants,expected_pages,recall_at_k,precision_at_k,mrr_at_k,top_pages
Q_2021_SAV_02,10,number,1,[29],1.0,0.1111111111111111,1.0,"[29, 28, 32, 127, 73, 7, 34, 4, 25]"
Q_2021_SAV_03,1,number,1,[29],0.0,0.0,0.0,[31]
Q_2021_SAV_03,3,number,1,[29],1.0,0.3333333333333333,0.5,"[31, 29, 28]"
Q_2021_SAV_03,5,number,1,[29],1.0,0.25,0.5,"[31, 29, 28, 33]"
Q_2021_SAV_03,10,number,1,[29],1.0,0.14285714285714285,0.5,"[31, 29, 28, 33, 23, 27, 24]"
Q_2021_SAV_04,1,number,1,[29],0.0,0.0,0.0,[33]
Q_2021_SAV_04,3,number,1,[29],1.0,0.3333333333333333,0.5,"[33, 29, 27]"
Q_2021_SAV_04,5,number,1,[29],1.0,0.25,0.5,"[33, 29, 27, 28]"
Q_2021_SAV_04,10,number,1,[29],1.0,0.14285714285714285,0.5,"[33, 29, 27, 28, 26, 31, 24]"
Q_2021_SAV_P1,1,text,1,[29],1.0,1.0,1.0,[29]
Q_2021_SAV_P1,3,text,1,[29],1.0,0.5,1.0,"[29, 28]"
Q_2021_SAV_P1,5,text,1,[29],1.0,0.25,1.0,"[29, 28, 27, 16]"
Q_2021_SAV_P1,10,text,1,[29],1.0,0.16666666666666666,1.0,"[29, 28, 27, 16, 33, 26]"
Q_2021_COV_01,1,number,1,[29],1.0,1.0,1.0,[29]
Q_2021_COV_01,3,number,1,[29],1.0,0.3333333333333333,1.0,"[29, 28, 27]"
Q_2021_COV_01,5,number,1,[29],1.0,0.25,1.0,"[29, 28, 27, 7]"
Q_2021_COV_01,10,number,1,[29],1.0,0.125,1.0,"[29, 28, 27, 7, 22, 30, 24, 17]"
Q_2021_COV_02,1,number,2,[29],0.0,0.0,0.0,[17]
Q_2021_COV_02,3,number,2,[29],0.0,0.0,0.0,"[17, 30, 27]"
Q_2021_COV_02,5,number,2,[29],0.0,0.0,0.0,"[17, 30, 27, 132]"
Q_2021_COV_02,10,number,2,[29],0.0,0.0,0.0,"[17, 30, 27, 132, 26]"
Q_2021_COV_P1,1,number,1,[28],1.0,1.0,1.0,[28]
Q_2021_COV_P1,3,number,1,[28],1.0,0.3333333333333333,1.0,"[28, 29, 24]"
Q_2021_COV_P1,5,number,1,[28],1.0,0.25,1.0,"[28, 29, 24, 7]"
Q_2021_COV_P1,10,number,1,[28],1.0,0.1111111111111111,1.0,"[28, 29, 24, 7, 32, 131, 30, 8, 27]"
Q_2021_IJB_01,1,number,2,[26],0.0,0.0,0.0,[132]
Q_2021_IJB_01,3,number,2,[26],0.0,0.0,0.0,"[132, 37]"
Q_2021_IJB_01,5,number,2,[26],0.0,0.0,0.0,"[132, 37, 30, 89]"
Q_2021_IJB_01,10,number,2,[26],1.0,0.125,0.14285714285714285,"[132, 37, 30, 89, 6, 27, 26, 38]"
Q_2021_IJB_02,1,number,2,[26],0.0,0.0,0.0,[27]
Q_2021_IJB_02,3,number,2,[26],1.0,0.5,0.5,"[27, 26]"
Q_2021_IJB_02,5,number,2,[26],1.0,0.25,0.5,"[27, 26, 132, 31]"
Q_2021_IJB_02,10,number,2,[26],1.0,0.14285714285714285,0.5,"[27, 26, 132, 31, 89, 6, 30]"
Q_2021_IJB_03,1,number,2,[27],1.0,1.0,1.0,[27]
Q_2021_IJB_03,3,number,2,[27],1.0,0.5,1.0,"[27, 132]"
Q_2021_IJB_03,5,number,2,[27],1.0,0.25,1.0,"[27, 132, 30, 26]"
Q_2021_IJB_03,10,number,2,[27],1.0,0.14285714285714285,1.0,"[27, 132, 30, 26, 6, 89, 37]"
Q_2021_IJB_04,1,number,2,[27],1.0,1.0,1.0,[27]
Q_2021_IJB_04,3,number,2,[27],1.0,0.5,1.0,"[27, 132]"
Q_2021_IJB_04,5,number,2,[27],1.0,0.25,1.0,"[27, 132, 26, 31]"
Q_2021_IJB_04,10,number,2,[27],1.0,0.14285714285714285,1.0,"[27, 132, 26, 31, 30, 89, 37]"
Q_2021_IJB_05,1,number,2,[27],1.0,1.0,1.0,[27]
Q_2021_IJB_05,3,number,2,[27],1.0,0.5,1.0,"[27, 26]"
Q_2021_IJB_05,5,number,2,[27],1.0,0.25,1.0,"[27, 26, 31, 30]"
Q_2021_IJB_05,10,number,2,[27],1.0,0.14285714285714285,1.0,"[27, 26, 31, 30, 132, 114, 98]"
Q_2021_IJB_06,1,number,2,[27],1.0,1.0,1.0,[27]
Q_2021_IJB_06,3,number,2,[27],1.0,0.3333333333333333,1.0,"[27, 31, 26]"
Q_2021_IJB_06,5,number,2,[27],1.0,0.3333333333333333,1.0,"[27, 31, 26]"
Q_2021_IJB_06,10,number,2,[27],1.0,0.16666666666666666,1.0,"[27, 31, 26, 132, 30, 114]"
Q_2021_IJB_P1,1,text,2,[27],1.0,1.0,1.0,[27]
Q_2021_IJB_P1,3,text,2,[27],1.0,0.3333333333333333,1.0,"[27, 132, 26]"
Q_2021_IJB_P1,5,text,2,[27],1.0,0.2,1.0,"[27, 132, 26, 31, 30]"
Q_2021_IJB_P1,10,text,2,[27],1.0,0.14285714285714285,1.0,"[27, 132, 26, 31, 30, 89, 23]"
Q_2021_GOV_01,1,text,1,[28],1.0,1.0,1.0,[28]
Q_2021_GOV_01,3,text,1,[28],1.0,0.5,1.0,"[28, 42]"
Q_2021_GOV_01,5,text,1,[28],1.0,0.25,1.0,"[28, 42, 46, 131]"
Q_2021_GOV_01,10,text,1,[28],1.0,0.1111111111111111,1.0,"[28, 42, 46, 131, 130, 29, 47, 49, 9]"
Q_2021_GOV_02,1,text,1,[28],1.0,1.0,1.0,[28]
Q_2021_GOV_02,3,text,1,[28],1.0,0.5,1.0,"[28, 127]"
Q_2021_GOV_02,5,text,1,[28],1.0,0.3333333333333333,1.0,"[28, 127, 7]"
Q_2021_GOV_02,10,text,1,[28],1.0,0.125,1.0,"[28, 127, 7, 29, 131, 24, 32, 73]"
Q_2021_STR_01,1,number,1,[6],0.0,0.0,0.0,[127]
Q_2021_STR_01,3,number,1,[6],0.0,0.0,0.0,"[127, 74, 45]"
Q_2021_STR_01,5,number,1,[6],0.0,0.0,0.0,"[127, 74, 45, 73]"
Q_2021_STR_01,10,number,1,[6],0.0,0.0,0.0,"[127, 74, 45, 73, 131, 67, 28, 66, 40]"
Q_2021_STR_02,1,text,1,[6],0.0,0.0,0.0,[38]
Q_2021_STR_02,3,text,1,[6],1.0,0.5,0.5,"[38, 6]"
Q_2021_STR_02,5,text,1,[6],1.0,0.3333333333333333,0.5,"[38, 6, 37]"
Q_2021_STR_02,10,text,1,[6],1.0,0.125,0.5,"[38, 6, 37, 66, 43, 7, 44, 28]"
Q_2021_STR_03,1,number,1,[6],0.0,0.0,0.0,[73]
Q_2021_STR_03,3,number,1,[6],1.0,0.3333333333333333,0.5,"[73, 6, 38]"
Q_2021_STR_03,5,number,1,[6],1.0,0.2,0.5,"[73, 6, 38, 32, 22]"
Q_2021_STR_03,10,number,1,[6],1.0,0.125,0.5,"[73, 6, 38, 32, 22, 34, 74, 25]"
Q_2021_STR_P1,1,text,1,[6],0.0,0.0,0.0,[22]
Q_2021_STR_P1,3,text,1,[6],1.0,0.3333333333333333,0.3333333333333333,"[22, 38, 6]"
Q_2021_STR_P1,5,text,1,[6],1.0,0.2,0.3333333333333333,"[22, 38, 6, 70, 73]"
Q_2021_STR_P1,10,text,1,[6],1.0,0.1111111111111111,0.3333333333333333,"[22, 38, 6, 70, 73, 34, 131, 35, 7]"
Q_2021_CAP_01,1,number,1,[32],1.0,1.0,1.0,[32]
Q_2021_CAP_01,3,number,1,[32],1.0,0.3333333333333333,1.0,"[32, 73, 28]"
Q_2021_CAP_01,5,number,1,[32],1.0,0.2,1.0,"[32, 73, 28, 132, 127]"
Q_2021_CAP_01,10,number,1,[32],1.0,0.1111111111111111,1.0,"[32, 73, 28, 132, 127, 74, 24, 25, 90]"
Q_2021_CAP_02,1,number,1,[32],1.0,1.0,1.0,[32]
Q_2021_CAP_02,3,number,1,[32],1.0,0.3333333333333333,1.0,"[32, 23, 28]"
Q_2021_CAP_02,5,number,1,[32],1.0,0.25,1.0,"[32, 23, 28, 26]"
Q_2021_CAP_02,10,number,1,[32],1.0,0.125,1.0,"[32, 23, 28, 26, 88, 132, 24, 27]"
Q_2021_CAP_P1,1,number,1,[28],1.0,1.0,1.0,[28]
Q_2021_CAP_P1,3,number,1,[28],1.0,0.3333333333333333,1.0,"[28, 26, 23]"
Q_2021_CAP_P1,5,number,1,[28],1.0,0.25,1.0,"[28, 26, 23, 27]"
Q_2021_CAP_P1,10,number,1,[28],1.0,0.14285714285714285,1.0,"[28, 26, 23, 27, 24, 32, 88]"
Q_2021_COV_03,1,number,1,[30],1.0,1.0,1.0,[30]
Q_2021_COV_03,3,number,1,[30],1.0,0.5,1.0,"[30, 29]"
Q_2021_COV_03,5,number,1,[30],1.0,0.25,1.0,"[30, 29, 11, 27]"
Q_2021_COV_03,10,number,1,[30],1.0,0.125,1.0,"[30, 29, 11, 27, 10, 13, 7, 63]"
Q_2021_COV_04,1,number,1,[30],0.0,0.0,0.0,[24]
Q_2021_COV_04,3,number,1,[30],1.0,0.3333333333333333,0.3333333333333333,"[24, 27, 30]"
Q_2021_COV_04,5,number,1,[30],1.0,0.3333333333333333,0.3333333333333333,"[24, 27, 30]"
Q_2021_COV_04,10,number,1,[30],1.0,0.14285714285714285,0.3333333333333333,"[24, 27, 30, 67, 23, 26, 7]"
Q_2021_GOV_03,1,number,1,[28],1.0,1.0,1.0,[28]
Q_2021_GOV_03,3,number,1,[28],1.0,0.5,1.0,"[28, 27]"
Q_2021_GOV_03,5,number,1,[28],1.0,0.3333333333333333,1.0,"[28, 27, 23]"
Q_2021_GOV_03,10,number,1,[28],1.0,0.14285714285714285,1.0,"[28, 27, 23, 88, 105, 26, 24]"
Q_2021_IJB_07,1,number,2,[31],0.0,0.0,0.0,[132]
Q_2021_IJB_07,3,number,2,[31],0.0,0.0,0.0,[132]
Q_2021_IJB_07,5,number,2,[31],0.0,0.0,0.0,"[132, 30, 127]"
Q_2021_IJB_07,10,number,2,[31],0.0,0.0,0.0,"[132, 30, 127, 38, 27, 29, 44]"
Q_2021_IJB_P2,1,number,2,[30],0.0,0.0,0.0,[132]
Q_2021_IJB_P2,3,number,2,[30],1.0,0.5,0.5,"[132, 30]"
Q_2021_IJB_P2,5,number,2,[30],1.0,0.25,0.5,"[132, 30, 17, 27]"
Q_2021_IJB_P2,10,number,2,[30],1.0,0.14285714285714285,0.5,"[132, 30, 17, 27, 38, 23, 26]"
Q_2021_FIN_08,1,number,1,[30],0.0,0.0,0.0,[75]
Q_2021_FIN_08,3,number,1,[30],0.0,0.0,0.0,"[75, 99, 104]"
Q_2021_FIN_08,5,number,1,[30],0.0,0.0,0.0,"[75, 99, 104, 123]"
Q_2021_FIN_08,10,number,1,[30],1.0,0.16666666666666666,0.16666666666666666,"[75, 99, 104, 123, 122, 30]"
Q_2021_CAP_03,1,number,1,[32],1.0,1.0,1.0,[32]
Q_2021_CAP_03,3,number,1,[32],1.0,0.3333333333333333,1.0,"[32, 24, 23]"
Q_2021_CAP_03,5,number,1,[32],1.0,0.2,1.0,"[32, 24, 23, 131, 124]"
Q_2021_CAP_03,10,number,1,[32],1.0,0.14285714285714285,1.0,"[32, 24, 23, 131, 124, 132, 4]"
Q_2021_COV_P2,1,text,3,[29],1.0,1.0,1.0,[29]
Q_2021_COV_P2,3,text,3,[29],1.0,0.5,1.0,"[29, 30]"
Q_2021_COV_P2,5,text,3,[29],1.0,0.3333333333333333,1.0,"[29, 30, 27]"
Q_2021_COV_P2,10,text,3,[29],1.0,0.14285714285714285,1.0,"[29, 30, 27, 24, 51, 67, 33]"
Q_2021_STR_04,1,text,1,[17],0.0,0.0,0.0,[7]
Q_2021_STR_04,3,text,1,[17],1.0,0.3333333333333333,0.5,"[7, 17, 8]"
Q_2021_STR_04,5,text,1,[17],1.0,0.2,0.5,"[7, 17, 8, 10, 16]"
Q_2021_STR_04,10,text,1,[17],1.0,0.1111111111111111,0.5,"[7, 17, 8, 10, 16, 22, 4, 9, 29]"
Q_2021_GOV_04,1,number,1,[23],1.0,1.0,1.0,[23]
Q_2021_GOV_04,3,number,1,[23],1.0,0.5,1.0,"[23, 132]"
Q_2021_GOV_04,5,number,1,[23],1.0,0.25,1.0,"[23, 132, 96, 24]"
Q_2021_GOV_04,10,number,1,[23],1.0,0.14285714285714285,1.0,"[23, 132, 96, 24, 83, 82, 32]"
Q_2021_STR_05,1,text,1,[7],1.0,1.0,1.0,[7]
Q_2021_STR_05,3,text,1,[7],1.0,0.3333333333333333,1.0,"[7, 4, 66]"
Q_2021_STR_05,5,text,1,[7],1.0,0.2,1.0,"[7, 4, 66, 34, 16]"
Q_2021_STR_05,10,text,1,[7],1.0,0.1111111111111111,1.0,"[7, 4, 66, 34, 16, 73, 70, 28, 48]"
Q_2021_STR_P2,1,text,1,[7],0.0,0.0,0.0,[4]
Q_2021_STR_P2,3,text,1,[7],0.0,0.0,0.0,"[4, 34, 43]"
Q_2021_STR_P2,5,text,1,[7],1.0,0.2,0.2,"[4, 34, 43, 131, 7]"
Q_2021_STR_P2,10,text,1,[7],1.0,0.125,0.2,"[4, 34, 43, 131, 7, 70, 22, 48]"
Q_2021_CAP_04,1,number,1,[32],0.0,0.0,0.0,[29]
Q_2021_CAP_04,3,number,1,[32],0.0,0.0,0.0,"[29, 27, 30]"
Q_2021_CAP_04,5,number,1,[32],0.0,0.0,0.0,"[29, 27, 30, 24, 7]"
Q_2021_CAP_04,10,number,1,[32],0.0,0.0,0.0,"[29, 27, 30, 24, 7, 10, 22, 53]"
Q_2021_FIN_P3,1,text,2,[30],0.0,0.0,0.0,[27]
Q_2021_FIN_P3,3,text,2,[30],0.0,0.0,0.0,"[27, 132]"
Q_2021_FIN_P3,5,text,2,[30],1.0,0.25,0.25,"[27, 132, 6, 30]"
Q_2021_FIN_P3,10,text,2,[30],1.0,0.14285714285714285,0.25,"[27, 132, 6, 30, 38, 26, 44]"
Q_2021_GOV_P1,1,text,2,[23],0.0,0.0,0.0,[132]
Q_2021_GOV_P1,3,text,2,[23],0.0,0.0,0.0,"[132, 37, 89]"
Q_2021_GOV_P1,5,text,2,[23],1.0,0.2,0.2,"[132, 37, 89, 44, 23]"
Q_2021_GOV_P1,10,text,2,[23],1.0,0.14285714285714285,0.2,"[132, 37, 89, 44, 23, 30, 38]"
Q_2021_SAV_P2,1,text,1,[29],1.0,1.0,1.0,[29]
Q_2021_SAV_P2,3,text,1,[29],1.0,0.3333333333333333,1.0,"[29, 33, 27]"
Q_2021_SAV_P2,5,text,1,[29],1.0,0.25,1.0,"[29, 33, 27, 28]"
Q_2021_SAV_P2,10,text,1,[29],1.0,0.16666666666666666,1.0,"[29, 33, 27, 28, 24, 26]"
Q_2021_IJB_08,1,number,2,[26],0.0,0.0,0.0,[27]
Q_2021_IJB_08,3,number,2,[26],1.0,0.5,0.5,"[27, 26]"
Q_2021_IJB_08,5,number,2,[26],1.0,0.3333333333333333,0.5,"[27, 26, 132]"
Q_2021_IJB_08,10,number,2,[26],1.0,0.16666666666666666,0.5,"[27, 26, 132, 89, 31, 30]"
