arm,query_id,doc_id,difficulty,gold_pages,predicted_pages_top3,hit3,strict_correct,quote_support,failure_mode,extracted_answer,cited_pages,cited_spans,context_chars_used,latency_ms,table_query,financial_table_query,violations
baseline,Q_2022_FIN_06,Grampian-2021-2022,LEX,[21],"[21, 22]",1,1,1,strict_correct,"64,166",[21],"[""Core Capital Resource Limit 64,166 64,166 -""]",4302,4189.293,1,0,
baseline,Q_2022_GOV_02,Grampian-2021-2022,LEX,[21],"[21, 22]",1,1,1,strict_correct,"28,485",[21],"[""Non-Core Revenue Resource Limit 28,485 28,485 -""]",4302,3977.108,1,0,
baseline,Q_2022_STR_03,Grampian-2021-2022,STR,[16],"[16, 29, 135]",1,1,1,strict_correct,28.4%,[16],"[""Aberdeen City 28.4% 23.1%""]",4120,3490.995,1,0,
baseline,Q_2022_GOV_03,Grampian-2021-2022,LEX,[17],"[17, 96, 122]",1,0,0,did_not_identify_gold,49.308 million,[17],"[""The Charity had net assets of \u00a349.308 million at 31 March 2022 (\u00a345.921 million * restated at 31 March 2021).""]",3762,4740.569,1,0,
baseline,Q_2023_FIN_01,Grampian-2022-2023,MOD,[23],"[23, 24]",1,1,1,strict_correct,"1,292,491",[23],"[""Core Revenue Resource Limit 1,292,491 1,291,879 612""]",3661,3790.72,1,0,
baseline,Q_2023_FIN_02,Grampian-2022-2023,LEX,[23],"[23, 24]",1,1,1,strict_correct,"1,291,879",[23],"[""Core Revenue Resource Limit 1,292,491 1,291,879 612""]",3632,3943.85,1,0,
baseline,Q_2023_FIN_03,Grampian-2022-2023,LEX,[23],"[23, 24]",1,1,1,strict_correct,612,[23],"[""Core Revenue Resource Limit 1,292,491 1,291,879 612""]",3632,4358.106,1,0,
baseline,Q_2023_FIN_04,Grampian-2022-2023,MOD,[23],"[23, 148]",1,1,1,strict_correct,"1,546,903",[23],"[""Cash Requirement 1,546,903 1,546,903 -""]",2868,3332.542,1,0,
baseline,Q_2023_FIN_05,Grampian-2022-2023,LEX,[23],"[23, 24]",1,1,1,strict_correct,"1,338,691",[23],"[""Total Revenue Resource Limit 1,338,691 1,338,079 612""]",3632,3716.357,1,0,
baseline,Q_2023_FIN_06,Grampian-2022-2023,LEX,[23],"[23, 24]",1,1,1,strict_correct,"104,268",[23],"[""Core Capital Resource Limit 104,268 104,268 -""]",3661,3556.34,1,0,
baseline,Q_2023_FIN_09,Grampian-2022-2023,LEX,[25],"[20, 24, 25]",1,0,0,did_not_identify_gold,Expenditure of £23.1 million was incurred on non-delegated Board services.,[24],"[""The impact of the pandemic was less severe on services in 2022/23 than in 2021/22 but significant costs were still incurred across a range of services, including the COVID vaccination programme and the provision of sustainability payments to social care providers. Expenditure of \u00a323.1 million was incurred on non-delegated Board services.""]",3539,5618.351,1,0,
baseline,Q_2023_COV_01,Grampian-2022-2023,STR,[25],"[24, 103, 148]",0,0,0,did_not_identify_gold,,[],[],3050,2701.01,1,0,
baseline,Q_2023_COV_02,Grampian-2022-2023,LEX,[25],"[25, 79, 148]",1,0,0,did_not_identify_gold,,[],[],3035,2834.152,1,0,
baseline,Q_2023_GOV_03,Grampian-2022-2023,LEX,[19],"[19, 45, 121]",1,0,0,did_not_identify_gold,£45.3 million,[45],"[""which had assets at 31 March 2023 valued at \u00a345.3 million (31 March 2022 valued at \u00a349.3 million).""]",3033,3887.365,1,0,
baseline,Q_2023_FIN_11,Grampian-2022-2023,LEX,[23],"[23, 24]",1,1,1,strict_correct,"46,200",[23],"[""Non-Core Revenue Resource Limit 46,200 46,200 -""]",3661,3639.424,1,0,
baseline,Q_2024_FIN_01,Grampian-2023-2024,LEX,[26],"[26, 27]",1,0,0,did_not_identify_gold,"48,416",[26],"[""Core Revenue Resource Limit 48,416 48,416 0""]",3126,3274.045,1,0,
baseline,Q_2024_FIN_02,Grampian-2023-2024,STR,"[26, 118]","[26, 27]",1,0,0,did_not_identify_gold,0,[26],"[""Core Revenue Resource Limit 48,416 48,416 0""]",3082,3285.049,1,1,
baseline,Q_2024_FIN_03,Grampian-2023-2024,LEX,[26],"[26, 27]",1,1,1,strict_correct,97,[27],"[""Surplus in 2023/24 97""]",3126,3111.44,1,0,
baseline,Q_2024_FIN_06,Grampian-2023-2024,STR,[26],"[26, 27, 118]",1,0,0,did_not_identify_gold,"1,583,114",[118],"[""Netexpenditure |  |  |  | 1,583,114""]",10442,12122.874,1,0,
baseline,Q_2024_FIN_14,Grampian-2023-2024,STR,[118],"[26, 27, 31]",0,0,0,did_not_identify_gold,,[],[],3728,3752.388,1,1,
baseline,Q_2024_IJB_06,Grampian-2023-2024,STR,[22],"[22, 99, 154]",1,0,0,did_not_identify_gold,"645,802",[22],"[""645,802 645,802 513,009""]",2189,2556.793,1,0,
baseline,Q_2025_FIN_01,Grampian-2024-2025,STR,[28],"[29, 30]",0,0,0,did_not_identify_gold,,[],[],3427,3132.12,1,0,
baseline,Q_2025_FIN_02,Grampian-2024-2025,MOD,[28],"[28, 29]",1,1,1,strict_correct,"1,559,032",[28],"[""Core Revenue Resource Limit 1,559,285 1,559,032 253""]",3134,3327.328,1,0,
baseline,Q_2025_FIN_03,Grampian-2024-2025,MOD,[28],"[28, 29]",1,1,1,strict_correct,253,[28],"[""Core Revenue Resource Limit 1,559,285 1,559,032 253""]",3134,3415.261,1,0,
baseline,Q_2025_FIN_04,Grampian-2024-2025,LEX,[28],"[28, 29]",1,1,1,strict_correct,"1,706,002",[28],"[""Cash Requirement 1,706,002 1,706,002 -""]",3134,3204.563,1,0,
baseline,Q_2025_FIN_P2,Grampian-2024-2025,LEX,[28],"[28, 29]",1,1,1,strict_correct,"1,599,504",[28],"[""Total Revenue Resource Limit 1,599,504 1,599,251 253""]",3134,3954.953,1,0,
baseline,Q_2025_FIN_10,Grampian-2024-2025,STR,[28],"[28, 33]",1,1,1,strict_correct,"86,909",[28],"[""Core Capital Resource Limit 86,909 86,909 -""]",3148,3571.083,1,0,
