query_id,k,answer_type,num_variants,expected_pages,recall_at_k,precision_at_k,mrr_at_k,top_pages
Q_2024_IJB_03,3,number,2,[24],1.0,0.3333333333333333,1.0,"[24, 25, 70]"
Q_2024_IJB_03,5,number,2,[24],1.0,0.25,1.0,"[24, 25, 70, 154]"
Q_2024_IJB_03,10,number,2,[24],1.0,0.125,1.0,"[24, 25, 70, 154, 29, 27, 30, 22]"
Q_2024_IJB_04,1,number,2,[25],1.0,1.0,1.0,[25]
Q_2024_IJB_04,3,number,2,[25],1.0,0.3333333333333333,1.0,"[25, 24, 29]"
Q_2024_IJB_04,5,number,2,[25],1.0,0.25,1.0,"[25, 24, 29, 70]"
Q_2024_IJB_04,10,number,2,[25],1.0,0.125,1.0,"[25, 24, 29, 70, 30, 23, 27, 22]"
Q_2024_IJB_P1,1,number,2,[24],1.0,1.0,1.0,[24]
Q_2024_IJB_P1,3,number,2,[24],1.0,0.3333333333333333,1.0,"[24, 154, 22]"
Q_2024_IJB_P1,5,number,2,[24],1.0,0.25,1.0,"[24, 154, 22, 99]"
Q_2024_IJB_P1,10,number,2,[24],1.0,0.1111111111111111,1.0,"[24, 154, 22, 99, 5, 29, 27, 70, 25]"
Q_2024_DEL_01,1,number,1,[10],1.0,1.0,1.0,[10]
Q_2024_DEL_01,3,number,1,[10],1.0,0.3333333333333333,1.0,"[10, 11, 53]"
Q_2024_DEL_01,5,number,1,[10],1.0,0.25,1.0,"[10, 11, 53, 6]"
Q_2024_DEL_01,10,number,1,[10],1.0,0.125,1.0,"[10, 11, 53, 6, 63, 79, 159, 54]"
Q_2024_DEL_02,1,number,2,[10],1.0,1.0,1.0,[10]
Q_2024_DEL_02,3,number,2,[10],1.0,0.3333333333333333,1.0,"[10, 77, 74]"
Q_2024_DEL_02,5,number,2,[10],1.0,0.2,1.0,"[10, 77, 74, 75, 13]"
Q_2024_DEL_02,10,number,2,[10],1.0,0.1111111111111111,1.0,"[10, 77, 74, 75, 13, 11, 12, 83, 87]"
Q_2024_DEL_03,1,number,1,[10],1.0,1.0,1.0,[10]
Q_2024_DEL_03,3,number,1,[10],1.0,0.3333333333333333,1.0,"[10, 74, 13]"
Q_2024_DEL_03,5,number,1,[10],1.0,0.2,1.0,"[10, 74, 13, 77, 75]"
Q_2024_DEL_03,10,number,1,[10],1.0,0.1,1.0,"[10, 74, 13, 77, 75, 11, 87, 12, 27, 85]"
Q_2024_DEL_P1,1,number,1,[10],1.0,1.0,1.0,[10]
Q_2024_DEL_P1,3,number,1,[10],1.0,0.3333333333333333,1.0,"[10, 11, 53]"
Q_2024_DEL_P1,5,number,1,[10],1.0,0.25,1.0,"[10, 11, 53, 6]"
Q_2024_DEL_P1,10,number,1,[10],1.0,0.125,1.0,"[10, 11, 53, 6, 54, 79, 85, 27]"
Q_2024_STR_01,1,text,1,[10],0.0,0.0,0.0,[53]
Q_2024_STR_01,3,text,1,[10],0.0,0.0,0.0,"[53, 6, 80]"
Q_2024_STR_01,5,text,1,[10],0.0,0.0,0.0,"[53, 6, 80, 78]"
Q_2024_STR_01,10,text,1,[10],0.0,0.0,0.0,"[53, 6, 80, 78, 63, 54, 11, 58]"
Q_2024_STR_P1,1,text,1,[10],0.0,0.0,0.0,[6]
Q_2024_STR_P1,3,text,1,[10],0.0,0.0,0.0,"[6, 4, 53]"
Q_2024_STR_P1,5,text,1,[10],0.0,0.0,0.0,"[6, 4, 53, 28]"
Q_2024_STR_P1,10,text,1,[10],0.0,0.0,0.0,"[6, 4, 53, 28, 8, 27, 54]"
Q_2024_AE_01,1,number,1,[12],1.0,1.0,1.0,[12]
Q_2024_AE_01,3,number,1,[12],1.0,0.3333333333333333,1.0,"[12, 13, 14]"
Q_2024_AE_01,5,number,1,[12],1.0,0.2,1.0,"[12, 13, 14, 16, 11]"
Q_2024_AE_01,10,number,1,[12],1.0,0.1111111111111111,1.0,"[12, 13, 14, 16, 11, 84, 79, 8, 19]"
Q_2024_AE_02,1,number,1,[12],1.0,1.0,1.0,[12]
Q_2024_AE_02,3,number,1,[12],1.0,0.3333333333333333,1.0,"[12, 13, 36]"
Q_2024_AE_02,5,number,1,[12],1.0,0.2,1.0,"[12, 13, 36, 159, 34]"
Q_2024_AE_02,10,number,1,[12],1.0,0.1,1.0,"[12, 13, 36, 159, 34, 14, 10, 79, 27, 52]"
Q_2024_AE_P1,1,number,1,[12],0.0,0.0,0.0,[13]
Q_2024_AE_P1,3,number,1,[12],1.0,0.3333333333333333,0.5,"[13, 12, 14]"
Q_2024_AE_P1,5,number,1,[12],1.0,0.2,0.5,"[13, 12, 14, 79, 11]"
Q_2024_AE_P1,10,number,1,[12],1.0,0.1,0.5,"[13, 12, 14, 79, 11, 73, 19, 8, 72, 62]"
Q_2024_GOV_01,1,text,1,[25],0.0,0.0,0.0,[26]
Q_2024_GOV_01,3,text,1,[25],0.0,0.0,0.0,"[26, 39]"
Q_2024_GOV_01,5,text,1,[25],0.0,0.0,0.0,"[26, 39, 64, 45]"
Q_2024_GOV_01,10,text,1,[25],0.0,0.0,0.0,"[26, 39, 64, 45, 99, 151, 53, 51]"
Q_2024_GOV_02,1,number,1,[26],1.0,1.0,1.0,[26]
Q_2024_GOV_02,3,number,1,[26],1.0,0.3333333333333333,1.0,"[26, 27, 31]"
Q_2024_GOV_02,5,number,1,[26],1.0,0.25,1.0,"[26, 27, 31, 25]"
Q_2024_GOV_02,10,number,1,[26],1.0,0.14285714285714285,1.0,"[26, 27, 31, 25, 147, 145, 70]"
Q_2024_GOV_03,1,number,1,[26],0.0,0.0,0.0,[25]
Q_2024_GOV_03,3,number,1,[26],0.0,0.0,0.0,"[25, 131, 145]"
Q_2024_GOV_03,5,number,1,[26],0.0,0.0,0.0,"[25, 131, 145, 85]"
Q_2024_GOV_03,10,number,1,[26],0.0,0.0,0.0,"[25, 131, 145, 85, 147, 70, 139, 153]"
