id,doc_id,start_year,report_year,section,text_preview,page_start_num,page_end_num,x,y
Grampian-2004-2005:p0006_002,Grampian-2004-2005,2004,2005,DIRECTORS’ REPORT,"Grampian as a whole, and reflects the partnership approach, which is essential to improving health and health care. The following served as members of Grampian NHS Board during the year: Non-executive members Mr James R…",6,6,-2.9035325,0.63204193
Grampian-2004-2005:p0007_000,Grampian-2004-2005,2004,2005,MR ALEXANDER SMITH,Executive members Mr Alexander Smith Interim Chief Executive Dr Eric Baijal Director of Public Health (resigned 8 May 2005) Mr David Benton Nurse Director Mr Richard Carey Chief Operating Officer (appointed 1 October 20…,7,7,-2.5260959,0.59913254
Grampian-2004-2005:p0007_001,Grampian-2004-2005,2004,2005,MR ALEXANDER SMITH,"as at 31 March 2005, were as follows: Clinical Governance Committee The main duties of the Clinical Governance Committee are as follows: - Systems assurance – to ensure that clinical governance mechanisms are in place a…",7,7,-2.4844086,0.66857606
Grampian-2004-2005:p0008_000,Grampian-2004-2005,2004,2005,STAFF GOVERNANCE COMMITTEE,"Staff Governance Committee The committee has an important role in ensuring consistency of policy and equity of treatment of staff across the local NHS system, including remuneration issues, where they are not already co…",8,8,-2.308016,0.5086048
Grampian-2004-2005:p0008_001,Grampian-2004-2005,2004,2005,STAFF GOVERNANCE COMMITTEE,"researchers, funders, sponsors, employers, care organisations and professionals on the extent to which proposals for research studies comply with recognised ethical standards. The purpose of a Research Ethics Committee…",8,8,-2.2946064,0.503814
Grampian-2004-2005:p0008_002,Grampian-2004-2005,2004,2005,STAFF GOVERNANCE COMMITTEE,the specific issues of research ethics. The Committee provides ethical advice on clinical guidelines and helps in the development of policies for clinical care where there are ethical issues. The Chair of the Committee…,8,8,-2.3228858,0.55105454
Grampian-2004-2005:p0009_000,Grampian-2004-2005,2004,2005,HUMAN RESOURCES,"Board members’ Interests The register of interests of Board members is held at Summerfield House, 2 Eday Road, Aberdeen and may be inspected by members of the public by contacting the Board Secretary. The non executive…",9,9,0.40470347,-1.3078139
Grampian-2004-2005:p0009_001,Grampian-2004-2005,2004,2005,HUMAN RESOURCES,"in a positive Staff Governance Self- Assessment Audit and Action Plan and the implementation of new Pay Contracts. Highlights include the introduction of staff support policies for violence and aggression, dignity at wo…",9,9,-3.7237892,4.5386267
Grampian-2004-2005:p0009_002,Grampian-2004-2005,2004,2005,HUMAN RESOURCES,disabled can continue to contribute to the work of the Board. Appointment of Auditors The Public Finance and Accountability (Scotland) Act 2000 places personal responsibility on the Auditor General for Scotland to decid…,9,9,-3.697825,4.5070367
Grampian-2004-2005:p0010_000,Grampian-2004-2005,2004,2005,STATEMENT OF THE CHIEF EXECUTIVE’S RESPONSIBILITIES AS THE ACCOUNTABLE,"GRAMPIAN HEALTH BOARD ANNUAL ACCOUNTS 2004/05 STATEMENT OF THE CHIEF EXECUTIVE’S RESPONSIBILITIES AS THE ACCOUNTABLE OFFICER OF THE HEALTH BOARD Under Section 15 of the Public Finance and Accountability (Scotland) Act,…",10,10,-4.899748,4.1569123
Grampian-2004-2005:p0011_000,Grampian-2004-2005,2004,2005,STATEMENT OF THE CHIEF EXECUTIVE’S RESPONSIBILITIES AS THE ACCOUNTABLE,"GRAMPIAN HEALTH BOARD ANNUAL ACCOUNTS 2004/05 STATEMENT OF HEALTH BOARD MEMBERS’ RESPONSIBILITIES IN RESPECT OF THE ACCOUNTS Under the National Health Service (Scotland) Act 1978, the Health Board is required to prepare…",11,11,-4.510589,3.8074942
Grampian-2004-2005:p0011_001,Grampian-2004-2005,2004,2005,STATEMENT OF THE CHIEF EXECUTIVE’S RESPONSIBILITIES AS THE ACCOUNTABLE,the Board will continue to operate. The Health Board members are responsible for ensuring that proper accounting records are maintained which disclose with reasonable accuracy at any time the financial position of the B…,11,11,-4.4945016,3.754698
Grampian-2004-2005:p0012_000,Grampian-2004-2005,2004,2005,STATEMENT ON INTERNAL CONTROL,"GRAMPIAN HEALTH BOARD STATEMENT ON INTERNAL CONTROL As Accountable Officer, I have responsibility for maintaining a sound system of internal control that supports the achievement of the organisation’s policies, aims and…",12,12,3.6006165,-1.8091367
Grampian-2004-2005:p0012_001,Grampian-2004-2005,2004,2005,STATEMENT ON INTERNAL CONTROL,reviewing the effectiveness of the system of internal control. The following processes have been established throughout the financial year: G a Board which meets regularly to consider the plans and strategic direction o…,12,12,3.7576814,-1.3549671
Grampian-2004-2005:p0012_002,Grampian-2004-2005,2004,2005,STATEMENT ON INTERNAL CONTROL,"£10.7million, which includes a brought forward deficit of £4.8million, will be repaid by the end of the 2006/07 financial year, as part of NHS Grampian’s Financial Recovery Plan, incorporated in the Health Plan, and sub…",12,12,3.7584257,-1.8843436
Grampian-2004-2005:p0012_003,Grampian-2004-2005,2004,2005,STATEMENT ON INTERNAL CONTROL,projects; and G regular reports by internal audit which include the Head of Internal Audit’s independent opinion on the adequacy and effectiveness of the system of internal control together with recommendations for impr…,12,12,3.7407076,-1.9337728
Grampian-2004-2005:p0013_000,Grampian-2004-2005,2004,2005,STATEMENT ON INTERNAL CONTROL,G commitment to further developing the business continuity and information security arrangements operating across NHS Grampian. The above developments are consistent with the Board’s Risk Management Strategy and will fu…,13,13,3.4692042,-2.0835433
Grampian-2004-2005:p0013_001,Grampian-2004-2005,2004,2005,STATEMENT ON INTERNAL CONTROL,Service Auditor appointed by NSS prepared a report on the controls employed by NSS in providing this processing and payment service. This is the Board’s source of assurance that the system provides reliable information.…,13,13,-1.4828495,2.6129572
Grampian-2004-2005:p0014_000,Grampian-2004-2005,2004,2005,INDEPENDENT AUDITOR'S REPORT,"INDEPENDENT AUDITOR’S REPORT To the members of Grampian Health Board, the Scottish Parliament and the Auditor General for Scotland I have audited the financial statements on pages 13 to 29 and 32 to 47 under the Nationa…",14,14,-5.1503515,5.5406456
Grampian-2004-2005:p0014_001,Grampian-2004-2005,2004,2005,INDEPENDENT AUDITOR'S REPORT,"prepared by Audit Scotland, dated July 2001. Respective responsibilities of the Board Members, Accountable Officer and Auditor As described on pages 7 and 8 the Board and the Accountable Officer of Grampian Health Board…",14,14,-5.286368,5.640903
Grampian-2004-2005:p0014_002,Grampian-2004-2005,2004,2005,INDEPENDENT AUDITOR'S REPORT,"properly prepared in accordance with the National Health Service (Scotland) Act 1978 and directions made thereunder and whether, in all material respects, the expenditure and income shown in the financial statements wer…",14,14,-5.4149513,5.597144
Grampian-2004-2005:p0014_003,Grampian-2004-2005,2004,2005,INDEPENDENT AUDITOR'S REPORT,"consider whether the statement covers all risks and controls, or form an opinion on the effectiveness of the Health Board’s corporate governance procedures or its risk and control procedures. I read the Directors’ Repor…",14,14,-5.4762335,5.618811
Grampian-2004-2005:p0015_000,Grampian-2004-2005,2004,2005,INDEPENDENT AUDITOR'S REPORT,"An audit includes examination, on a test basis, of evidence relevant to the amounts, disclosures and regularity of expenditure and income shown in the financial statements. It also includes an assessment of the signific…",15,15,-5.4089756,5.7248497
Grampian-2004-2005:p0015_001,Grampian-2004-2005,2004,2005,INDEPENDENT AUDITOR'S REPORT,"applicable enactments and guidance issued by the Scottish Ministers. In forming my opinion, I also evaluated the overall adequacy of the presentation of information in the financial statements. Financial position I draw…",15,15,-5.3552823,5.656971
Grampian-2004-2005:p0015_002,Grampian-2004-2005,2004,2005,INDEPENDENT AUDITOR'S REPORT,"Scottish Executive Health Department will ensure that the Board has access to cash throughout the period 2005 to 2007, sufficient to allow it to meet its liabilities as and when they fall due. Accordingly, my opinion is…",15,15,-5.195071,5.5596933
Grampian-2004-2005:table_p0016,Grampian-2004-2005,2004,2005,CLINICAL SERVICES COSTS,Financial table on page 16 (Income Statement) Contains 28 line items across 4 columns. Row labels: OPERATINGCOSTSTATEMENTFORTHEYEARENDED; ClinicalServicesCosts; HospitalandCommunity. Key items: OPERATINGCOSTSTATEMENTFOR…,16,16,6.833273,4.981141
Grampian-2004-2005:table_p0017,Grampian-2004-2005,2004,2005,CLINICAL SERVICES COSTS,Financial table on page 17 (Unknown) Contains 5 line items across 4 columns. Row labels: Netgainonrevaluationoftangiblefixedassets; MovementinDonatedAssetReserveduetoreceipts; Totalrecognisedgainsfortheyear. Key items:…,17,17,6.8707514,4.9856167
Grampian-2004-2005:table_p0018,Grampian-2004-2005,2004,2005,BALANCE SHEET AS AT 31 MARCH 2005,Financial table on page 18 (Balance Sheet) Contains 28 line items across 4 columns. Row labels: BALANCESHEETASAT31MARCH2005; FIXEDASSETS. Key items: Asat | Asat; 31/3/2005 | 31/3/2004; Note | £000 | £000. Table (header-…,18,18,7.278764,6.2044773
Grampian-2004-2005:table_p0019,Grampian-2004-2005,2004,2005,BALANCE SHEET AS AT 31 MARCH 2005,Financial table on page 19 (Cash Flow) Contains 26 line items across 4 columns. Row labels: CASHFLOWSTATEMENTFORTHEYEARENDED31MARCH2005; 2004-05; Note£000; NETOPERATINGCASHFLOW; Netcashoutflowfromoperatingactivities. Ke…,19,19,7.2213883,6.008221
Grampian-2004-2005:p0020_000,Grampian-2004-2005,2004,2005,FINANCIAL STATEMENTS,1. ACCOUNTING POLICIES Authority a) These accounts have been prepared in accordance with the Resource Accounting Manual (RAM) issued by HM Treasury. The particular accounting policies adopted by NHS Grampian are describ…,20,20,-0.13851748,3.5751376
Grampian-2004-2005:p0020_001,Grampian-2004-2005,2004,2005,FINANCIAL STATEMENTS,cash flows of the former Trusts have been brought into account from the start of the financial year and prior year comparative figures have also been restated to reflect the merger. b) Going Concern The accounts are pre…,20,20,-0.14890939,3.668974
Grampian-2004-2005:p0020_002,Grampian-2004-2005,2004,2005,FINANCIAL STATEMENTS,the business by reference to their current costs. c) Funding Most of the expenditure of the Health Board is met from funds advanced by the Scottish Executive Health Department within an approved revenue resource limit .…,20,20,0.9675934,6.0698595
Grampian-2004-2005:p0021_000,Grampian-2004-2005,2004,2005,FINANCIAL STATEMENTS,"All assets falling into the following categories are capitalised: - Tangible assets which are capable of being used for a period which could exceed one year, and have a cost equal to or greater than £5,000; In cases whe…",21,21,4.8688297,10.250193
Grampian-2004-2005:p0021_001,Grampian-2004-2005,2004,2005,FINANCIAL STATEMENTS,"year, and have a replacement cost equal to or greater than £5,000. ii) Valuation Fixed assets are valued as follows: Specialised NHS land, buildings, installations and fittings are stated at their depreciated replacemen…",21,21,5.247736,9.794099
Grampian-2004-2005:p0021_002,Grampian-2004-2005,2004,2005,FINANCIAL STATEMENTS,net replacement cost or recoverable amount. The net replacement cost is the replacement cost of the asset as new depreciated in respect of its remaining useful life. The recoverable amount will only be used when the dec…,21,21,5.4612627,9.967055
Grampian-2004-2005:p0021_003,Grampian-2004-2005,2004,2005,FINANCIAL STATEMENTS,for specialised operational assets scheduled for imminent closure and subsequent disposal. Impairment: Losses in value reflected in valuations are accounted for in accordance with Financial Reporting Standard 11. The co…,21,21,6.344646,11.110398
Grampian-2004-2005:p0022_000,Grampian-2004-2005,2004,2005,FINANCIAL STATEMENTS,"Depreciation is charged on each main class of tangible asset as follows: a) Freehold land and assets in the course of construction are not depreciated. b) Buildings, installations, and fittings are depreciated on their…",22,22,7.0757036,10.956692
Grampian-2004-2005:p0022_001,Grampian-2004-2005,2004,2005,FINANCIAL STATEMENTS,other equipment Donated Assets iv) Fixed assets that are donated or purchased using donated funds are included in the Balance Sheet initially at the full replacement cost of the asset. The value of donated assets is cre…,22,22,3.6222124,11.822331
Grampian-2004-2005:p0023_000,Grampian-2004-2005,2004,2005,INTANGIBLE ASSETS,"Intangible assets, such as software licences, are capitalised when they are capable of being used in a Board’s activities for more than one year, they can be valued and they have a cost of at least £5,000. Intangible fi…",23,23,6.761846,12.363229
Grampian-2004-2005:p0023_001,Grampian-2004-2005,2004,2005,INTANGIBLE ASSETS,is written off to revenue as it is incurred. f) Debtors and Creditors Debtors and Creditors have been assessed on the basis of goods and services supplied or received up to and including 31 March 2005 for which payment…,23,23,-0.008854981,9.50989
Grampian-2004-2005:p0023_002,Grampian-2004-2005,2004,2005,INTANGIBLE ASSETS,determined on the basis of recommendations made by the Government Actuary. The pension cost charged to the Operating Cost Statement is based on an actuarial assessment of the cost to be borne by the NHS board. j) Medica…,23,23,0.06457581,9.426671
Grampian-2004-2005:p0024_000,Grampian-2004-2005,2004,2005,LIQUID RESOURCES,"Investments which are not accessible within 24 hours without loss of interest but which do not mature in a period greater than one year are classified as current asset investments in the balance sheet. Net cash at bank,…",24,24,0.9347613,9.729583
Grampian-2004-2005:p0024_001,Grampian-2004-2005,2004,2005,LIQUID RESOURCES,"of fixed assets. Where output tax is charged or input VAT is recoverable, the amounts are stated net of VAT. n) PFI Schemes The NHS follows HM Treasury’s Technical Note 1 (Revised) ‘How to Account for PFI Transactions’…",24,24,0.93446064,9.72934
Grampian-2004-2005:table_p0025,Grampian-2004-2005,2004,2005,NON EXECUTIVE,Financial table on page 25 (Staff Costs) Contains 21 line items across 1 columns. Column headers: 2(a)STAFFNUMBERSANDCOSTS2004/05. Row labels: ExecutiveBoardNonExecutive2003-04; MembersMembersPermanentStaffOtherStaffTot…,25,25,6.410854,4.3323283
Grampian-2004-2005:table_p0026,Grampian-2004-2005,2004,2005,CASH EQUIVALENT,Financial table on page 26 (Staff Costs) Contains 40 line items across 9 columns. Row labels: 2(b)BOARDMEMBERSREMUNER. Key items: 2(b)BOARDMEMBERSREMUNER | ATION–CU | RRENTYEAR; Totalaccrued | CashEquivalent | CashEquiv…,26,26,7.0805726,4.767827
Grampian-2004-2005:p0027_000,Grampian-2004-2005,2004,2005,CASH EQUIVALENT,Total accrued Cash Equivalent Cash Equivalent Superannuable Salary Real increase in pension at age 60 at Transfer Value Transfer Value Real increase in Service at (Bands of pension at age 60 31 March 2005 (CETV) at (CET…,27,27,-3.5059686,0.031012278
Grampian-2004-2005:table_p0028,Grampian-2004-2005,2004,2005,CASH EQUIVALENT,Financial table on page 28 (Staff Costs) Contains 37 line items across 9 columns. Row labels: 2(c)BOARDMEMBERSREMUN. Key items: 2(c)BOARDMEMBERSREMUN | ERATION–P | RIORYEAR; Totalaccrued | CashEquivalent | CashEquivalen…,28,28,7.0782275,4.719354
Grampian-2004-2005:table_p0029,Grampian-2004-2005,2004,2005,CASH EQUIVALENT,"Financial table on page 29 (Staff Costs) Contains 20 line items across 3 columns. Column headers: 2(d)HIGHERPAIDEMPLOYEESREMUNER | ATION | . Row labels: Otheremployeeswhoseremunerationfellwithi; Clinicians; £50,000to£60…",29,29,6.9406147,4.834217
Grampian-2004-2005:table_p0030,Grampian-2004-2005,2004,2005,EXPENDITURE NOT PAID IN CASH,"Financial table on page 30 (Balance Sheet) Contains 20 line items across 3 columns. Row labels: 3OTHEROPERATINGCOSTS; ExpenditureNotPaidinCash; Depreciation. Key items: 2004-05 | 2003-04; £000 | £000; Depreciation | 15,…",30,30,7.216516,5.440075
Grampian-2004-2005:table_p0031,Grampian-2004-2005,2004,2005,BY PROVIDER,Financial table on page 31 (Unknown) Contains 39 line items across 5 columns. Row labels: 4HOSPITALANDCOMMUNITYHE; BYPROVIDER; ByProvider; TreatmentinBoardareaofNHSScotl. Key items: 4HOSPITALANDCOMMUNITYHE | ALTHSERVICE…,31,31,6.93546,5.346374
Grampian-2004-2005:table_p0032,Grampian-2004-2005,2004,2005,BY PROVIDER,Financial table on page 32 (Staff Costs) Contains 17 line items across 3 columns. Column headers: GrampianUniversityHospitalsNHSTrustandGrampianPrimary | CareNHSTrust | . Row labels: 7OTHERSERVICES; OccupationalHealth;…,32,32,6.852142,4.968433
Grampian-2004-2005:p0033_000,Grampian-2004-2005,2004,2005,INDEPENDENT AUDITOR'S REPORT,"Independent Auditor’s Report To the members of Grampian Health Board As independent auditor, I have audited the account of Grampian Health Council for the year ended 31 March 2005 as set out in note 8. This report is ma…",33,33,-3.9685764,4.7406855
Grampian-2004-2005:p0033_001,Grampian-2004-2005,2004,2005,INDEPENDENT AUDITOR'S REPORT,"of Grampian Health Board have confirmed that this responsibility has been discharged. It is my responsibility, based on my audit, to form an independent opinion on the account and to report that opinion. Basis of audit…",33,33,-4.0333323,4.7693634
Grampian-2004-2005:table_p0034,Grampian-2004-2005,2004,2005,SALARIES & WAGES,Financial table on page 34 (Unknown) Contains 23 line items across 5 columns. Row labels: 8LOCALHEALTHCOUNCIL; Salaries&Wages; AdministrativeStaff; Travel&Subsistence. Key items: 8LOCALHEALTHCOUNCIL | 2004-052 | 004-052…,34,34,6.4035807,4.306156
Grampian-2004-2005:table_p0035,Grampian-2004-2005,2004,2005,HCH INCOME,Financial table on page 35 (Provisions) Contains 25 line items across 3 columns. Row labels: 9OPERATINGINCOME; HCHIncome; NHSScotlandBodies; -Boards. Key items: 9OPERATINGINCOME | 2004-05 | 2003-04; £000 | £000; -Boards…,35,35,6.886729,5.663037
Grampian-2004-2005:table_p0036,Grampian-2004-2005,2004,2005,10. ANALYSIS OF CAPITAL EXPENDITURE,Financial table on page 36 (Balance Sheet) Contains 30 line items across 2 columns. Row labels: 10ANALYSISOFCAPITALEXPENDITURE2005; £000; EXPENDITURE; AcquisitionofIntangibleFixedAssets-; AcquisitionofTangibleFixedAsset…,36,36,7.380996,6.367198
Grampian-2004-2005:table_p0037,Grampian-2004-2005,2004,2005,ASSETS UNDER,Financial table on page 37 (Unknown) Contains 29 line items across 9 columns. Key items: Buildings | Transport | Plantand | Information; Dwellings | and; (excluding | Equipment | Machinery | Technology. Table (header-in…,37,37,7.442473,6.5028367
Grampian-2004-2005:table_p0038,Grampian-2004-2005,2004,2005,ASSETS UNDER,Financial table on page 38 (Unknown) Contains 24 line items across 7 columns. Column headers: 12(b)Tangiblefixedassetscomprisethefo | llowingelement | sdonatedtot | heBoard: | | . Key items: Plant | Furniture; Buildings…,38,38,7.467964,6.450637
Grampian-2004-2005:table_p0039,Grampian-2004-2005,2004,2005,ASSETS UNDER,Financial table on page 39 (Unknown) Contains 8 line items across 3 columns. Row labels: 12(c)FIXEDASSETDISCLOSURES; Netbookvalueoftangiblefixedassetsat31March; Purchased; Donated. Key items: 12(c)FIXEDASSETDISCLOSURES…,39,39,7.456711,6.2979198
Grampian-2004-2005:table_p0040,Grampian-2004-2005,2004,2005,ASSETS UNDER,Financial table on page 40 (Cash Flow) Contains 26 line items across 2 columns. Row labels: 14DEBTORS; 200520052004; £000£000£000; Debtorsduewithin1year:; NHSScotland. Key items: 200520052004 | 2004; £000£000£000 | £000…,40,40,7.4300714,6.126694
Grampian-2004-2005:table_p0041,Grampian-2004-2005,2004,2005,ASSETS UNDER,Financial table on page 41 (Provisions) Contains 25 line items across 4 columns. Row labels: 16CREDITORS:AMOUNTSFALLINGDUEWITHINONE; NHSScotland; -Boards. Key items: 16CREDITORS:AMOUNTSFALLINGDUEWITHINONE | YEAR; 2005 |…,41,41,7.3986783,6.194967
Grampian-2004-2005:table_p0042,Grampian-2004-2005,2004,2005,ASSETS UNDER,Financial table on page 42 (Balance Sheet) Contains 22 line items across 4 columns. Row labels: 18MOVEMENTONWORKINGCAPITALBALANCES; STOCK. Key items: Opening | Closing | Net; Balances | Balances | Movement; £000 | £000…,42,42,7.3196692,6.174563
Grampian-2004-2005:table_p0043,Grampian-2004-2005,2004,2005,REVALUATION RESERVE,Financial table on page 43 (Provisions) Contains 22 line items across 3 columns. Row labels: 20MOVEMENTSONRESERVES; RevaluationReserve; Balanceat1April; Prioryearadjustment. Key items: 20MOVEMENTSONRESERVES | 2005 | 200…,43,43,7.1500354,5.733966
Grampian-2004-2005:p0044_000,Grampian-2004-2005,2004,2005,CAPITAL COMMITMENTS,"2005 2004 22. COMMITMENTS £000 £000 Capital Commitments NHS Grampian has the following Capital Commitments at 31 March 2005: Contracted 3,005 - Authorised but not Contracted 9,327 - Included within capital commitments t…",44,44,0.9969658,4.533782
Grampian-2004-2005:p0044_001,Grampian-2004-2005,2004,2005,CAPITAL COMMITMENTS,"854 987 After five years 43 - 1,209 1,126 24. COMMITMENTS UNDER PFI CONTRACTS NHS Grampian has entered into the following PFI contracts. OFF BALANCE SHEET Kincardine Community Hospital In 1997, NHS Grampian contracted w…",44,44,1.0035473,4.4406304
Grampian-2004-2005:p0045_000,Grampian-2004-2005,2004,2005,FUTURE COMMITMENTS,"Future Commitments At 31 March 2005, NHS Grampian is committed to the following payments in 2005/06 in respect of the above contract, analysed by the period during which the commitment expires: 31 March 2005 31 March 20…",45,45,-1.4079924,9.322417
Grampian-2004-2005:p0045_001,Grampian-2004-2005,2004,2005,FUTURE COMMITMENTS,of the assets and liabilities applicable to each employer is not identified. NHS Grampian will therefore account for its pension costs on a defined contribution basis as permitted by Financial Reporting Standard 17. For…,45,45,-1.4597286,9.342056
Grampian-2004-2005:p0045_002,Grampian-2004-2005,2004,2005,FUTURE COMMITMENTS,the amounts paid directly. The scheme provides benefits on a ‘’final salary’’ basis at a normal retirement age of 60. Annual benefits are th of the best of the last three years pensionable pay for each year of service.…,45,45,-1.2932979,9.99905
Grampian-2004-2005:p0045_003,Grampian-2004-2005,2004,2005,FUTURE COMMITMENTS,"and whether there is a surviving parent who will get a scheme widow/widower’s pension. Medical retirement is possible in the event of serious ill health. In this case, pensions are brought into payment immediately where…",45,45,-1.2772084,10.032826
Grampian-2004-2005:table_p0046,Grampian-2004-2005,2004,2005,PENSION PROVISION,Financial table on page 46 (Balance Sheet) Contains 16 line items across 5 columns. Column headers: fromtherevaluationexer | ciseat31Mar | ch2004 | | . Row labels: PrincipleStatement; BalanceSheet. Key items: PrincipleS…,46,46,7.101161,5.507493
Grampian-2004-2005:table_p0047,Grampian-2004-2005,2004,2005,CLINICAL SERVICES COSTS,Financial table on page 47 (Income Statement) Contains 26 line items across 6 columns. Row labels: 27(a)RESTATEDOPERATINGCOSTSTATEMENTFORTHEYE; ClinicalServicesCosts; HospitalandCommunity; Less:HospitalandCommunityIncom…,47,47,6.8181987,4.9497843
Grampian-2004-2005:table_p0048,Grampian-2004-2005,2004,2005,CLINICAL SERVICES COSTS,Financial table on page 48 (Unknown) Contains 4 line items across 6 columns. Column headers: | GHB | GUHT | GPCT | Adjustment | 01/04/04. Row labels: Netgain/(loss)onrevaluationoftangiblefixedassets; MovementinDonatedAs…,48,48,6.8793726,4.9887547
Grampian-2004-2005:table_p0049,Grampian-2004-2005,2004,2005,27(C) RESTATED BALANCE SHEET AT 1 APRIL 2004,Financial table on page 49 (Balance Sheet) Contains 23 line items across 6 columns. Row labels: 27(c)RESTATEDBALANCESHEETAT1APRIL2004; FIXEDASSETS; Intangiblefixedassets; Tangiblefixedassets. Key items: GHB | GUHT | GPC…,49,49,7.23879,6.315367
Grampian-2004-2005:table_p0050,Grampian-2004-2005,2004,2005,27(D) RESTATED CASHFLOW STATEMENT AT 1 APRIL 2004,"Financial table on page 50 (Cash Flow) Contains 25 line items across 5 columns. Row labels: 27(d)RESTATEDCASHFLOWSTATEMENTAT1APRIL2004; GHB; NETOPERATINGCASHFLOW£000; Netcashoutflowfromoperatingactivities(573,204); CAPI…",50,50,7.275429,6.010988
Grampian-2004-2005:p0051_000,Grampian-2004-2005,2004,2005,HEALTH BOARDS & COMMON SERVICES AGENCY,"HEALTH BOARDS & COMMON SERVICES AGENCY DIRECTION BY THE SCOTTISH MINISTERS 1. The Scottish Ministers, in exercise of the powers conferred upon them by sections 86(1), (1B) and (3) of the National Health Services (Scotla…",51,51,-4.509142,3.9999704
Grampian-2004-2005:p0051_001,Grampian-2004-2005,2004,2005,HEALTH BOARDS & COMMON SERVICES AGENCY,"shall comply with the accounting principles and disclosure requirements of the edition of the Resource Accounting Manual (“RAM”) which is in force for the year for which the accounts are prepared. 4, The accounts shall…",51,51,-4.188943,5.5074425
Grampian-2005-2006:p0002_000,Grampian-2005-2006,2005,2006,DIRECTORS’ REPORT,Contents 1 Annual Report 1 Directors’ Report 6 Operating and Financial Review 11 Remuneration Report 17 Statement of The Chief Executive’s Responsibilities as The Accountable Officer of the Health Board 18 Statement of…,2,2,-0.40618578,-3.7113175
Grampian-2005-2006:p0003_000,Grampian-2005-2006,2005,2006,DIRECTORS’ REPORT,Annual Report The Annual Report of Grampian Health Board for 2005/06 contains the following three sections: Directors’ Report; Operating and Financial Review; and Remuneration Report. DIRECTORS’ REPORT Accounting Conven…,3,3,-3.8935478,4.7042613
Grampian-2005-2006:p0003_001,Grampian-2005-2006,2005,2006,DIRECTORS’ REPORT,the Resource Accounting Manual (RAM). Appointment of Auditors The Public Finance and Accountability (Scotland) Act 2000 places personal responsibility on the Auditor General for Scotland to decide who is to undertake th…,3,3,-3.7307038,4.539379
Grampian-2005-2006:p0003_002,Grampian-2005-2006,2005,2006,DIRECTORS’ REPORT,members are selected and appointed through the public appointment process on the basis of their current organisational roles and particular expertise which enables them to contribute to the decision making process at a…,3,3,-2.8688061,0.68387187
