id,x,y,label,text,page,section,category,highlight
Grampian-2005-2006:p0020_001,4.1308527,22.248089,STATEMENT OF THE CHIEF EXECUTIVE’S RESPONSIBILITIES AS THE ACCOUNTABLE,the Board will continue to operate. The Health Board members are responsible for ensuring that proper accounting records are maintained which disclose with reasonable accuracy at any time the financial position of the B…,20,STATEMENT OF THE CHIEF EXECUTIVE’S RESPONSIBILITIES AS THE ACCOUNTABLE,Financial narrative,False
Grampian-2005-2006:p0021_000,4.435826,21.19056,STATEMENT ON INTERNAL CONTROL,"GRAMPIAN HEALTH BOARD STATEMENT ON INTERNAL CONTROL Scope of Responsibility As Accountable Officer, I have responsibility for maintaining a sound system of internal control that supports the achievement of the organisat…",21,STATEMENT ON INTERNAL CONTROL,Governance,False
Grampian-2005-2006:p0021_001,4.6851196,20.80352,STATEMENT ON INTERNAL CONTROL,"from the chairmen of the staff governance, clinical governance and audit committees, concerning any significant matters on governance and internal controls; and - The implementation of a unified Risk Management Strategy…",21,STATEMENT ON INTERNAL CONTROL,Governance,False
Grampian-2005-2006:p0021_002,4.5361457,20.828402,STATEMENT ON INTERNAL CONTROL,"of internal control is based on an ongoing process designed to identify and prioritise the principal risks to the achievement of the organisation’s policies, aims and objectives, to evaluate the likelihood of those risk…",21,STATEMENT ON INTERNAL CONTROL,Strategy / narrative,False
Grampian-2005-2006:p0022_000,4.4875226,20.627573,RISK AND CONTROL FRAMEWORK,Risk and Control Framework (continued) ! We have developed an assurance framework to assist each of the core governance committees identify and assess risks that fall within their remit; ! Risk management action plans h…,22,RISK AND CONTROL FRAMEWORK,Governance,False
Grampian-2005-2006:p0022_001,4.7474327,20.638554,RISK AND CONTROL FRAMEWORK,"systems in response to any relevant reviews and developments in best practice in this area. In particular, in the period covering the year to 31 March 2006 and up to the signing of the accounts, the organisation has imp…",22,RISK AND CONTROL FRAMEWORK,Financial narrative,False
Grampian-2005-2006:p0022_002,4.6885366,20.801008,RISK AND CONTROL FRAMEWORK,"and innovation plans which will deliver service re-design; and ! Ongoing commitment to the refinement of our performance management arrangements and performance measures. Review of Effectiveness As Accountable Officer,…",22,RISK AND CONTROL FRAMEWORK,Clinical performance,False
Grampian-2005-2006:p0023_000,3.611586,22.313757,PATIENT EXEMPTION CHECKING,! The approval of annual statements of assurance from each of the core governance committees of the Board; and ! Independent consideration of the statement on internal control and its disclosures by the Audit Committee…,23,PATIENT EXEMPTION CHECKING,Governance,False
Grampian-2005-2006:p0023_001,3.0370574,22.897408,PATIENT EXEMPTION CHECKING,"extrapolation of the sample results for NHS Grampian indicates that the level of income lost in prescription, dental and ophthalmic charges for the year to 31 December 2005 could possibly amount to £1 million. It should…",23,PATIENT EXEMPTION CHECKING,Financial narrative,False
Grampian-2005-2006:p0024_000,4.669783,21.790848,INDEPENDENT AUDITOR'S REPORT,"Independent Auditor’s Report Independent auditor’s report to the members of Grampian Health Board, the Auditor General for Scotland and the Scottish Parliament I have audited the financial statements of Grampian Health…",24,INDEPENDENT AUDITOR'S REPORT,Financial narrative,False
Grampian-2005-2006:p0024_001,4.955098,21.815483,INDEPENDENT AUDITOR'S REPORT,"Bodies prepared by Audit Scotland, dated July 2001. Respective responsibilities of the Board, Chief Executive and Auditor The Board and Chief Executive are responsible for preparing the Annual Report and the financial s…",24,INDEPENDENT AUDITOR'S REPORT,Financial narrative,False
Grampian-2005-2006:p0024_002,5.0439177,22.069107,INDEPENDENT AUDITOR'S REPORT,whether the financial statements and the part of the Remuneration Report to be audited have been properly prepared in accordance with the National Health Service (Scotland) Act 1978 and directions made thereunder by the…,24,INDEPENDENT AUDITOR'S REPORT,Financial narrative,False
Grampian-2005-2006:p0024_003,5.3043184,22.010374,INDEPENDENT AUDITOR'S REPORT,"Department’s guidance. I report if, in my opinion, it does not comply with the guidance or if it is misleading or inconsistent with other information I am aware of from my audit of the financial statements. I am not req…",24,INDEPENDENT AUDITOR'S REPORT,Financial narrative,False
Grampian-2005-2006:p0025_000,5.2257204,21.901999,INDEPENDENT AUDITOR'S REPORT,Basis of audit opinion I conducted my audit in accordance with the Public Finance and Accountability (Scotland) Act 2000 and International Standards on Auditing (UK and Ireland) issued by the Auditing Practices Board as…,25,INDEPENDENT AUDITOR'S REPORT,Financial narrative,False
Grampian-2005-2006:p0025_001,5.211315,21.864254,INDEPENDENT AUDITOR'S REPORT,"considered necessary in order to provide me with sufficient evidence to give reasonable assurance that the financial statements and the part of the Remuneration Report to be audited are free from material misstatement,…",25,INDEPENDENT AUDITOR'S REPORT,Financial narrative,False
Grampian-2005-2006:p0025_002,5.0281816,21.736551,INDEPENDENT AUDITOR'S REPORT,"at 31 March 2006 and of its surplus, recognised gains and losses and cash flows for the year then ended; and - the financial statements and the part of the Remuneration Report to be audited have been properly prepared i…",25,INDEPENDENT AUDITOR'S REPORT,Financial narrative,False
Grampian-2005-2006:table_p0026,7.27797,2.7648902,CLINICAL SERVICES COSTS,Financial table on page 26 (Income Statement) Contains 28 line items across 4 columns. Row labels: OPERATINGCOSTSTATEMENTFORTHEYEAREND; ClinicalServicesCosts; HospitalandCommunity. Key items: OPERATINGCOSTSTATEMENTFORTH…,26,CLINICAL SERVICES COSTS,Financial table,False
Grampian-2005-2006:table_p0027,6.9386883,3.9899144,NET GAIN ON REVALUATION OF TANGIBLE FIXED ASSETS,Financial table on page 27 (Unknown) Contains 6 line items across 4 columns. Column headers: STATEMENTOFRECOGNISEDGAINSANDLOSSESF | ORTHEYEAR | ENDED31MAR | CH2006. Row labels: NetGainonRevaluationofTangibleFixedAssets;…,27,NET GAIN ON REVALUATION OF TANGIBLE FIXED ASSETS,Financial table,False
Grampian-2005-2006:table_p0028,6.7500954,3.978887,BALANCE SHEET AS AT 31 MARCH 2006,Financial table on page 28 (Balance Sheet) Contains 28 line items across 4 columns. Row labels: BALANCESHEETASAT31MARCH2006; FIXEDASSETS. Key items: Asat | Asat; 31/3/2006 | 31/3/2005; Note | £000 | £000. Table (header-…,28,BALANCE SHEET AS AT 31 MARCH 2006,Financial table,False
Grampian-2005-2006:table_p0029,6.4416184,3.9148014,BALANCE SHEET AS AT 31 MARCH 2006,Financial table on page 29 (Cash Flow) Contains 26 line items across 4 columns. Row labels: CASHFLOWSTATEMENTFORTHEYEARENDED31MARCH200; 2005-06; Note£000; NETOPERATINGCASHFLOW; Netcashoutflowfromoperatingactivities. Key…,29,BALANCE SHEET AS AT 31 MARCH 2006,Financial table,False
Grampian-2005-2006:p0030_000,3.6293054,21.899246,FINANCIAL STATEMENTS,NOTES TO THE ACCOUNTS 1. ACCOUNTING POLICIES a) Authority These accounts have been prepared in accordance with the Financial Reporting Manual (FReM) issued by HM Treasury. The particular accounting policies adopted by N…,30,FINANCIAL STATEMENTS,Financial narrative,False
Grampian-2005-2006:p0030_001,3.0531142,21.852114,FINANCIAL STATEMENTS,to the Board on 31 March 2004 at the values recorded in the accounts of the Trusts for the year ended 31 March 2004. Accounting Convention The accounts are prepared on a historical cost basis modified to reflect changes…,30,FINANCIAL STATEMENTS,Financial narrative,False
Grampian-2005-2006:p0030_002,3.1495786,21.514685,FINANCIAL STATEMENTS,"Board that is not classed as funding. Non discretionary funding outwith the RRL is allocated to match actual expenditure incurred for the provision of specific pharmaceutical, dental or ophthalmic services identified by…",30,FINANCIAL STATEMENTS,Financial narrative,False
Grampian-2005-2006:p0031_000,2.263719,21.092648,FINANCIAL STATEMENTS,"- Tangible assets which are capable of being used for a period which could exceed one year, and have a cost equal to or greater than £5,000; - In cases where a new hospital would face an exceptional write off of items o…",31,FINANCIAL STATEMENTS,Financial narrative,False
Grampian-2005-2006:p0031_001,2.1367254,20.999212,FINANCIAL STATEMENTS,"or greater than £5,000. ii) Valuation Fixed assets are valued as follows: Specialised NHS land, buildings, installations and fittings are stated at their depreciated replacement cost, other than surplus land and buildin…",31,FINANCIAL STATEMENTS,Financial narrative,False
Grampian-2005-2006:p0031_002,1.9819664,20.851444,FINANCIAL STATEMENTS,recoverable amount. The net replacement cost is the replacement cost of the asset as new depreciated in respect of its remaining useful life. The recoverable amount will only be used when the decision has been made to d…,31,FINANCIAL STATEMENTS,Financial narrative,False
Grampian-2005-2006:p0031_003,2.3475237,20.786358,FINANCIAL STATEMENTS,been supplied for specialised operational assets scheduled for imminent closure and subsequent disposal. Impairment: Losses in value reflected in valuations are accounted for in accordance with Financial Reporting Stand…,31,FINANCIAL STATEMENTS,Financial narrative,False
Grampian-2005-2006:p0032_000,2.2592223,20.540668,FINANCIAL STATEMENTS,"iii) Depreciation Depreciation is charged on each main class of tangible asset as follows: a) Freehold land and assets in the course of construction are not depreciated. b) Buildings, installations, and fittings are dep…",32,FINANCIAL STATEMENTS,Financial narrative,False
Grampian-2005-2006:p0032_001,2.0310915,20.698723,FINANCIAL STATEMENTS,"medical and other equipment Intangible assets are amortised over the estimated lives of the assets, where applicable. iv) Donated Assets Fixed assets that are donated or purchased using donated funds are included in the…",32,FINANCIAL STATEMENTS,Financial narrative,False
Grampian-2005-2006:p0033_000,2.426653,20.621145,INTANGIBLE ASSETS,"vi) Leasing Rentals under operating leases are charged on a straight-line basis. vii) Intangible Assets Intangible assets, such as software licences, are capitalised when they are capable of being used in a Board’s acti…",33,INTANGIBLE ASSETS,Governance,False
Grampian-2005-2006:p0033_001,2.6526008,21.558134,INTANGIBLE ASSETS,licence and their useful economic lives. e) Research and Development Expenditure on Research and Development is written off to revenue as it is incurred. f) Debtors and Creditors Debtors and Creditors have been assessed…,33,INTANGIBLE ASSETS,Financial narrative,False
Grampian-2005-2006:p0033_002,2.846705,21.888788,INTANGIBLE ASSETS,to the NHS Superannuation Scheme for Scotland. Contributions to this Scheme and other schemes are determined on the basis of recommendations made by the Government Actuary. The pension cost charged to the Operating Cost…,33,INTANGIBLE ASSETS,Strategy / narrative,False
Grampian-2005-2006:p0034_000,3.211496,21.481825,RELATED PARTY TRANSACTIONS,k) Related Party Transactions FRS 8 requires disclosure of material related party transactions. Transactions with other NHS bodies for the commissioning of health care are summarised in Note 4. Other transactions with N…,34,RELATED PARTY TRANSACTIONS,Strategy / narrative,False
Grampian-2005-2006:p0034_001,3.0270603,21.287687,RELATED PARTY TRANSACTIONS,"VAT is charged to the relevant expenditure category or included in the capitalised purchase cost of fixed assets. Where output tax is charged or input VAT is recoverable, the amounts are stated net of VAT. n) PFI Scheme…",34,RELATED PARTY TRANSACTIONS,Financial narrative,False
Grampian-2005-2006:table_p0035,6.963338,2.7582304,RELATED PARTY TRANSACTIONS,Financial table on page 35 (Staff Costs) Contains 23 line items across 1 columns. Column headers: 2(a)STAFFNUMBERSANDCOSTS2005/06. Row labels: 2004-05ExecutiveBoard; TotalTotalMembersNonExecutiveMembersPermanentStaffOth…,35,RELATED PARTY TRANSACTIONS,Financial table,False
Grampian-2005-2006:table_p0036,6.9687877,2.9840953,RELATED PARTY TRANSACTIONS,"Financial table on page 36 (Staff Costs) Contains 21 line items across 3 columns. Column headers: 2(b)HIGHERPAIDEMPLOYEESREMUNE | RATION | . Row labels: Otheremployeeswhoseremunerationfellwit; Clinicians; £50,000to£60,0…",36,RELATED PARTY TRANSACTIONS,Financial table,False
Grampian-2005-2006:table_p0037,6.6386003,3.4173603,EXPENDITURE NOT PAID IN CASH,"Financial table on page 37 (Balance Sheet) Contains 18 line items across 4 columns. Row labels: 3OTHEROPERATINGCOSTS; ExpenditureNotPaidinCash; Depreciation. Key items: 2005-06 | 2004-05; £000 | £000; Depreciation | 16,…",37,EXPENDITURE NOT PAID IN CASH,Financial table,False
Grampian-2005-2006:table_p0038,7.434107,2.5867705,TREATMENT COSTS BY PROVIDER,Financial table on page 38 (Unknown) Contains 30 line items across 3 columns. Row labels: 4HOSPITALANDCOMMUNITYHEALTHSERVICES; TreatmentCostsByProvider; NHSScotlandPatientstreatedinGrampian. Key items: 2005-06 | 2004-05…,38,TREATMENT COSTS BY PROVIDER,Financial table,False
Grampian-2005-2006:table_p0039,7.375106,2.855406,UNIFIED BUDGET,Financial table on page 39 (Staff Costs) Contains 14 line items across 5 columns. Row labels: 5FAMILYHEALTHSERVICEEXPENDITURE; Unifie; PrimaryMedicalServices. Key items: Non | Total | Total; Unifie | dBudgetD | iscretio…,39,UNIFIED BUDGET,Financial table,False
Grampian-2005-2006:p0040_000,2.7014894,23.815384,SALARIES & WAGES,8. LOCAL HEALTH COUNCIL – PRIOR YEAR ONLY 2004-05 2004-05 Salaries & Wages Administrative Staff 142 Travel & Subsistence Council Members - Travel 9 Staff - Travel 4 Staff - Course Fees & Expenses 1 156 Accommodation Exp…,40,SALARIES & WAGES,Strategy / narrative,False
Grampian-2005-2006:table_p0041,7.2611923,3.0790284,HCH INCOME,Financial table on page 41 (Provisions) Contains 24 line items across 3 columns. Row labels: 9OPERATINGINCOME; HCHIncome; NHSScotlandBodies; -Boards. Key items: 9OPERATINGINCOME | 2005-06 | 2004-05; £000 | £000; -Boards…,41,HCH INCOME,Financial table,False
Grampian-2005-2006:table_p0042,6.844423,3.5917997,10. ANALYSIS OF CAPITAL EXPENDITURE,"Financial table on page 42 (Unknown) Contains 30 line items across 4 columns. Row labels: 10ANALYSISOFCAPITALEXPENDITURE200; £00; EXPENDITURE; 46AcquisitionofIntangibleFixedAssets; 16,04AcquisitionofTangibleFixedAssets.…",42,10. ANALYSIS OF CAPITAL EXPENDITURE,Financial table,False
Grampian-2005-2006:table_p0043,7.2495747,3.8483293,10. ANALYSIS OF CAPITAL EXPENDITURE,Financial table on page 43 (Unknown) Contains 27 line items across 9 columns. Row labels: 12(a)TANGIBLEFIXEDAS; L. Key items: 12(a)TANGIBLEFIXEDAS | SETS(Purchased | Assets); L | and&Buildings; (excluding | Transport |…,43,10. ANALYSIS OF CAPITAL EXPENDITURE,Financial table,False
Grampian-2005-2006:table_p0044,7.190525,3.8777332,10. ANALYSIS OF CAPITAL EXPENDITURE,Financial table on page 44 (Unknown) Contains 20 line items across 7 columns. Row labels: 12(b)TANGIBLEFIXEDASSETS(Don; Costorvaluation. Key items: 12(b)TANGIBLEFIXEDASSETS(Don | atedAssets); Land&Buildings | Transport…,44,10. ANALYSIS OF CAPITAL EXPENDITURE,Financial table,False
Grampian-2005-2006:p0045_000,1.8176979,21.013924,10. ANALYSIS OF CAPITAL EXPENDITURE,"12. (c) FIXED ASSET DISCLOSURES 2006 2005 Net book value of tangible fixed assets at 31 March 331,459 Purchased 336,363 14,205 Donated 14,165 Total 345,664 350,528 Net book value related to land valued at open market va…",45,10. ANALYSIS OF CAPITAL EXPENDITURE,Financial table,False
Grampian-2005-2006:table_p0046,7.0590816,3.5712903,10. ANALYSIS OF CAPITAL EXPENDITURE,Financial table on page 46 (Cash Flow) Contains 27 line items across 2 columns. Row labels: 14DEBTORS; 200620062005; £000£000£000; Debtorsduewithin1year:; NHSScotland. Key items: 200620062005 | 2005; £000£000£000 | £000…,46,10. ANALYSIS OF CAPITAL EXPENDITURE,Financial table,False
