id,x,y,label,text,page,section,category,highlight
scottish_budget_2024_25:p0005_003,-6.274901,-8.696107,EXECUTIVE SUMMARY: INCOME TAX,"""static costing"" – i.e. before taking account of behaviour). The increase in the top rate of tax is expected to generate just £8 million after accounting for behaviour (only 15% of the static costing). These costings ar…",5,EXECUTIVE SUMMARY: INCOME TAX,Financial narrative,False
scottish_budget_2024_25:p0006_000,-0.9193273,-7.471896,SCOTTISH GOVERNMENT,more evidence emerges. Tax revenues forecast to perform well and provide significant new resource to the Scottish Government The creation of a new tax band (increasing Scotland's total to six bands compared with three i…,6,SCOTTISH GOVERNMENT,Strategy / narrative,False
scottish_budget_2024_25:p0006_001,-0.86306214,-7.425034,SCOTTISH GOVERNMENT,rest of the UK and if Scotland's per capita tax revenues had grown at the same rate as the rest of the UK. This is a much improved position relative to previous forecasts and is double the income tax net position for 20…,6,SCOTTISH GOVERNMENT,Financial narrative,False
scottish_budget_2024_25:p0006_002,-1.1122553,-6.9386215,SCOTTISH GOVERNMENT,"basis of latest forecasts, the income tax net position (the difference between expected revenues and the BGA) is expected to reach £2.3 billion by 2028-29, although the SFC note that the net position is highly sensitive…",6,SCOTTISH GOVERNMENT,Financial narrative,False
scottish_budget_2024_25:p0006_003,-2.089837,-6.6899767,SCOTTISH GOVERNMENT,"year's medium-term financial strategy (MTFS) and in a recent letter to the Finance and Public Administration Committee that the Scottish Government would publish multi-year budgets, the DFM delivered a single-year Budge…",6,SCOTTISH GOVERNMENT,Financial narrative,False
scottish_budget_2024_25:p0007_000,-2.122722,-5.976441,THE FINANCE AND PUBLIC ADMINISTRATION COMMITTEE HAD ALSO REQUESTED IN ITS PRE-BUDGET,"practice. The only additional information came in the form of a letter sent to the Finance and Public Administration Committee on budget day , which set out some government work and planning in this area, but this was a…",7,THE FINANCE AND PUBLIC ADMINISTRATION COMMITTEE HAD ALSO REQUESTED IN ITS PRE-BUDGET,Financial narrative,False
scottish_budget_2024_25:p0007_001,-1.5019184,-5.609193,THE FINANCE AND PUBLIC ADMINISTRATION COMMITTEE HAD ALSO REQUESTED IN ITS PRE-BUDGET,"policy published with the Budget. The Scottish Government stated that it will ""set out pay metrics for 2024-25 following the [UK] Spring Budget"", though this is scheduled for 6 March 2024 and likely to take place after…",7,THE FINANCE AND PUBLIC ADMINISTRATION COMMITTEE HAD ALSO REQUESTED IN ITS PRE-BUDGET,Financial narrative,False
scottish_budget_2024_25:p0007_002,-1.3693047,-5.4567685,THE FINANCE AND PUBLIC ADMINISTRATION COMMITTEE HAD ALSO REQUESTED IN ITS PRE-BUDGET,"increase the ability of Parliament to understand or scrutinise the impact of the Budget on Scotland's climate. The previous taxonomy categorised capital spending as either low, neutral or high carbon. There is some addi…",7,THE FINANCE AND PUBLIC ADMINISTRATION COMMITTEE HAD ALSO REQUESTED IN ITS PRE-BUDGET,Financial narrative,False
scottish_budget_2024_25:p0007_003,-1.9622982,-5.6587605,THE FINANCE AND PUBLIC ADMINISTRATION COMMITTEE HAD ALSO REQUESTED IN ITS PRE-BUDGET,emissions in future years? There is plenty for Parliament to get its teeth into in the coming weeks as it considers whether these Budget and tax proposals should be enacted. Areas for ongoing Parliamentary scrutiny The…,7,THE FINANCE AND PUBLIC ADMINISTRATION COMMITTEE HAD ALSO REQUESTED IN ITS PRE-BUDGET,Financial narrative,False
scottish_budget_2024_25:p0008_000,-5.8559823,-8.34927,THE FINANCE AND PUBLIC ADMINISTRATION COMMITTEE HAD ALSO REQUESTED IN ITS PRE-BUDGET,"into ""primary"" and ""secondary"" outcomes. This is a useful overview, as far as it goes. However, given the high-level nature of both the outcomes and the portfolios, it is questionable how useful this will be for scrutin…",8,THE FINANCE AND PUBLIC ADMINISTRATION COMMITTEE HAD ALSO REQUESTED IN ITS PRE-BUDGET,Financial narrative,False
scottish_budget_2024_25:p0009_000,-1.6874809,-6.269751,CONTEXT FOR SCOTTISH BUDGET 2024-25,Context for Scottish Budget 2024-25 Scottish Budget: 2024 to 2025 1 was published on 19 December 2023 and presents the Scottish Government's proposed spending and tax plans for next year. The publication signals the sta…,9,CONTEXT FOR SCOTTISH BUDGET 2024-25,Financial narrative,False
scottish_budget_2024_25:p0009_001,-1.6298511,-6.040844,CONTEXT FOR SCOTTISH BUDGET 2024-25,"has impacted on the Scottish Budget with significant in-year changes being required in both 2022-23 and the current financial year (2023-24). These changes have been required to fund inflationary pressures on people's ""…",9,CONTEXT FOR SCOTTISH BUDGET 2024-25,Financial narrative,False
scottish_budget_2024_25:p0009_002,-1.5261822,-6.157354,CONTEXT FOR SCOTTISH BUDGET 2024-25,"economic growth will remain fragile in the medium term, albeit the Scottish economy has proven more resilient in 2023 than previously forecast. In December 2022, the SFC was forecasting Scottish GDP would fall by 1% thi…",9,CONTEXT FOR SCOTTISH BUDGET 2024-25,Financial narrative,False
scottish_budget_2024_25:table_p0010,13.05391,15.203166,CONTEXT FOR SCOTTISH BUDGET 2024-25,"Financial table on page 10 (Unknown) Contains 25 line items across 1 columns. Column headers: ScottishBudget2024-25,24/01. Row labels: presenting:; “alongsidetheScottishBudget2024-25(1)whathasactuallybeenspentineach; ar…",10,CONTEXT FOR SCOTTISH BUDGET 2024-25,Financial table,False
scottish_budget_2024_25:table_p0011,13.213137,15.171204,CONTEXT FOR SCOTTISH BUDGET 2024-25,"Financial table on page 11 (Unknown) Contains 19 line items across 1 columns. Column headers: ScottishBudget2024-25,24/01. Row labels: Budgetallocations; Totalallocations; TotalManagedExpenditure(TME)comprisesResource,n…",11,CONTEXT FOR SCOTTISH BUDGET 2024-25,Financial table,False
scottish_budget_2024_25:table_p0012,12.877551,15.42823,SCOTTISH GOVERNMENT,"Financial table on page 12 (Unknown) Contains 6 line items across 1 columns. Column headers: ScottishBudget2024-25,24/01. Row labels: Figure2:AbsolutechangeinResourceandCapital,2023-24to2024-25,£m; ScottishGovernment; P…",12,SCOTTISH GOVERNMENT,Financial table,False
scottish_budget_2024_25:table_p0013,12.788587,15.436339,SCOTTISH GOVERNMENT,Financial table on page 13 (Unknown) Contains 15 line items across 2 columns. Column headers: Figu | re3showstheBudgettoBudget2023-24to2024-25portfoliochangesincashand. Row labels: real; •; •. Key items: real | termsKey…,13,SCOTTISH GOVERNMENT,Financial table,False
scottish_budget_2024_25:p0014_000,-1.8055383,-7.1052003,RESOURCE AND CAPITAL ALLOCATIONS,Figure 4 below shows the split between Resource and Capital by portfolio. This shows that most portfolios are heavily weighted towards funding day-to-day spending commitments (the Resource budget). Figure 4: Resource an…,14,RESOURCE AND CAPITAL ALLOCATIONS,Financial narrative,False
scottish_budget_2024_25:p0014_001,-1.625967,-7.1766057,RESOURCE AND CAPITAL ALLOCATIONS,"of spending power via a positive block grant adjustment (BGA) to the Scottish Budget. However, it also brought with it increased budgetary risks, as any spending over and above the BGA must be found from other resources…",14,RESOURCE AND CAPITAL ALLOCATIONS,Financial narrative,False
scottish_budget_2024_25:p0015_000,-6.100244,-8.3141575,RESOURCE AND CAPITAL ALLOCATIONS,"billion more than the BGA by the end of the forecast period in 2028-29. This is discussed in more detail in the section of the briefing on the SFC forecasts . In line with the approach taken by the UK government, the Sc…",15,RESOURCE AND CAPITAL ALLOCATIONS,Financial narrative,False
scottish_budget_2024_25:p0016_000,-1.7622855,-7.662611,FIGURE 5: DEVOLVED SOCIAL SECURITY SPEND FOR 2024-25,"Scottish Budget 2024-25, 24/01 Figure 5: Devolved Social Security spend for 2024-25 Devolved Social Security spend for 2024-25 £6,258m Department for Work and Pensions £1,925m Severe Disablement} Local Authorities Allow…",16,FIGURE 5: DEVOLVED SOCIAL SECURITY SPEND FOR 2024-25,Financial narrative,False
scottish_budget_2024_25:p0016_001,-1.4508469,-7.5800824,FIGURE 5: DEVOLVED SOCIAL SECURITY SPEND FOR 2024-25,Start Grant | — -@ Payment - £450m - £21m . . Pension Age Winter Heating Payment Disability Payment - £24m y ray - £189m Pension Age Winter Heating Payment - £180m Carer's Allowance Supplement - £55m Sources: Scottish F…,16,FIGURE 5: DEVOLVED SOCIAL SECURITY SPEND FOR 2024-25,Financial narrative,False
scottish_budget_2024_25:p0017_000,-2.0096774,-6.355965,SCOTTISH GOVERNMENT,"Largest budget changes Figure 6 presents the largest (real terms) changes proposed for Level 3 budget lines. (Level 1 is portfolio level budgets, moving to Level 4 for the most detailed budget lines.) Figure 6: Real ter…",17,SCOTTISH GOVERNMENT,Financial narrative,False
scottish_budget_2024_25:p0018_000,-5.2773924,-7.706645,SCOTTISH GOVERNMENT,"Topical issues Public service reform, workforce and pay There was much discussion in advance of the Budget about the need for public service reform, and the likelihood of reductions to the size of the public sector work…",18,SCOTTISH GOVERNMENT,Financial narrative,False
scottish_budget_2024_25:p0018_001,-5.1160593,-7.9636955,SCOTTISH GOVERNMENT,"2024-25. The Scottish Government now estimates the average public sector pay award in 2023-24 was 6.5 per cent, 3 percentage points higher than estimated in May 2023. The Scottish Government set out in November 2023 how…",18,SCOTTISH GOVERNMENT,Financial narrative,False
scottish_budget_2024_25:p0018_002,-5.713765,-7.769184,SCOTTISH GOVERNMENT,"since 2022, changed multiple times, as have the timescales for publishing further detail on what the programme will entail. Given the financial challenges facing the Scottish Budget, this represents a missed opportunity…",18,SCOTTISH GOVERNMENT,Financial narrative,False
scottish_budget_2024_25:p0019_000,-5.44773,-7.4765,SCOTTISH GOVERNMENT,"Having no pay policy presents another risk to the Scottish Government's budget for next year. Where pay increases are larger than the growth in the resource budget, there is a requirement to either reduce the number of…",19,SCOTTISH GOVERNMENT,Financial narrative,False
scottish_budget_2024_25:p0019_001,-5.214834,-8.187722,SCOTTISH GOVERNMENT,"indeed in the other portfolio level 4 budget lines aside from CEAC. The NHS Recovery, Health and Social Care Level 4 budget includes a rather unhelpfully titled ""Other Board Services and Miscellaneous Income"" line, whic…",19,SCOTTISH GOVERNMENT,Financial narrative,False
scottish_budget_2024_25:p0019_002,-5.599114,-7.0364337,SCOTTISH GOVERNMENT,"services and establishing the infrastructure that enables us to collectively make progress. - Saving: Identifying where the Scottish Government and public bodies can deliver clear and quantifiable, cashable savings, set…",19,SCOTTISH GOVERNMENT,Financial narrative,False
scottish_budget_2024_25:p0020_000,-5.3421154,-7.1550965,SCOTTISH GOVERNMENT,- Taking all opportunities to offer services in different ways. - Considering reclassification/alignment/merger of bodies or function. - Reducing service only where these options are exhausted. The document also makes r…,20,SCOTTISH GOVERNMENT,Financial narrative,False
scottish_budget_2024_25:p0020_001,-5.7133274,-7.227415,SCOTTISH GOVERNMENT,"these changes in a way that spreads the benefits and risks equitably is a key challenge for policy makers. In general terms, this is referred to by the Scottish Government as delivering a ""just transition"". From a budge…",20,SCOTTISH GOVERNMENT,Financial narrative,False
scottish_budget_2024_25:p0020_002,-6.1043625,-7.7606254,SCOTTISH GOVERNMENT,"Transition Plan. It is also developing Just Transition Plans for the Grangemouth area and three sectors: agriculture and land use, construction and the built environment, and transport. Whilst there are few line items i…",20,SCOTTISH GOVERNMENT,Financial narrative,False
scottish_budget_2024_25:table_p0021,12.558283,15.291862,SCOTTISH GOVERNMENT,"Financial table on page 21 (Unknown) Contains 42 line items across 1 columns. Column headers: ScottishBudget2024-25,24/01. Row labels: budgetline(a438%decrease),withintheWellbeingEconomy,FairWorkandEnergy; portfolioThis…",21,SCOTTISH GOVERNMENT,Financial table,False
scottish_budget_2024_25:p0022_000,-4.9950447,-7.502992,SCOTTISH GOVERNMENT,"the Budget. Other budgetary issues Health and social care As has been the case for many years now, the health and social care budget has been awarded higher increases than other areas of spending. The total budget for h…",22,SCOTTISH GOVERNMENT,Financial narrative,False
scottish_budget_2024_25:p0022_001,-5.374339,-9.077004,SCOTTISH GOVERNMENT,"for adult social care workers to £12 per hour, which comes at a cost of over £200 million. The progress of the Scottish Government's flagship National Care Service (NCS) Bill has been delayed and costs have been revised…",22,SCOTTISH GOVERNMENT,Financial narrative,False
scottish_budget_2024_25:p0022_002,-5.682541,-8.703673,SCOTTISH GOVERNMENT,"AHSP budget for 2024-25 is £556 million, although this figure is not provided explicitly in any of the budget tables in the budget documents except as a footnote to table A3.03 and in the accompanying text. The 2024-25…",22,SCOTTISH GOVERNMENT,Financial narrative,False
scottish_budget_2024_25:p0023_000,-5.218292,-8.727468,SCOTTISH GOVERNMENT,Scottish National Investment Bank's FT budget drops from £238 million to £174 million (net of repayments). This is the lowest budget settlement since 2019-20 when SNIB was launched. Another area within the Wellbeing Eco…,23,SCOTTISH GOVERNMENT,Financial narrative,False
scottish_budget_2024_25:table_p0024,12.756028,15.314663,SCOTTISH GOVERNMENT,"Financial table on page 24 (Unknown) Contains 35 line items across 1 columns. Column headers: ScottishBudget2024-25,24/01. Row labels: Localgovernment; Thelocalgovernmentelementofthebudgetisalwaysoneofthemostfraught,and…",24,SCOTTISH GOVERNMENT,Financial table,False
scottish_budget_2024_25:table_p0025,12.900627,15.7699,LOCAL GOVERNMENT (REVENUE),"Financial table on page 25 (Unknown) Contains 46 line items across 6 columns. Row labels: Table2:LocalGovernm; (£m); LocalGovernment(Revenue). Key items: ScottishBudget | 2024- | 25,24/01; Table2:LocalGovernm | entreven…",25,LOCAL GOVERNMENT (REVENUE),Financial table,False
scottish_budget_2024_25:p0026_000,-6.3957915,-9.457332,LOCAL GOVERNMENT (REVENUE),"and 3. Although the combined ring-fenced grants plus in-year transfers for 2024-25 remains very high (at £1.7 billion), as a proportion of the total revenue settlement it is smaller than in the previous two years. Figur…",26,LOCAL GOVERNMENT (REVENUE),Financial narrative,False
scottish_budget_2024_25:table_p0027,12.907617,15.813468,LOCAL GOVERNMENT (CAPITAL),"Financial table on page 27 (Unknown) Contains 46 line items across 5 columns. Row labels: Table4:LocalGovernm; (£m); LocalGovernment(Capital). Key items: ScottishBudget | 2024-25,24/01; Table4:LocalGovernm | entcapitals…",27,LOCAL GOVERNMENT (CAPITAL),Financial table,False
scottish_budget_2024_25:p0028_000,-6.272543,-9.947279,LOCAL GOVERNMENT (CAPITAL),Planning Committee in November: “ We are very much committed to partnership working right across all aspects of the new deal with local government and specifically with regard to the council tax freeze. We are committed…,28,LOCAL GOVERNMENT (CAPITAL),Financial narrative,False
scottish_budget_2024_25:p0028_001,-6.127293,-9.752091,LOCAL GOVERNMENT (CAPITAL),"of central government announcing a freeze on a local tax before having first consulted local government, there is the practical question of how much a ""fully funded"" freeze would cost the Scottish Government should loca…",28,LOCAL GOVERNMENT (CAPITAL),Financial narrative,False
scottish_budget_2024_25:p0028_002,-6.5029693,-9.628022,LOCAL GOVERNMENT (CAPITAL),"£140 million of additional investment for local services.” Deputy First Minister, Budget statement , 19 December 2023 In its response to the Scottish Budget , COSLA argued that a fully-funded freeze would require the Sc…",28,LOCAL GOVERNMENT (CAPITAL),Financial narrative,False
scottish_budget_2024_25:p0029_000,-6.29385,-9.538822,LOCAL GOVERNMENT (CAPITAL),Tax Income tax Income tax proposals The Scottish Government set out its proposals for income tax from April 2024 4 as part of the Scottish Budget 2024-25. These proposals need to be approved by a Scottish Rate Resolutio…,29,LOCAL GOVERNMENT (CAPITAL),Financial narrative,False
scottish_budget_2024_25:p0029_001,-6.495502,-9.800586,LOCAL GOVERNMENT (CAPITAL),"at which starter rate tax and basic rate tax is paid increases in line with inflation. For example, in 2023-24, the first £2,162 of taxable income was taxed at 19%. Under the proposals for 2024-25, the first £2,306 will…",29,LOCAL GOVERNMENT (CAPITAL),Financial table,False
scottish_budget_2024_25:table_p0030,12.683165,15.569707,LOCAL GOVERNMENT (CAPITAL),"Financial table on page 30 (Unknown) Contains 2 line items across 6 columns. Row labels: NSNDincometax. Key items: 2024-25 | 2025-26 | 2026-27 | 2027-28; NSNDincometax | 18,844 | 19,873 | 20,856. Table (header-injected…",30,LOCAL GOVERNMENT (CAPITAL),Financial table,False
scottish_budget_2024_25:p0031_000,-0.9362721,-7.2652326,SCOTTISH FISCAL COMMISSION,"Scottish Fiscal Commission Income tax net position In 2024-25, the income tax net position is expected to be £1.4 billion. That is, NSND income tax revenues in Scotland are expected to exceed the block grant adjustment…",31,SCOTTISH FISCAL COMMISSION,Financial narrative,False
scottish_budget_2024_25:p0031_001,-0.7650101,-7.479334,SCOTTISH FISCAL COMMISSION,"This largely reflects much stronger earnings growth in Scotland, both relative to previous forecasts and relative to the rest of the UK. On the basis of latest forecasts, the income tax net position (the difference betw…",31,SCOTTISH FISCAL COMMISSION,Financial narrative,False
scottish_budget_2024_25:p0032_000,-0.5659803,-7.743114,SCOTTISH FISCAL COMMISSION,"Scottish Fiscal Commission In contrast to previous years, the net income tax position is now broadly in line with the additional amount that Scottish taxpayers are paying relative to what they would be paying under rUK…",32,SCOTTISH FISCAL COMMISSION,Financial narrative,False
scottish_budget_2024_25:p0032_001,-0.6356992,-7.708299,SCOTTISH FISCAL COMMISSION,"taxpayers. Above this earnings level, Scottish taxpayers pay more tax than they would in the rest of the UK and the gap widens rapidly for those earning above £50,000. Those earning more than £50,000 will be paying at l…",32,SCOTTISH FISCAL COMMISSION,Strategy / narrative,False
scottish_budget_2024_25:table_p0033,12.819243,14.679557,SCOTTISH GOVERNMENT PROPOSALS 2024-25,"Financial table on page 33 (Unknown) Contains 20 line items across 4 columns. Column headers: Annual | ScottishGovernmentproposals2024-25 | Differencecomparedwith | Differencecompared. Row labels: earnings; 15,000; 20,0…",33,SCOTTISH GOVERNMENT PROPOSALS 2024-25,Financial table,False
scottish_budget_2024_25:p0034_000,-0.68003327,-7.8477416,SPICE ANALYSIS USING UKMOD,"SPICe analysis using UKMOD Interaction with rUK tax policy Decisions on national insurance contributions (NICs) are made by the UK government, but will interact with the Scottish Government's decisions on NSND income ta…",34,SPICE ANALYSIS USING UKMOD,Financial narrative,False
scottish_budget_2024_25:p0034_001,-0.7903881,-8.00313,SPICE ANALYSIS USING UKMOD,"their earnings between these two amounts – a combined tax rate of 52%. There are also very steep marginal tax rates for those earning between £100,000 and £125,140 due to the tapering of the personal allowance (which is…",34,SPICE ANALYSIS USING UKMOD,Strategy / narrative,False
scottish_budget_2024_25:p0035_000,-0.42234096,-7.175224,LAND AND BUILDINGS TRANSACTION TAX,Non-domestic rates Land and Buildings Transaction Tax Scottish Landfill Tax Other devolved taxes Non-domestic rates Non-domestic rates (NDR) are local taxes paid on land and heritages used for non- domestic purposes in…,35,LAND AND BUILDINGS TRANSACTION TAX,Strategy / narrative,False
scottish_budget_2024_25:p0035_001,-0.43745637,-7.1361775,LAND AND BUILDINGS TRANSACTION TAX,"Statement, the Chancellor announced a one-year extension of their retail, hospitality and leisure (RHL) relief introduced in the 2022 Autumn statement. This RHL relief provides a 75% discount to businesses occupying eli…",35,LAND AND BUILDINGS TRANSACTION TAX,Strategy / narrative,False
scottish_budget_2024_25:p0036_000,-5.9272056,-9.140264,LAND AND BUILDINGS TRANSACTION TAX,"relief for 2024-25, capped at £110,000 per business. The SFC estimates that this will cost £4 million. The Scottish Government has also announced plans to phase out the enterprise areas relief, which the SFC forecasts w…",36,LAND AND BUILDINGS TRANSACTION TAX,Financial narrative,False
scottish_budget_2024_25:p0036_001,-6.176548,-9.138338,LAND AND BUILDINGS TRANSACTION TAX,"over the next two years Of these changes, the most significant impact on revenues come from the decisions on poundage. The SFC forecasts that the cost of freezing the basic property rate is around £200 million per year,…",36,LAND AND BUILDINGS TRANSACTION TAX,Financial narrative,False
scottish_budget_2024_25:p0037_000,-0.5768854,-7.0623746,SCOTTISH FISCAL COMMISSION,"Scottish Fiscal Commission Land and buildings transaction tax (LBTT) Land and buildings transaction tax is the tax applied to purchases of residential and non- residential land and buildings, as well as commercial lease…",37,SCOTTISH FISCAL COMMISSION,Strategy / narrative,False
scottish_budget_2024_25:table_p0038,12.486586,14.821905,SCOTTISH FISCAL COMMISSION,"Financial table on page 38 (Unknown) Contains 14 line items across 1 columns. Column headers: ScottishBudget2024-25,24/01. Row labels: expectedfallinhousepricesupto2025-26,beforeagradualrecoveryTheprojectedfall; inhouse…",38,SCOTTISH FISCAL COMMISSION,Financial table,False
scottish_budget_2024_25:p0039_000,-0.8329675,-6.9420004,FIGURE 14: FORECAST INCOME FROM SCOTTISH LANDFILL TAX,"Scottish Fiscal Commission Other devolved taxes There are no new policy announcements in relation to the Airport Departure Tax (ADT), with the Scottish Government restating its position that it remains committed to intr…",39,FIGURE 14: FORECAST INCOME FROM SCOTTISH LANDFILL TAX,Financial narrative,False
scottish_budget_2024_25:p0040_000,-6.26925,-8.160377,FIGURE 14: FORECAST INCOME FROM SCOTTISH LANDFILL TAX,cladding remediation programme. This would replicate the UK Government's own levy which covers England. - The Scottish Government pledges to continue to work with COSLA and local authorities to scope the request that di…,40,FIGURE 14: FORECAST INCOME FROM SCOTTISH LANDFILL TAX,Financial narrative,False
scottish_budget_2024_25:table_p0041,12.661557,14.78603,THE SCOTTISH FISCAL COMMISSION,"Financial table on page 41 (Unknown) Contains 13 line items across 1 columns. Column headers: ScottishBudget2024-25,24/01. Row labels: TheScottishFiscalCommission; forecasts; Economicgrowthandlivingstandards; TheScottis…",41,THE SCOTTISH FISCAL COMMISSION,Financial table,False
scottish_budget_2024_25:table_p0042,12.89431,14.833658,THE SCOTTISH FISCAL COMMISSION,"Financial table on page 42 (Unknown) Contains 13 line items across 1 columns. Column headers: ScottishBudget2024-25,24/01. Row labels: Inflation; InflationhasbeenakeydriverofincreasingcostpressuresontheBudgetbuthasalso;…",42,THE SCOTTISH FISCAL COMMISSION,Financial table,False
scottish_budget_2024_25:table_p0043,12.731858,14.929576,SCOTTISH FISCAL COMMISSION,"Financial table on page 43 (Unknown) Contains 5 line items across 1 columns. Column headers: ScottishBudget2024-25,24/01. Row labels: ScottishBudgetstandstobenefitOfcourse,thereverseistrueifearningsgrowthdoes; notoutpac…",43,SCOTTISH FISCAL COMMISSION,Financial table,False
scottish_budget_2024_25:table_p0044,12.759146,14.603684,SCOTTISH FISCAL COMMISSION,Financial table on page 44 (Unknown) Contains 9 line items across 8 columns. Row labels: Benefit; AdultDisabilityPayment; PensionAgeDisabilityPayment; ScottishAdultDisabilityLivingAllowance; ScottishChildPayment. Key it…,44,SCOTTISH FISCAL COMMISSION,Financial table,False
scottish_budget_2024_25:p0045_000,-5.0808992,-8.813838,SCOTTISH FISCAL COMMISSION,"Capital and infrastructure The 2024-25 capital budget from HM Treasury is £4,701 million, a 1.2% decrease in cash terms (or a 2.8% decrease in real terms) compared with 2023-24. There is also £670 million of capital fun…",45,SCOTTISH FISCAL COMMISSION,Financial narrative,False
scottish_budget_2024_25:table_p0046,12.575255,14.637951,SCOTTISH FISCAL COMMISSION,"Financial table on page 46 (Unknown) Contains 41 line items across 1 columns. Column headers: ScottishBudget2024-25,24/01. Row labels: notesthat:; “ThecapitalfundingoutlookissettoworsenThe[capital]BlockGrant,whichis; di…",46,SCOTTISH FISCAL COMMISSION,Financial table,False
scottish_budget_2024_25:p0047_000,-5.3782315,-8.174889,SCOTTISH FISCAL COMMISSION,"measures and is able to provide a different mix of equity/loan finance. Although the FT amount is less than half of the £424 million in 2023-24, it should be noted that the 2023-24 was inflated by a correction of £188 m…",47,SCOTTISH FISCAL COMMISSION,Financial narrative,False
scottish_budget_2024_25:p0047_001,-5.4772267,-8.5537815,SCOTTISH FISCAL COMMISSION,"required to make repayments to HM Treasury in respect of FT allocations. These repayments are spread over 30 years, reflecting the fact that the majority of FT allocations relate to long term lending to support house pu…",47,SCOTTISH FISCAL COMMISSION,Financial narrative,False
scottish_budget_2024_25:p0047_002,-5.5181227,-8.413097,SCOTTISH FISCAL COMMISSION,repayments. Revenue financing and the 5% cap Annual repayments resulting from revenue financed projects and borrowing come from the Scottish Government's resource budget. The Scottish Government has previously committed…,47,SCOTTISH FISCAL COMMISSION,Financial narrative,False
scottish_budget_2024_25:p0048_000,-2.4101229,-7.3895607,SCOTTISH GOVERNMENT BONDS,"Scottish Government Bonds The Scotland Act 2016 gave powers to Scotland to allow for the issuing of government bonds for capital investment. These powers have not been used to date. However, in October 2023, the Scottis…",48,SCOTTISH GOVERNMENT BONDS,Strategy / narrative,False
scottish_budget_2024_25:p0048_001,-2.3029013,-7.353885,SCOTTISH GOVERNMENT BONDS,initial investment over a specific period of time. This is effectively another form of borrowing and would be included in the overall capital borrowing limits that apply through the Fiscal Framework agreement 6 (see sec…,48,SCOTTISH GOVERNMENT BONDS,Strategy / narrative,False
