doc_id,page,proposed_subsection,toc_subsection,reason,top_lines_snippet
Grampian-2022-2023,25,B PERFORMANCE ANALYSIS,Consolidated Statement of Comprehensive Net Expenditure,allow_list_reject(score=0.377),"PERFORMANCE REPORT B PERFORMANCE ANALYSIS NHS Grampian Integration Joint Total (£million) Boards (£million) (£million) 0.37 Public Health Capacity 0.37 0 3.97 Test & Protect 3.97 0 9.96 Vaccinations 9.96 0 5.15 Workforce & Capacity 2.98 2.16 PPE, Equipment & 6.26 Infection Prevention 5.56 0.7 Social Care & 14.75 Community Capacity 0 14.75 0.03 Primary Care 0 0.03 0.55 Other Miscellaneous 0.22 0.33 Total 23.06 17.97 41.04 3.2.3 Expenditure Analysis Net expenditure for the year was £1,443 million (2021/22 £1,453 million), a decrease of £11 million over the prior year. The Consolidated Statement of Comprehensive Net Expenditure can be found on Page 85, a more detailed analysis of Expenditure in note 3 on Page 114 and a more detailed analysis of income in note 4 on Page 115. Staff Costs increased by £54.7 million mainly due to the annual pay uplift (2021/22 £56 million) which was an average of 4.5% for Medical & Dental staff and 7.5% for Agenda for Change staff and national insurance increases (£4 million), partially offset by a reduction in the annual leave accrual (2021/22 £8.4 million) as staff were able to utilise leave following the pandemic. Drugs and Medical supplies increased by £21 million mainly due to volume and price increases across both primary and secondary care sector. These were partially offset by a reduction in medical supply spend on COVID response activity £6.5 million. Private sector expenditure activity to support waiting times plan increases by £4.6 million. Increase in independent primary care services associated with inflation and increase in activity £8.8 million. Other areas of cost fluctuation over the previous year include a provision for new clinical negligence and employer liability compensation claims of £12.6 million, together with an impairment provision for assets under construction £4 million, offset by a reduction in pension/injury benefits £3 million and reduction in business rates £3 million. Contribution to IJBs reduced during the year £81.5 million following changes in public health policies in relation to COVID and return of reserves to the Scottish Government. The above increases in expenditure were partly offset by a corresponding increase in income of £67.0 million; £46.7 m representing an increase in services commissioned through the Health Board by the Integration Joint Boards, £10.7 million in income from other NHS Scotland bodies, £6.7 million relating to an increase in the level of recovery of the cost"
Grampian-2022-2023,26,B PERFORMANCE ANALYSIS,Consolidated Statement of Comprehensive Net Expenditure,allow_list_reject(score=0.377),"PERFORMANCE REPORT B PERFORMANCE ANALYSIS of clinical negligence claims through the Clinical Negligence and Other Risks Indemnity scheme (CNORIS) and £2.9 million from other income sources. The provision for impairment of receivables is quantified at £3.8 million (2021/22 £2.5 million) and is disclosed under trade and other receivables in note 9 on Page 122. The provision is reviewed regularly by management considering the risk profile by class of debt. At the year end the Board provided £64 million for legal obligations arising from clinical negligence and other employer liability claims (2021/22 £58 million). Details are provided in note 13 on Page 127. 3.2.4 Impact of IJBs on Health Board Accounts pre-consolidation Each of the three IJBs in Grampian (Aberdeen City, Aberdeenshire and Moray) are established as a separate legal organisation under the terms of the Public Bodies (Joint Working) (Scotland) Act 2014 and have full delegation of functions and resources, acting as principal in their own right, to enable integration of primary and community health and social care services. Accordingly, the Health Board is required to reflect the contribution to IJB funding for devolved health services, and the subsequent commissioning income from the IJB for those services delivered by the Health Board, as a distinct and separate transaction from the operational expenditure incurred delivering those services. 659.360 million (2021/22 £675.164 million), income of £593.658 million (2021/22 £613.072 million) and a net retained reserve relating to IJB directed health services of £21.557 million (2021/22 £97.3 million). The increase in IJB retained reserves relates partly to an underspend from some core services continuing to operate at reduced capacity throughout the pandemic and partly due to the allocation of funding to the IJB by the Scottish Government for a range of purposes including support for COVID-19 expenditure, the Primary Care Improvement Fund, Action 15 Mental Health Workers and the Community Living Change Fund. This is explained in more detail in section 1.1.2 above. The expenditure is included in note 3 on Page 114 and income in note 4 on Page 115. 3.2.5 Property Valuation All property was revalued by the Valuation Office Agency (VOA), independent specialists in property valuation, on the basis of market value, depreciated replacement cost or existing use value as at 31 March 2023. The values were calculated in accordance with the Royal Institute of Chartered Surveyors Statement of Asset Valuation Practice and Guidance notes, subject to the special accounting practices of the NHS and applied to reflect local market conditions at 31 March 2023. The effect of this revaluation on individual assets was some gained value while others were impaired. The impact of those assets subject to an upward movement in valuation was an increase in the revaluation reserve of £24.203 million and assets subject to a downwards valuation seeing a reduction in the revaluation reserve of £1.272 million. Write down of previous increases in relation leases of £12.866 million also undertaken. Thus making the overall net impact on the revaluation reserve an increase of"
Grampian-2022-2023,27,B PERFORMANCE ANALYSIS,Consolidated Statement of Financial Position,allow_list_reject(score=0.377),"PERFORMANCE REPORT B PERFORMANCE ANALYSIS The overall increase in property value reflects an increase in construction industry prices during the year, impacted by rising demand and a range of economic and geopolitical factors causing supply bottlenecks, labour shortages and increased materials costs. IAS 36 requires that impairments charged to the Statement of Comprehensive Net Expenditure (SOCNE) in prior years should be reversed to offset any subsequent increase in value relating to that particular asset. The net value of impairment reversal on those assets subject to an upward movement in valuation, was £0.657 million (2021/22 £0.403 million impairment) and this was credited to net operating expenditure within the Statement of Comprehensive Net Expenditure. Further information is available in the section on key sources of judgement, estimation and uncertainty in note 1 accounting policies, on Page 90. 3.2.6 Pension Liabilities The accounting policy for pensions is provided in Note 1 to the Accounts and disclosure of the costs is shown within Note 19 and the Remuneration Report. 3.2.7 Infrastructure and Non-Current Assets The Board delivered a programme of infrastructure investment totalling £109.7 million during 2022/23. Within this, a total of £105.605 million of capital expenditure was incurred (see note 7d) and a further £4.05 million was classed as revenue expenditure in nature. The overall programme was resourced using a combination of capital funding from the SGHSCD (£104.3 million, see note 7d), income from donations (£0.3 million), financial transactions funding from the Scottish Government for a GP sustainability Loan (£0.7 million), NBV benefit from disposal of equipment (£0.26 million) and various revenue funding sources (£4.05 million) Major investments during the year include: Ongoing Construction of the Baird Family Hospital and the ANCHOR Cancer Centre (£85.1 million) with ANCHOR due to open in 2023/24 and Baird the following year. The Baird Family Hospital will replace the existing maternity hospital, breast screening, gynaecology and neo-natal facilities. The Anchor Cancer centre will be located adjacent to the existing radiotherapy building on the Aberdeen Royal Infirmary site. Forecast expenditure £261.1 million with expenditure to 31 March 2023 £150.8 million. Ongoing design and development costs in support of the National Treatment Centre Grampian (£0.9 million). £7.2 million on a wide range of Backlog Maintenance and Compliance with Statutory Standards, such as Asbestos removal, Masonry repairs, Heating Systems"
Grampian-2022-2023,28,B PERFORMANCE ANALYSIS,Consolidated Cash Flow Statement,allow_list_reject(score=0.377),"PERFORMANCE REPORT B PERFORMANCE ANALYSIS replacement, Electrical System upgrades, Fire Detection modernisation and Building Management System updating £13.4 million on essential equipment replacement across clinical and support services and investment in new technology to provide additional capacity in essential services such as cancer diagnosis and treatment. The most significant replacement programmes included: o £3.5 million for replacement of the second of three linear accelerators in the Radiotherapy service; o £1.6 million to purchase equipment relating to the replacement of the NHS Grampian Wireless network across all site. Installation is to be undertaken during the coming financial year (2023/24); o £1.1 million on installation costs in ARI Radiology for the CT Scanner, Interventional Radiology System and ERCP System; o £0.9 million on replacement Anaesthetic Machines for Theatres at a number of sites; o £6.4 million on other essential equipment. Other areas of investment included : o £0.7 million on a GP Sustainability Loan in line with the Scottish o £0.66 million to complete the purchase of the building in Alford occupied by the GP Practice; o £0.1 million to complete the purchase of the former Police Station in Danestone, for future expansion of the GP Practice located next to it; o £0.45 million to upgrade and extend the clinic at Braemar; o £0.7 million on project direct staffing support; o £0.85 million relating to the capital impact of lease additions during the year as a result of the implementation of IFRS 16 (SG funded)."
Grampian-2022-2023,29,B PERFORMANCE ANALYSIS,Consolidated Statement of Changes in Taxpayer s Equity,allow_list_reject(score=0.377),"PERFORMANCE REPORT B PERFORMANCE ANALYSIS 4. Fraud, Bribery and Corruption NHS Grampian has a zero tolerance for fraud, bribery or corruption and has robust procedures in place, to reduce the likelihood of fraud occurring. These include an agreed policy on the Prevention, Detection and Investigation of Suspected Fraud, Theft and Corruption, Standing Financial Instructions incorporating Standards of Business Conduct and arrangements for the disclosure of information in the corporate register of interests, gifts and hospitality. Staff are briefed regularly on counter fraud matters including the confidential routes that are available to report suspected fraud, bribery or corruption. NHS Grampian works closely with other organisations, including NHS Scotland Counter Fraud Services (CFS) and other government agencies to combat fraud and participates in the bi-annual National Fraud Initiative exercise which is a data matching exercise. Work performed by CFS, to check the level of fraud/error in the recording of eligibility to exemption from charges for primary care services, re-started in January 2021 and an annual reporting for 2022/23 confirmed the extrapolation of the sample results for Grampian indicated that the level of income from dental and ophthalmic charges could potentially have been £0.3 million higher due to incorrect claims. 5. Payment Policy NHS Grampian is committed to supporting the Scottish Government in helping businesses during the current economic situation by paying bills more quickly. The intention is to achieve payment of all undisputed invoices within 10 working days, across all public bodies and NHS Grampian is actively working towards achievement of this accelerated payment target. In 2022/23, the average credit taken was 15 days (2021/22 14 days). In 2022/23 91% of invoices by value (2021/22 91%) and 86% of invoices by volume (2021/22 85%) were paid within 30 days. In 2022/23 85% of invoices by value (2021/22 85%) and 73% of invoices by volume (2021/22 75%) were paid within 10 days. The small drop in payment performance compared to the prior year, reflects a reduction in available capacity to support the purchase to pay process during the year, partly due to illness and partly the impact of wider system pressures on support teams. 6. Social Matters NHS Grampian promotes equality and celebrates diversity both in the services we provide and within our organisation. We also take our duty to promote equality and diversity in the wider community very seriously. The challenge for the Board is to maintain the excellent make up equality and diversity during the challenging times caused by the COVID-19 disability, age, sex (male or female), sexual orientation, gender reassignment, pregnancy and maternity, marriage and civil partnership and religion or belief. The Board has also"
Grampian-2022-2023,30,B PERFORMANCE ANALYSIS,Consolidated Statement of Changes in Taxpayer s Equity,allow_list_reject(score=0.377),"PERFORMANCE REPORT B PERFORMANCE ANALYSIS 2012, as amended, and published reports including the following key updates on progress in 2022/23. a) NHS Grampian Equality Outcomes Update Report 2021 to 2025, as at February 2023 This Report give a 2 year update on progress to achieve the objectives set out in the 4 year Equality Outcomes Report. The Update can be found at: https://www.nhsgrampian.org/about-us/equality-and-diversity/equality-outcomes/ b) NHS Grampian Equality and Diversity Workforce Monitoring Report in June 2022 This comprises o Applicants for posts, shortlisted candidates and those offered posts o The ethnic makeup of the NHS Grampian workforce o Leavers and new starts o Training opportunities o Promotions o Disciplinary action o Information on the Gender balance for qualifying non-Executive Health Board posts. This details what NHS Grampian has done in the last 2 years to make equality and diversity an integral part of the way we function as an organisation. The involvement and consultation requirements for each report were met in full. The Reports are available on the NHS Grampian website, to facilitate public scrutiny, as required by law. NHS Grampian has also published a range of other non-Statutory Equality and Diversity Monitoring Reports on a wide range of topics. Equality and Diversity Staff Training During 2022/23, 1,987 NHS Grampian staff received Equality and Diversity Training by TEAMS at a level appropriate to their role in the organisation. All training is recorded and feeds into the Personal Development Plans of staff. Over the last three years, over 7,000 NHS Grampian staff have now received this training. All of the Seminars include a section on Human Trafficking. The Seminars are independently evaluated by participants on a regular basis. Feedback to date has been excellent. Human Trafficking A current serious social issue in Grampian is Human Trafficking. This has been covered in detail at every training session for the last 6 years. We use anonymised local examples to"
Grampian-2022-2023,31,B PERFORMANCE ANALYSIS,Consolidated Statement of Changes in Taxpayer s Equity,allow_list_reject(score=0.377),"PERFORMANCE REPORT B PERFORMANCE ANALYSIS has been trafficked. A number of people have been rescued from the misery of Human Trafficking in 2022/23 due to staff being alert to the signs of Human Trafficking and taking immediate action. Dedicated Seminars A number of dedicated Seminars have been provided for GP Practices and hospital staff on meeting the needs of Trans patients. Equality and Diversity Awareness Seminars have been provided for over 90 GP Trainers, from across Scotland. Demographic Changes and Social cohesion Grampian is one of the most attractive areas in Scotland for inward migration. The changing demography of Grampian is covered in all of our training sessions. In recent years, special emphasis has been given to meeting the needs of New Syrian Scots who have settled in Grampian, Afghan Refugees and more recently Ukrainian refugees. There are approximately 2,000 Ukrainian refugees in Aberdeen City, 500 in Aberdeenshire and a further 2,000 are expected in 2023/24. A great deal of work has been ongoing to meet the needs of recent refugees and asylum seekers We have provided multi-lingual presentations in their hotels and have explained about NHS services and how and supported by translated materials. Appropriate information and healthcare support has also been provided to these groups, in co-operation with Aberdeen Health and Social Care Partnership (HSCP). We have included the topic of social cohesion at every training session for the last 6 years. Consultation and involvement events with our local ethnic minority communities Since 2008, NHS Grampian has carried out at least 5 involvement and consultation events with our local ethnic communities every year. These have been carried out on a joint basis with the Grampian Regional Equality Council. On average, over 170 members of our local ethnic communities have attended. The events are advertised and presented in over 14 different local ethnic community languages. Our research has shown that over 95% of our local ethnic community members are non-English speaking when they first arrive in Grampian. Due to COVID-19, the involvement and consultation events since 2020 have gone online, but have still continued. It events in October 2023. This work is also outreach, we provide a wide range of information in the main local ethnic community language to participants and encourage them to register with their local GP and highlight any ongoing health related issues. In 2022/23, we continued to put in a massive effort to ensure that accurate and authoritative local information has been available on COVID-19 precautions and vaccination arrangements. This information has been made widely available in our main local ethnic community languages for non-English speaking people. It has also been made widely available in many different formats to assist our local disability communities."
Grampian-2022-2023,32,B PERFORMANCE ANALYSIS,Consolidated Statement of Changes in Taxpayer s Equity,allow_list_reject(score=0.377),"PERFORMANCE REPORT B PERFORMANCE ANALYSIS NHS Grampian has funded five qualified British Sign Language (BSL) interpreters in Grampian to accompany Deaf people to attend Vaccination Centres for COVID-19 vaccinations, boosters and flu jabs, to provide BSL interpretation and moral support. This has proved to be exceptionally popular with our local Deaf communities and uptake has been excellent. This model has been emulated in other Health Board areas. Racial equality work NHS Grampian now has in place: A very proactive Equality, Diversity and Human Rights Working Group who are responsible for driving forward the race equality agenda within NHS Grampian A high level Anti-Racism Group Chaired by the NHS Grampian Deputy Chief Executive A Joint NHS Grampian/University of Aberdeen Working Group A Staff Equalities Network The Equality, Diversity and Human Rights Working Group awareness raising campaign has included: Production of a hard hitting 22 minute video where staff share their experiences of racism. The video has been viewed by 1,500 staff and will now be made available by National Education Scotland (NES) making it available to all Scottish Health Boards on TURAS Learn. Mounted a hard hitting anti-racism poster and Pop Up Banner campaign in the main entrances to hospitals and GP Practices. The second generation of anti-racism posters (designs voted on by 484 staff in a Lime Survey) will launch in late February 2023 and contain a QR Code and internet and intranet access information for the new Racism and Discrimination Rapid Reporting System. The strap line for the second generation posters is: A New Anti-Racism Badge chosen by 560 staff will be launched in March 2023. In the last 2 years 4,198 staff have attended Equality and Diversity Training. Every Seminar seeks to empower staff to challenge racism or discrimination happening in their area. Produced an updated Equality, Diversity and Human Rights Policy which has been widely circulated."
Grampian-2022-2023,33,B PERFORMANCE ANALYSIS,Consolidated Statement of Changes in Taxpayer s Equity,allow_list_reject(score=0.377),"PERFORMANCE REPORT B PERFORMANCE ANALYSIS Work has begun on consultation in preparation for the production of a 5 Year Anti- racism Strategy. LGBTQIA+ NHS Grampian has continued our exceptionally successful Rainbow Campaign. Over 5,000 staff now wear a Rainbow Lanyard, or a Rainbow Badge or a Rainbow Pulley Type Lanyard. This is a visible symbol to patients and our staff that NHS Grampian is LGBTQIA+ friendly. We had a large presence at the Grampian Pride Parade in 2022 and will have an even bigger presence at the 2023 Event. Disability It is well known that at a national level, COVID-19 and the lockdown have had a disproportionately severe impact on disabled people. However, there was no local information available on this impact at a local level. The NHS Grampian Disability Review Group carried out a large scale survey across Grampian of disabled people and disability groups to gather information, which was shared with partner agencies. The survey showed that the biggest single impact of COVID-19 on people with a disability in Grampian was in the field of mental health. The curtailment of regular activities which got people out of their homes to socialise, the need for people with a pre-existing condition to self-isolate and the inability of relatives and friends to visit, have caused lasting long term harm. Depression and a fear of going out are just 2 of the longer term issues described by many respondents. In 2022/23, the NHS Grampian Disability Review Group received an allocation of £210,000 (including VAT) and completed 13 disability access schemes in different locations across Grampian. The choice of which schemes to carry out was made by disabled people through their representative organisations. More information on the above is available on the NHS Grampian website at this link: https://www.nhsgrampian.org/about-us/equality-and-diversity/"
Grampian-2022-2023,34,B PERFORMANCE ANALYSIS,Consolidated Statement of Changes in Taxpayer s Equity,allow_list_reject(score=0.377),"PERFORMANCE REPORT B PERFORMANCE ANALYSIS 7 Sustainability and the Environment The Climate Change (Scotland) Act 2009 originally set out measures adopted by the Scottish Government to reduce emissions in Scotland by at least 80% by 2050. The Climate Change (Emissions Reductions Targets) (Scotland) Act 2019 amended this longer-term target to net-zero by 2045, five years in advance of the rest of the UK. In 2020, The Climate Change (Scotland) Amendment order came into force to reflect this and now requires NHS Boards to report on their progress in delivering their emissions reduction targets. NHS Scotland as a public body must reduce the greenhouse gas emissions from its activities, the activities under its control and from the electricity, steam and heat purchased by it to net-zero by 2040 or earlier where possible. All NHS owned buildings must be heated from renewable sources by 2038 or earlier where possible. NHS Scotland climate emergency and sustainability strategy: 2022-2026 was published in August 2022 and confirms themes, actions and in some places targets to support delivery of overall net-zero ambitions. Sustainability Strategy aligns to this and was considered by Sustainability Governance Group (SGG) in February 2023, and will be considered by NHS Grampian Board 2023/24 for approval, following a period of engagement and consultation. All designated Major Players (of which NHS Grampian is one) are required to submit an annual Public Bodies Climate Change Duties report to the Sustainable Scotland Network detailing compliance with the climate change duties imposed by the Act and the Amendment order. The information returned by the Board is compiled into a national analysis report, published annually and superseding the prior requirement for public bodies to publish individual sustainability reports. The Board undertook and Climate Change Risk Assessment in the March of 2023, whereby some elements looked into the impact of climate change with the aim to look at the locked in impacts which climate change will have and the associated financial requirements to mitigate these factors. With the financial aspect still be formulated. roach can be found in the Climate Change Plan 2018-2032 while national reports can be found at the following resource: https://sustainablescotlandnetwork.org/reports 8 Events after the end of the reporting period No events occurred after the end of the financial year and before the date of publication that will have a material impact on the content of these accounts as presented. ................................................................. Chief Executive Grampian Health Board"
Grampian-2022-2023,80,C PARLIAMENTARY ACCOUNTABILITY REPORT,Consolidated Statement of Changes in Taxpayer s Equity,allow_list_reject(score=0.483),"C PARLIAMENTARY ACCOUNTABILITY REPORT 1. Losses and Special Payments On occasion, the Board may be required to write off outstanding debt that is assessed as no longer recoverable, make an ex gratia payment or to pay compensation for a loss incurred by a third-party including patients or staff. All such payments including all clinical negligence SGHSCD. The following special payments and losses have been approved by the Board and are included in the financial statements for 2022/23 : No. of £000 No. of £000 cases cases 2022/23 2022/23 2021/22 2021/22 Fraud and suspected Fraud 11 2 13 0 Clinical Negligence and Employer 69 2,485 68 5,773 Liability claims Other losses and ex gratia payments 56 107 24 209 Total Special payments and losses 136 2,594 105 5,982 In 2022/23, the Board was required to pay out 2 claims of £0.3 million each, in respect of clinical negligence cases in excess of £0.3 million (2021/22: 3 claims £1.25 million, £1.93 million and £0.5 million,) No other individual losses or claims with a value exceeding £0.3 million were settled during the year. The Board is also required to provide for all clinical negligence and employer liability claims notified to it and which will be settled at a future date. Details of these provisions and an explanation of the Clinical Negligence and Other Risks Indemnity Scheme (CNORIS) can be found in note 13. 2. Fees and Charges The Board had no commercial trading activity during 2022/23 where the full annual cost exceeded £1 million (2021/22 nil). 3. Contingent Liabilities Due to the nature of the activities of NHS Grampian there are contingent liabilities for which IAS37 which do not require disclosure because the probability of any requirement on the Board to meet future liabilities is considered to be remote. Contractual obligations are disclosed in note 15. ............................................................. Chief Executive Grampian Health Board"
Grampian-2022-2023,98,A provision is recognised for the obligation to deliver allowances equal to emissions that,Notes to the Accounts,allow_list_reject(score=0.336),"When allowances are issued for less than their fair value, the difference between the amount paid and fair value is classed as revaluation and charged to the general fund. The general fund is charged with the same proportion of the amount of the revaluation, which the amount of the grant bears to the acquisition cost of the asset. A provision is recognised for the obligation to deliver allowances equal to emissions that have been made. It is measured at the best estimate of the expenditure required to settle the present obligation at the Statement of Financial Position date. This will usually be the present market price of the number of allowances required to cover emissions made up to the Statement of Financial Position date. Websites Websites are capitalised only when it is probable that future economic benefits will flow to, or service potential be provided to, the Board; where the cost of the asset can be measured reliably, and where the cost is at least £5,000. 8(b) Measurement Valuation: Intangible assets are recognised initially at cost, comprising all directly attributable costs needed to create, produce and prepare the asset to the point that it is capable of operating in the manner intended by management. Subsequently intangible assets that are not held for their service potential (i.e. assets held for sale), including operational assets which are surplus to requirements where there are no restrictions on disposal which would prevent access to the market, are measured at fair value. Where an active (homogeneous) market exists, intangible assets are carried at fair value. Where no active market exists, the intangible asset is revalued, using indices or some suitable model, to the lower of depreciated replacement cost and value in use where the asset is income generating. Where there is no value in use, the intangible asset is valued using depreciated replacement cost. These measures are a proxy for fair value. Revaluation and impairment: Increases in asset values arising from revaluations are recognised in the revaluation reserve, except where, and to the extent that, they reverse impairment previously recognised in the Statement of Comprehensive Net Expenditure, in which case they are recognised in income. Permanent decreases in asset values and impairments are charged gross to the Statement of Comprehensive Net Expenditure. Any related balance on the revaluation reserve is transferred to the general fund. Upward movements in value will be taken to the revaluation reserve and included in comprehensive net expenditure. Temporary decreases in asset value or impairments are charged to the revaluation reserve to the extent there is an available balance for the asset concerned, and thereafter to the Statement of Comprehensive Net Expenditure."
Grampian-2022-2023,133,A lease is a contract or part of a contract that conveys the right to use an asset for a,Notes to the Accounts,allow_list_reject(score=0.308),"FINANCIAL STATEMENTS Note 16. LEASES A lease is a contract or part of a contract that conveys the right to use an asset for a period of time in exchange for consideration. IFRS 16 leases supersedes IAS 17 Leases and is effective across public sector from 1 April 2022. Introduces a single lessee accounting model that results in a more disclosures to improve transparency of reporting on capital employed. The transition to IFRS 16 has been completed in accordance with paragraph C5 (b) of the Standard, applying IFRS 16 requirements retrospectively recognising the cumulative effects at the date of initial application. In the transition to IFRS 16 a number of elections and practical expedients offered in the standard have been employed. These are as follows: NHS Grampian has applied the practical expedient offered in the standard per to apply IFRS 16 to contracts or arrangements previously identified as containing a lease under the previous leasing standards IAS 17 leases and IFRIC 4 determining whether an arrangement contains a lease and not to those that were identified as not containing a lease under previous leasing standards. On initial application NHS Grampian has measured the right of use assets for leases previously classified as operating leases per IFRS 16 C8 (b)(ii), at an amount equal to the lease liability adjusted for accrued or prepaid lease payments. No adjustments have been made for operating leases in which the underlying asset is of low value (< £5,000). The transitional provisions have not been applied to operating leases whose terms end within 12 months of the date of initial application has been employed f IFRS 16. Paragraph C5(b), has been applied for leases that were classified as finance leases applying IAS 17, the carrying amount of the right-of-use asset and the lease liability at the date of initial application shall be the carrying amount of the lease asset and lease liability immediately before that date measured applying IAS 17. For those leases, a lessee shall account for the right-of-use asset and the lease liability applying this Standard from the date of initial application. Leases entered into on or after the 1st April 2022 have been assessed under the requirements of IFRS 16. There are further expedients or election that have been employed by NHS Grampian in applying IFRS 16. These include: the measurement requirements under IFRS 16 are not applied to leases with a term of 12 months or less"
